country_code,indicator_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
ARG,EG.USE.PCAP.KG.OE,,,,,,,,,,,,1387.00501789727,1387.08244115605,1420.33610074841,1425.81317755796,1389.27018424926,1416.10861369304,1432.13887104265,1438.34577538979,1496.10295144932,1498.78124635707,1440.78027521133,1426.35127133433,1429.28032825042,1456.76889711191,1368.43319317491,1428.87629693302,1483.77216423937,1510.83372259487,1446.65773323039,1412.17995914484,1435.48457114879,1489.34786032046,1474.30689274036,1548.62339314429,1551.74521381659,1589.91755634679,1621.90909509539,1658.49577179954,1668.22514401839,1669.52633732128,1570.89750079167,1510.31344277254,1598.78962502126,1728.21409244578,1720.67402286339,1853.04176068156,1858.39184324341,1937.64151484529,1865.33735598138,1928.65235658729,1952.05105293095,1936.80353979442,1967.02167752077,2029.92282543737,,,,,,
ARG,EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.1548004150391,92.4921875,92.8294525146484,93.1660461425781,93.5012741088867,93.8344650268555,94.1649398803711,94.4920120239258,94.8150024414063,95.1331558227539,95.4453659057617,95.5110634674458,96.0472869873047,96.3346328735352,96.6113433837891,96.8763885498047,97.1323013305664,97.3851699829102,97.6412200927734,97.9066848754883,98.82,99.0802001953125,99.2288589477539,99.3562240600586,100.0,99.8116836547852,99.9560165405273,100.0,100.0,100.0,
AUS,EG.USE.PCAP.KG.OE,3063.55427059293,3115.78708385004,3172.97486501583,3284.05095890411,3349.41416674129,3463.21557780119,3546.53797957257,3692.80794982626,3763.55841452244,3792.93476310854,4063.41136963301,3989.6297441447,4035.20634438795,4264.27122571001,4294.16162646652,4345.87144605197,4405.70298581914,4671.19567361894,4629.61847053907,4683.85317624363,4737.4820310373,4694.67642526964,4817.4895243115,4555.14620339645,4651.71242923314,4602.9565300165,4623.73907506368,4772.3704646487,4702.84160607784,5001.10310210296,5061.5084587843,4927.78158990974,4959.21491854816,5147.53665025188,5089.788966676,5129.22366091191,5393.58063459123,5469.59998919911,5553.65346587569,5610.34471097961,5644.06495066047,5446.97321382579,5569.64099249926,5568.76494063954,5598.0881783042,5564.08716927844,5709.34466781654,5868.34709712113,5964.66577565273,5862.55194383105,5793.11602573559,5745.23218954465,5575.28709327857,5468.39136879598,5334.68167873774,5483.81640154023,,,,,
AUS,EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
BRA,EG.USE.PCAP.KG.OE,,,,,,,,,,,,715.840613650833,749.007844910886,801.676699035592,833.197010610442,849.574461264528,870.864375397523,878.912007707298,913.324812107953,948.39718404079,943.303989265018,883.881257350723,877.863549842187,879.251857191586,915.083834913077,956.232384883363,980.416905020215,998.398165750201,992.593709679772,993.905266653639,940.965854933677,942.038038126014,935.746462409658,943.326995223931,976.982177378311,994.289849192527,1030.668072487,1066.18695139257,1075.19908104151,1083.40398441088,1072.37954381449,1076.27549216658,1090.34984848265,1094.4246817285,1141.49111021248,1156.90753654218,1184.14512107209,1238.41162839544,1294.48083319241,1240.17730372725,1358.50240216015,1367.18804920798,1413.73338546845,1461.07677362945,1495.5411407278,,,,,,
BRA,EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.475116,90.6065444946289,88.803833,89.999927,91.8837280273438,91.728598,92.867095,93.354139,94.193812,94.76296,94.3640060424805,96.016528,96.652996,96.980098,96.765107,97.093513,97.594314,98.125382,98.526625,98.856938,99.3521728515625,99.328691,99.519494,99.575151,99.650247,99.710902,99.7,99.8,99.7,99.8,
CAN,EG.USE.PCAP.KG.OE,4251.43591138962,4307.82075420065,4451.56011604169,4694.12006960557,4903.60760672704,5153.93241183047,5272.6647047087,5557.29174015285,5871.52039143849,6091.10000951113,6476.38852935659,6436.22625629541,6863.44433456086,7084.62368269079,7089.99999079269,7170.4125280454,7293.69860938733,7431.43988603482,7561.74493868787,7862.20639476556,7828.83798348216,7555.2449313384,7173.55516447822,7076.52331814175,7368.74044037789,7468.09634319419,7521.88689331202,7671.1995995251,7885.24440007589,7963.29790527702,7630.09230606557,7517.33030357287,7601.68517694524,7770.54644758451,7957.24563262571,7979.89844555264,8053.45485804934,8056.24362752186,7948.39727830446,8107.51515577335,8265.07992477285,8056.3494253004,7993.87938404109,8341.34314379952,8455.5470136727,8422.03430847519,8239.94637098436,8213.38954256017,8194.88077131979,7797.12113645126,7788.56078606815,7911.55458837168,7733.41165473909,7743.72574213676,7897.85561511436,7631.34157027209,,,,,
CAN,EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
CHN,EG.USE.PCAP.KG.OE,,,,,,,,,,,,464.933156978023,477.168708745635,483.717375331655,486.167985783307,527.488337452736,537.174731514959,577.21101059404,617.154901089247,619.043662313404,609.455195748215,597.14671013246,606.830437325878,621.910717182477,651.074958647795,657.759736070939,671.209503276184,694.422359979152,720.341495783521,724.116105126715,766.995329395649,736.851801386885,752.628662540666,788.128723566749,816.162889997357,866.834374260803,881.653737423514,871.756323801394,869.358607334522,878.52453551629,898.987313140273,928.811433738255,984.810714620431,1118.43177274138,1268.13290434581,1393.69132405731,1515.1736777471,1630.17102857988,1672.90411994066,1778.43351862146,1954.72255616896,2086.48690379651,2155.16478775741,2213.75932679132,2236.72990756962,,,,,,
CHN,EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9308700561523,97.2132186889648,97.4872817993164,97.7518768310547,98.0058364868164,98.2481307983398,98.4812927246094,98.7114028930664,98.9447021484375,99.1874160766602,99.7,99.8572235107422,99.9648742675781,99.9970092773438,100.0,100.0,100.0,100.0,100.0,100.0,
