target,rmse,std,rmse/std,r2,mase,da
SP.DYN.LE00.IN,4.61090768862349,8.841457243757194,0.5213055725987805,0.7278241815805767,1.2070644618364899,0.7572016460905349
SP.URB.TOTL.IN.ZS,7.819088789712898,19.21450218999915,0.4064647001648355,0.8339624992743511,1.5255727922792275,0.6880658436213992
NV.AGR.TOTL.ZS,4.7004127710073735,9.948330254257927,0.4730583619062193,0.775576889590068,1.71752164072177,0.5069958847736625
EG.USE.PCAP.KG.OE,1512.6499671967524,2138.3961985717187,0.7073552959658376,0.4987253835321363,2.670891396891721,0.5736625514403292
FS.AST.PRVT.GD.ZS,32.62228263183535,46.77477029512699,0.6974025616277002,0.5131319885858432,2.2825766451903116,0.47818930041152263
NE.IMP.GNFS.ZS,4.363240119713266,9.180806733910227,0.4752428785947383,0.7699303124080105,0.8203163394228788,0.7111111111111111
NY.GDP.MKTP.CD,1979855394350.9915,3001552356209.84,0.6627332957641083,0.5589791961876174,1.7568357851702658,0.6329218106995885
NE.EXP.GNFS.ZS,5.5174987426283035,11.734009971442642,0.46680762199004555,0.7783419853115628,0.8518125952774771,0.6946502057613169
NY.GDP.MKTP.KD.ZG,4.462044854698627,4.681038500010852,0.9523141288468777,0.0925477460523797,0.8691823459706589,0.47736625514403297
EN.ATM.GHGT.KT.CE,1259407.3591120513,1884450.0710822586,0.6695416801797675,0.5497780623878384,2.9022827670455142,0.48477366255144033
