target,rmse,std,rmse/std,r2,mase,da
SP.DYN.LE00.IN,8.551889932269152,8.841457243757194,0.9673678631285909,0.06397333025181502,2.420739803208794,0.03539094650205761
SP.URB.TOTL.IN.ZS,18.90074060979046,19.21450218999915,0.9835272572567038,0.03242993934116458,3.7047495903729226,0.03374485596707819
NV.AGR.TOTL.ZS,9.92449825202245,9.948330254257927,0.9974642572584429,0.005043711063023659,3.5642057540839587,0.22304526748971193
EG.USE.PCAP.KG.OE,2116.9548951837687,2138.3961985717187,0.9899378178182812,0.019943669377238703,3.9569189567819594,0.1316872427983539
FS.AST.PRVT.GD.ZS,45.92756981301231,46.77477029512699,0.9818766146007437,0.03590140396980013,3.29974953312827,0.2814814814814815
NE.IMP.GNFS.ZS,9.220093032522183,9.180806733910227,1.0043264982505302,-0.008692019817332674,2.045677947013405,0.05596707818930041
NY.GDP.MKTP.CD,2920500771187.718,3001552356209.84,0.9709182085741558,0.056540184555435455,2.363596384219281,0.12098765432098765
NE.EXP.GNFS.ZS,11.544333918392477,11.734009971442642,0.9837126764626947,0.032273115975357355,2.0897163366283857,0.053497942386831275
NY.GDP.MKTP.KD.ZG,4.660398158329097,4.681038500010852,0.9951397631951862,0.009676937977504286,0.9014579885970978,0.04444444444444444
EN.ATM.GHGT.KT.CE,1874772.60085937,1884450.0710822586,0.9946575032765874,0.01063045791052939,4.255531360799059,0.12592592592592594
