target,rmse,std,rmse/std,r2,mase,da
SP.DYN.LE00.IN,5.048613375510312,5.575594450013033,0.9064368009296807,0.17624515413692327,1.5049939730665085,0.5674418604651164
SP.URB.TOTL.IN.ZS,14.409910547048957,13.69442901400052,1.0510716621941607,-0.10777757709216884,1.5601453573931576,0.5348837209302326
NV.AGR.TOTL.ZS,4.432219643042021,4.162336384365831,1.0599832387326094,-0.12521452145138562,1.3499872300041438,0.6372093023255815
EG.USE.PCAP.KG.OE,2086.0777911276186,1992.9265004745928,1.045596377086055,-0.09565438425815972,1.4441325769160296,0.38604651162790693
FS.AST.PRVT.GD.ZS,46.904843495235205,48.851664960913936,0.9602447879686528,0.07747719196096711,1.5926617320268746,0.6046511627906976
NE.IMP.GNFS.ZS,9.199242210868848,8.85915868576389,1.0412554539147263,-0.09386238225319496,1.3649499916222216,0.5581395348837209
NY.GDP.MKTP.CD,5261454390102.557,4879431890868.638,1.0770946953321752,-0.1604466709365185,1.179679781024639,0.6372093023255815
NE.EXP.GNFS.ZS,10.92161409888971,10.619038574262866,1.0308339871249725,-0.06946219078947043,1.3387847534988364,0.6
NY.GDP.MKTP.KD.ZG,3.3726899652586537,3.4133029243895465,0.9863170943706369,0.02686901214489055,0.7684386333680215,0.4790697674418604
EN.ATM.GHGT.KT.CE,2814221.3868901962,2565961.635048749,1.0932174861062534,-0.19540487895302605,1.1134606998237697,0.655813953488372
