target,rmse,std,rmse/std,r2,mase,da
SP.DYN.LE00.IN,5.609993259450752,5.575594450013033,1.0062950538900424,-0.012642291551293861,1.8138888493880365,0.04186046511627907
SP.URB.TOTL.IN.ZS,13.91401188129053,13.69442901400052,1.0168050136361442,-0.034092053603178574,1.7251473346317998,0.0
NV.AGR.TOTL.ZS,4.22114313754546,4.162336384365831,1.0148036878046458,-0.02994527391599875,1.7938534711176832,0.018604651162790697
EG.USE.PCAP.KG.OE,2046.362050185775,1992.9265004745928,1.0297834687550842,-0.06178055832337677,1.4636023169172656,0.24651162790697673
FS.AST.PRVT.GD.ZS,49.18474762834701,48.851664960913936,1.0067071092187212,-0.013476417606042013,1.6848349669300844,0.046511627906976744
NE.IMP.GNFS.ZS,8.872904815429028,8.85915868576389,1.0015717749464708,-0.0031494633766111944,1.3949265264867912,0.009302325581395349
NY.GDP.MKTP.CD,4707691984966.15,4879431890868.638,0.9648803625411739,0.06747719566740448,1.3540815404072586,0.11627906976744184
NE.EXP.GNFS.ZS,10.666319776800162,10.619038574262866,1.0043377701012628,-0.008716240027598765,1.3510795108499658,0.009302325581395349
NY.GDP.MKTP.KD.ZG,3.4477256063265203,3.4133029243895465,1.0101595331344622,-0.020468678728451328,0.7944587731780461,0.004651162790697674
EN.ATM.GHGT.KT.CE,2610607.017029171,2565961.635048749,1.0182830428041583,-0.03699904491032728,1.5056171575803232,0.05581395348837209
