target,rmse,std,rmse/std,r2,mase,da
SP.DYN.LE00.IN,4.1288357204212405,5.575594450013033,0.7420228713117678,0.446122820437769,1.1313740469454727,0.6837209302325582
SP.URB.TOTL.IN.ZS,5.663996906671002,13.69442901400052,0.41579708589799813,0.8212413446560678,0.6908901142036952,0.6232558139534883
NV.AGR.TOTL.ZS,1.6642782292799911,4.162336384365831,0.40319045406499915,0.8351520490891836,0.7246716510673848,0.627906976744186
EG.USE.PCAP.KG.OE,1526.6917397076243,1992.9265004745928,0.767235929403703,0.4081131053182972,1.0537043004246125,0.4790697674418604
FS.AST.PRVT.GD.ZS,30.76997979863271,48.851664960913936,0.632117212435036,0.5989294031553495,0.9985276622906463,0.6744186046511629
NE.IMP.GNFS.ZS,3.243963638226743,8.85915868576389,0.36603897630525756,0.8606871778322231,0.439410283934328,0.8186046511627907
NY.GDP.MKTP.CD,3031368618018.292,4879431890868.638,0.6245205187832574,0.6089445201701064,0.9305379555668125,0.6372093023255814
NE.EXP.GNFS.ZS,3.6913247403188594,10.619038574262866,0.3441256034909835,0.8781362220164022,0.43344625213570814,0.8093023255813954
NY.GDP.MKTP.KD.ZG,3.268093751694061,3.4133029243895465,0.963095407076566,0.05879206306551081,0.7210990159985841,0.5534883720930233
EN.ATM.GHGT.KT.CE,1493266.4224949027,2565961.635048749,0.6028108278537443,0.6297494858156972,0.8940559744347057,0.6232558139534884
