country_code,year,y_true,y_pred,feature_code
IDN,2011,69.542,69.59556387844123,SP.DYN.LE00.IN
IDN,2012,69.866,69.93948581007554,SP.DYN.LE00.IN
IDN,2013,70.179,70.26301385284776,SP.DYN.LE00.IN
IND,2011,67.13,67.16341967240385,SP.DYN.LE00.IN
IND,2012,67.545,67.5846847107338,SP.DYN.LE00.IN
IND,2013,67.931,68.03307940763705,SP.DYN.LE00.IN
ITA,2011,82.1878048780488,82.39506678887304,SP.DYN.LE00.IN
ITA,2012,82.2390243902439,82.47860259066775,SP.DYN.LE00.IN
ITA,2013,82.690243902439,82.4633796285105,SP.DYN.LE00.IN
JPN,2011,82.5912195121951,83.0929454895634,SP.DYN.LE00.IN
JPN,2012,83.0960975609756,82.96739420142524,SP.DYN.LE00.IN
JPN,2013,83.3319512195122,82.86259242811398,SP.DYN.LE00.IN
KOR,2011,80.5682926829269,80.6234535132653,SP.DYN.LE00.IN
KOR,2012,80.819512195122,80.86840809501624,SP.DYN.LE00.IN
KOR,2013,81.2707317073171,81.09065644422202,SP.DYN.LE00.IN
MEX,2011,75.011,75.15371293063207,SP.DYN.LE00.IN
MEX,2012,74.966,74.99405475159482,SP.DYN.LE00.IN
MEX,2013,74.93,74.87212056418292,SP.DYN.LE00.IN
RUS,2011,69.6839024390244,69.168025742792,SP.DYN.LE00.IN
RUS,2012,70.0721951219512,70.12389474846054,SP.DYN.LE00.IN
RUS,2013,70.5787804878049,70.4645296354214,SP.DYN.LE00.IN
SAU,2011,74.089,74.38534540083185,SP.DYN.LE00.IN
SAU,2012,74.254,74.39753535029911,SP.DYN.LE00.IN
SAU,2013,74.402,74.390302531471,SP.DYN.LE00.IN
TUR,2011,74.944,75.06179535602222,SP.DYN.LE00.IN
TUR,2012,75.373,75.52492203578845,SP.DYN.LE00.IN
TUR,2013,75.784,75.9845293115336,SP.DYN.LE00.IN
USA,2011,78.6414634146341,78.75861769975965,SP.DYN.LE00.IN
USA,2012,78.7414634146342,78.88041577031187,SP.DYN.LE00.IN
USA,2013,78.7414634146342,78.97992454792698,SP.DYN.LE00.IN
ZAF,2011,58.895,57.77576100435803,SP.DYN.LE00.IN
ZAF,2012,60.06,58.82992178337198,SP.DYN.LE00.IN
ZAF,2013,61.099,60.23038594674459,SP.DYN.LE00.IN
ARG,2014,75.913,75.93933342307807,SP.DYN.LE00.IN
ARG,2015,76.068,76.09711055953613,SP.DYN.LE00.IN
ARG,2016,76.221,76.2555671152005,SP.DYN.LE00.IN
AUS,2014,82.3,82.43012897984691,SP.DYN.LE00.IN
AUS,2015,82.4,82.57804184795953,SP.DYN.LE00.IN
AUS,2016,82.4487804878049,82.68558794671448,SP.DYN.LE00.IN
BRA,2014,74.745,74.87362390821698,SP.DYN.LE00.IN
BRA,2015,74.994,75.14695761979084,SP.DYN.LE00.IN
BRA,2016,75.23,75.40001150934211,SP.DYN.LE00.IN
CAN,2014,81.8,82.01611289907314,SP.DYN.LE00.IN
CAN,2015,81.9,82.08900652163632,SP.DYN.LE00.IN
CAN,2016,81.9,82.16734096647295,SP.DYN.LE00.IN
CHN,2014,75.629,75.64615567263878,SP.DYN.LE00.IN
CHN,2015,75.928,75.96106228618761,SP.DYN.LE00.IN
CHN,2016,76.21,76.27234682342424,SP.DYN.LE00.IN
DEU,2014,81.090243902439,80.67786313560606,SP.DYN.LE00.IN
DEU,2015,80.6414634146341,80.98613717279144,SP.DYN.LE00.IN
DEU,2016,80.990243902439,81.08483669285694,SP.DYN.LE00.IN
EUU,2014,80.8704475592144,80.7088222100543,SP.DYN.LE00.IN
EUU,2015,80.5668071415957,81.10997436448876,SP.DYN.LE00.IN
EUU,2016,80.9498646420543,81.16849393520025,SP.DYN.LE00.IN
FRA,2014,82.719512195122,82.29850508801124,SP.DYN.LE00.IN
FRA,2015,82.3219512195122,82.67393736585362,SP.DYN.LE00.IN
FRA,2016,82.5731707317073,82.73134062754457,SP.DYN.LE00.IN
GBR,2014,81.3048780487805,81.17530847450182,SP.DYN.LE00.IN
GBR,2015,80.9560975609756,81.39692029665682,SP.DYN.LE00.IN
GBR,2016,81.1560975609756,81.41227470085916,SP.DYN.LE00.IN
IDN,2014,70.481,70.56056472662445,SP.DYN.LE00.IN
IDN,2015,70.768,70.87244045872995,SP.DYN.LE00.IN
IDN,2016,71.035,71.17016298866162,SP.DYN.LE00.IN
IND,2014,68.286,68.39743941104447,SP.DYN.LE00.IN
IND,2015,68.607,68.77157816804049,SP.DYN.LE00.IN
IND,2016,68.897,69.11278513641196,SP.DYN.LE00.IN
ITA,2014,83.090243902439,82.73031054906897,SP.DYN.LE00.IN
ITA,2015,82.5439024390244,83.20712523988155,SP.DYN.LE00.IN
ITA,2016,83.2439024390244,83.16942537289961,SP.DYN.LE00.IN
JPN,2014,83.5878048780488,83.29893516207196,SP.DYN.LE00.IN
JPN,2015,83.7939024390244,83.48732903648968,SP.DYN.LE00.IN
JPN,2016,83.9848780487805,83.69648703815308,SP.DYN.LE00.IN
KOR,2014,81.7219512195122,81.51718633830293,SP.DYN.LE00.IN
KOR,2015,82.0243902439024,82.04628425121399,SP.DYN.LE00.IN
KOR,2016,82.2756097560976,82.47817819424615,SP.DYN.LE00.IN
MEX,2014,74.908,74.73765358904296,SP.DYN.LE00.IN
MEX,2015,74.904,74.77659319434352,SP.DYN.LE00.IN
MEX,2016,74.917,74.7291496515348,SP.DYN.LE00.IN
RUS,2014,70.7436585365854,71.23332723635117,SP.DYN.LE00.IN
RUS,2015,71.1834146341463,71.36263029252763,SP.DYN.LE00.IN
RUS,2016,71.6512195121951,71.77924046624229,SP.DYN.LE00.IN
SAU,2014,74.533,74.53962419128732,SP.DYN.LE00.IN
SAU,2015,74.651,74.70779875558969,SP.DYN.LE00.IN
SAU,2016,74.761,74.89042775055329,SP.DYN.LE00.IN
TUR,2014,76.172,76.2957184237903,SP.DYN.LE00.IN
TUR,2015,76.532,76.6893685934338,SP.DYN.LE00.IN
TUR,2016,76.86,77.07993001955835,SP.DYN.LE00.IN
USA,2014,78.8414634146341,78.8806378635883,SP.DYN.LE00.IN
USA,2015,78.690243902439,78.90068278348699,SP.DYN.LE00.IN
USA,2016,78.5390243902439,78.87466054119852,SP.DYN.LE00.IN
ZAF,2014,61.968,62.07733056969726,SP.DYN.LE00.IN
ZAF,2015,62.649,63.019266921376456,SP.DYN.LE00.IN
ZAF,2016,63.153,63.51281084788958,SP.DYN.LE00.IN
ARG,2017,76.372,76.39106060471514,SP.DYN.LE00.IN
ARG,2018,76.52,76.54167842589538,SP.DYN.LE00.IN
ARG,2019,76.667,76.68871497666561,SP.DYN.LE00.IN
AUS,2017,82.5,82.70935432228151,SP.DYN.LE00.IN
AUS,2018,82.7487804878049,82.77856423350394,SP.DYN.LE00.IN
AUS,2019,82.9,82.83672610443885,SP.DYN.LE00.IN
BRA,2017,75.456,75.59910453875102,SP.DYN.LE00.IN
BRA,2018,75.672,75.81012435405958,SP.DYN.LE00.IN
BRA,2019,75.881,76.03148714069194,SP.DYN.LE00.IN
CAN,2017,81.9,82.0046385318681,SP.DYN.LE00.IN
CAN,2018,82.0487804878049,82.01860086769832,SP.DYN.LE00.IN
CAN,2019,82.0487804878049,82.10737135452615,SP.DYN.LE00.IN
CHN,2017,76.47,76.55068869352368,SP.DYN.LE00.IN
CHN,2018,76.704,76.82899383658875,SP.DYN.LE00.IN
CHN,2019,76.912,77.07792023548802,SP.DYN.LE00.IN
DEU,2017,80.9926829268293,81.12020268336116,SP.DYN.LE00.IN
DEU,2018,80.8926829268293,81.31075258757988,SP.DYN.LE00.IN
DEU,2019,80.9414634146342,81.19322110031598,SP.DYN.LE00.IN
EUU,2017,80.9308386443383,80.97473600159594,SP.DYN.LE00.IN
EUU,2018,81.0349054643915,81.17967193619612,SP.DYN.LE00.IN
EUU,2019,81.0638468173313,81.18679555867175,SP.DYN.LE00.IN
FRA,2017,82.5756097560976,82.50671270684421,SP.DYN.LE00.IN
FRA,2018,82.7243902439024,82.68576335056025,SP.DYN.LE00.IN
FRA,2019,82.5780487804878,82.64088767309235,SP.DYN.LE00.IN
GBR,2017,81.2560975609756,81.39279869563342,SP.DYN.LE00.IN
GBR,2018,81.2560975609756,81.45368737442446,SP.DYN.LE00.IN
GBR,2019,81.2048780487805,81.37543758271653,SP.DYN.LE00.IN
IDN,2017,71.282,71.39077217838016,SP.DYN.LE00.IN
IDN,2018,71.509,71.64560535591104,SP.DYN.LE00.IN
IDN,2019,71.716,71.88649064372584,SP.DYN.LE00.IN
IND,2017,69.165,69.37237054977936,SP.DYN.LE00.IN
IND,2018,69.416,69.6530990500755,SP.DYN.LE00.IN
IND,2019,69.656,69.94522552680797,SP.DYN.LE00.IN
ITA,2017,82.9463414634147,82.9974717720002,SP.DYN.LE00.IN
ITA,2018,83.3463414634146,83.29575323571541,SP.DYN.LE00.IN
ITA,2019,83.1975609756098,83.25468189813233,SP.DYN.LE00.IN
JPN,2017,84.099756097561,84.19799121691531,SP.DYN.LE00.IN
JPN,2018,84.2109756097561,84.32527773747199,SP.DYN.LE00.IN
JPN,2019,84.3563414634146,84.4562206347618,SP.DYN.LE00.IN
KOR,2017,82.6268292682927,82.76805580217884,SP.DYN.LE00.IN
KOR,2018,82.6268292682927,83.1018828781408,SP.DYN.LE00.IN
KOR,2019,83.2268292682927,83.26336813149462,SP.DYN.LE00.IN
MEX,2017,74.947,74.70471234739213,SP.DYN.LE00.IN
MEX,2018,74.992,74.65456216285031,SP.DYN.LE00.IN
MEX,2019,75.054,74.68378786976714,SP.DYN.LE00.IN
RUS,2017,72.4514634146342,72.24018118802293,SP.DYN.LE00.IN
RUS,2018,72.6621951219512,72.98801289248165,SP.DYN.LE00.IN
RUS,2019,73.0839024390244,73.33167318112488,SP.DYN.LE00.IN
SAU,2017,74.874,74.96606485188025,SP.DYN.LE00.IN
SAU,2018,74.998,75.04229843657956,SP.DYN.LE00.IN
SAU,2019,75.133,75.15131972573683,SP.DYN.LE00.IN
TUR,2017,77.161,77.36466573569933,SP.DYN.LE00.IN
TUR,2018,77.437,77.70996061050977,SP.DYN.LE00.IN
TUR,2019,77.691,77.90560390485993,SP.DYN.LE00.IN
USA,2017,78.5390243902439,78.65853618692867,SP.DYN.LE00.IN
USA,2018,78.6390243902439,78.60313911505746,SP.DYN.LE00.IN
USA,2019,78.7878048780488,78.64880028204884,SP.DYN.LE00.IN
ZAF,2017,63.538,63.901760501796964,SP.DYN.LE00.IN
ZAF,2018,63.857,64.02089830987403,SP.DYN.LE00.IN
ZAF,2019,64.131,64.19563629222137,SP.DYN.LE00.IN
ARG,2005,198737095012.282,190072760701.617,NY.GDP.MKTP.CD
ARG,2006,232557260817.308,195932150403.1635,NY.GDP.MKTP.CD
ARG,2007,287530508430.568,226870205190.69708,NY.GDP.MKTP.CD
AUS,2005,693407758231.845,637869851922.2191,NY.GDP.MKTP.CD
AUS,2006,746054207846.661,632242553391.7755,NY.GDP.MKTP.CD
AUS,2007,853099630996.31,658245177381.6561,NY.GDP.MKTP.CD
BRA,2005,891630177251.068,772970910796.1804,NY.GDP.MKTP.CD
BRA,2006,1107640289615.23,984429043211.6909,NY.GDP.MKTP.CD
BRA,2007,1397084349956.35,1144408371713.972,NY.GDP.MKTP.CD
CAN,2005,1173108598778.68,1129912215443.5554,NY.GDP.MKTP.CD
CAN,2006,1319264809590.97,1294661712463.994,NY.GDP.MKTP.CD
CAN,2007,1468820407783.26,1444169568864.2666,NY.GDP.MKTP.CD
CHN,2005,2285965892364.2,2267115494770.5654,NY.GDP.MKTP.CD
CHN,2006,2752131773358.92,2642861456283.7866,NY.GDP.MKTP.CD
CHN,2007,3550342737009.53,3197043248232.6865,NY.GDP.MKTP.CD
DEU,2005,2845802760850.64,2955236052489.85,NY.GDP.MKTP.CD
DEU,2006,2992196713084.93,2953196983440.9775,NY.GDP.MKTP.CD
DEU,2007,3421229126745.14,3152992529649.624,NY.GDP.MKTP.CD
EUU,2005,11905849931800.6,11285028683540.68,NY.GDP.MKTP.CD
EUU,2006,12703537558145.6,11279939692660.867,NY.GDP.MKTP.CD
EUU,2007,14711232490704.2,12015586031127.143,NY.GDP.MKTP.CD
FRA,2005,2196126103718.44,2108439997565.46,NY.GDP.MKTP.CD
FRA,2006,2318593651988.46,2100862973499.8877,NY.GDP.MKTP.CD
FRA,2007,2657213249384.07,2226412250370.724,NY.GDP.MKTP.CD
GBR,2005,2532796363636.36,2733143981160.549,NY.GDP.MKTP.CD
GBR,2006,2706014719411.22,2768662879830.1323,NY.GDP.MKTP.CD
GBR,2007,3093407362945.18,2970298587798.0195,NY.GDP.MKTP.CD
IDN,2005,285868618224.017,254349322823.53033,NY.GDP.MKTP.CD
IDN,2006,364570514304.85,271687861637.52173,NY.GDP.MKTP.CD
IDN,2007,432216737774.861,331276793227.91113,NY.GDP.MKTP.CD
IND,2005,820381595512.902,791311305802.9778,NY.GDP.MKTP.CD
IND,2006,940259888792.141,897234248360.8586,NY.GDP.MKTP.CD
IND,2007,1216735441524.86,1018173332805.0518,NY.GDP.MKTP.CD
ITA,2005,1857524312896.41,1750150159836.0603,NY.GDP.MKTP.CD
ITA,2006,1947919708944.93,1730459100675.6548,NY.GDP.MKTP.CD
ITA,2007,2210292636189.43,1839730049627.5317,NY.GDP.MKTP.CD
JPN,2005,4755410630912.14,5111764941823.055,NY.GDP.MKTP.CD
JPN,2006,4530377224970.4,5111137752706.891,NY.GDP.MKTP.CD
JPN,2007,4515264514430.57,5044394471465.945,NY.GDP.MKTP.CD
KOR,2005,934901071332.984,802395264243.006,NY.GDP.MKTP.CD
KOR,2006,1053216909887.56,948204217218.1306,NY.GDP.MKTP.CD
KOR,2007,1172614086539.86,1044350195893.2495,NY.GDP.MKTP.CD
MEX,2005,877476221382.101,774139274524.4784,NY.GDP.MKTP.CD
MEX,2006,975387131716.089,854303264587.6013,NY.GDP.MKTP.CD
MEX,2007,1052696282278.87,923091481061.2644,NY.GDP.MKTP.CD
RUS,2005,764017107992.391,673145854077.7615,NY.GDP.MKTP.CD
RUS,2006,989930542278.695,857387669261.4357,NY.GDP.MKTP.CD
RUS,2007,1299705764823.62,1109820551537.9878,NY.GDP.MKTP.CD
SAU,2005,328459700114.755,280655631249.58417,NY.GDP.MKTP.CD
SAU,2006,376900135727.637,361381523673.8756,NY.GDP.MKTP.CD
SAU,2007,415964583055.37,418821990824.1221,NY.GDP.MKTP.CD
TUR,2005,506308311476.63,354960824214.7198,NY.GDP.MKTP.CD
TUR,2006,557057829051.453,411265722529.52106,NY.GDP.MKTP.CD
TUR,2007,681337335021.874,437019104723.05255,NY.GDP.MKTP.CD
USA,2005,13036640230000.0,12852506363064.559,NY.GDP.MKTP.CD
USA,2006,13814611414000.0,13701327477598.719,NY.GDP.MKTP.CD
USA,2007,14451858656000.0,14502651645660.02,NY.GDP.MKTP.CD
ZAF,2005,257772710832.953,235115673308.69452,NY.GDP.MKTP.CD
ZAF,2006,271638484826.109,236225048373.53906,NY.GDP.MKTP.CD
ZAF,2007,299415505152.298,237968913301.02448,NY.GDP.MKTP.CD
ARG,2008,361558037110.419,310156117237.71747,NY.GDP.MKTP.CD
ARG,2009,332976484577.619,374979699625.2951,NY.GDP.MKTP.CD
ARG,2010,423627422092.49,339010394112.99695,NY.GDP.MKTP.CD
AUS,2008,1053995523724.26,965627828976.8851,NY.GDP.MKTP.CD
AUS,2009,927805183330.879,1236534826162.9858,NY.GDP.MKTP.CD
AUS,2010,1146138465603.81,931973179836.8796,NY.GDP.MKTP.CD
BRA,2008,1695824565983.2,1592689906917.8728,NY.GDP.MKTP.CD
BRA,2009,1667019783585.08,1819897603054.1858,NY.GDP.MKTP.CD
BRA,2010,2208871646202.82,1722913218195.5308,NY.GDP.MKTP.CD
CAN,2008,1552989690721.65,1638473398957.711,NY.GDP.MKTP.CD
CAN,2009,1374625142157.29,1703653279848.7207,NY.GDP.MKTP.CD
CAN,2010,1617343367486.26,1403632563885.281,NY.GDP.MKTP.CD
CHN,2008,4594307032667.98,4772022508017.254,NY.GDP.MKTP.CD
CHN,2009,5101703073088.97,6243473659401.508,NY.GDP.MKTP.CD
CHN,2010,6087163874510.73,6013879980108.63,NY.GDP.MKTP.CD
DEU,2008,3730027830672.33,3713716398454.88,NY.GDP.MKTP.CD
DEU,2009,3397791053070.3,3983852029028.765,NY.GDP.MKTP.CD
DEU,2010,3396354075663.73,3540381158912.1865,NY.GDP.MKTP.CD
EUU,2008,16237535014345.5,15951356716977.184,NY.GDP.MKTP.CD
EUU,2009,14709825573177.6,17285627184063.229,NY.GDP.MKTP.CD
EUU,2010,14541445664320.9,14550916894418.84,NY.GDP.MKTP.CD
FRA,2008,2918382891460.38,2897866794747.5464,NY.GDP.MKTP.CD
FRA,2009,2690222283967.77,3137094978370.4014,NY.GDP.MKTP.CD
FRA,2010,2642609548930.36,2760024750231.732,NY.GDP.MKTP.CD
GBR,2008,2921431985294.12,3370778197349.771,NY.GDP.MKTP.CD
GBR,2009,2412389780339.62,2996983993622.874,NY.GDP.MKTP.CD
GBR,2010,2481579504997.81,2386519216950.4727,NY.GDP.MKTP.CD
IDN,2008,510228634992.258,480626577419.5277,NY.GDP.MKTP.CD
IDN,2009,539580085612.401,559984221972.9916,NY.GDP.MKTP.CD
IDN,2010,755094160363.071,580844244735.1304,NY.GDP.MKTP.CD
IND,2008,1198895582137.51,1579828655795.0298,NY.GDP.MKTP.CD
IND,2009,1341886602798.69,1442297825226.9116,NY.GDP.MKTP.CD
IND,2010,1675615335600.56,1668074851313.823,NY.GDP.MKTP.CD
ITA,2008,2398856598798.89,2358420523718.983,NY.GDP.MKTP.CD
ITA,2009,2191241872742.43,2492140396487.5645,NY.GDP.MKTP.CD
ITA,2010,2134017843247.16,2207525933254.592,NY.GDP.MKTP.CD
JPN,2008,5037908465114.48,5082347767103.7705,NY.GDP.MKTP.CD
JPN,2009,5231382674593.7,5859441537004.02,NY.GDP.MKTP.CD
JPN,2010,5700098114744.41,5872736123350.432,NY.GDP.MKTP.CD
KOR,2008,1047339010225.25,1259498695879.999,NY.GDP.MKTP.CD
KOR,2009,943941876218.743,1128456839412.746,NY.GDP.MKTP.CD
KOR,2010,1144066965324.49,1015188035980.6273,NY.GDP.MKTP.CD
MEX,2008,1109989063586.62,1062002522480.6694,NY.GDP.MKTP.CD
MEX,2009,900045350649.351,1109528344528.7068,NY.GDP.MKTP.CD
MEX,2010,1057801295584.05,930657672341.13,NY.GDP.MKTP.CD
RUS,2008,1660846387624.78,1676480113909.2466,NY.GDP.MKTP.CD
RUS,2009,1222644282201.86,2104524752793.56,NY.GDP.MKTP.CD
RUS,2010,1524917468442.01,1115144723745.9243,NY.GDP.MKTP.CD
SAU,2008,519796738640.0,474100012422.2611,NY.GDP.MKTP.CD
SAU,2009,429097899280.0,609132676700.3074,NY.GDP.MKTP.CD
SAU,2010,528207332640.0,464450553074.2488,NY.GDP.MKTP.CD
TUR,2008,770462156204.38,776883722094.671,NY.GDP.MKTP.CD
TUR,2009,649272568774.193,885841488493.4023,NY.GDP.MKTP.CD
TUR,2010,776992599946.766,767148561483.0922,NY.GDP.MKTP.CD
USA,2008,14712844084000.0,15202889856530.328,NY.GDP.MKTP.CD
USA,2009,14448933025000.0,15428414619824.652,NY.GDP.MKTP.CD
USA,2010,14992052727000.0,14971666447164.424,NY.GDP.MKTP.CD
ZAF,2008,286769839732.726,310811513113.186,NY.GDP.MKTP.CD
ZAF,2009,295936485832.635,278074776535.11536,NY.GDP.MKTP.CD
ZAF,2010,375349442837.24,303882353473.6418,NY.GDP.MKTP.CD
ARG,2011,530163281574.658,380062097375.31104,NY.GDP.MKTP.CD
ARG,2012,545982375701.128,461600004971.3424,NY.GDP.MKTP.CD
ARG,2013,552025140252.246,471435994477.068,NY.GDP.MKTP.CD
AUS,2011,1396649906339.35,1190355288251.4224,NY.GDP.MKTP.CD
AUS,2012,1546151783872.96,1461563917545.9897,NY.GDP.MKTP.CD
AUS,2013,1576184467015.49,1680255297505.3857,NY.GDP.MKTP.CD
BRA,2011,2616200980392.16,2113004600351.825,NY.GDP.MKTP.CD
BRA,2012,2465188674415.03,2656878786203.2686,NY.GDP.MKTP.CD
BRA,2013,2472806919901.67,2983416792705.6807,NY.GDP.MKTP.CD
CAN,2011,1793326630174.52,1577337931339.0789,NY.GDP.MKTP.CD
CAN,2012,1828366481521.6,1773246868295.999,NY.GDP.MKTP.CD
CAN,2013,1846597421834.98,1865381910216.1892,NY.GDP.MKTP.CD
CHN,2011,7551500124197.17,7279804506001.443,NY.GDP.MKTP.CD
CHN,2012,8532229986993.65,9079004072083.89,NY.GDP.MKTP.CD
CHN,2013,9570406235659.64,10191809463221.006,NY.GDP.MKTP.CD
DEU,2011,3744408602683.94,3327116042081.2876,NY.GDP.MKTP.CD
DEU,2012,3527344944139.83,3806076699580.2725,NY.GDP.MKTP.CD
DEU,2013,3732743446218.92,3560410551893.3105,NY.GDP.MKTP.CD
EUU,2011,15738868154361.8,14084337903981.273,NY.GDP.MKTP.CD
EUU,2012,14632642649230.2,15945397254990.059,NY.GDP.MKTP.CD
EUU,2013,15291976140967.0,14168089104484.73,NY.GDP.MKTP.CD
FRA,2011,2861408170264.6,2558194892840.4087,NY.GDP.MKTP.CD
FRA,2012,2683825225092.63,2948219278238.9844,NY.GDP.MKTP.CD
FRA,2013,2811077725703.59,2719595429357.0503,NY.GDP.MKTP.CD
GBR,2011,2659882040934.51,2466083226458.668,NY.GDP.MKTP.CD
GBR,2012,2704017284861.91,2704571798170.422,NY.GDP.MKTP.CD
GBR,2013,2783251090198.95,2613080421464.9585,NY.GDP.MKTP.CD
IDN,2011,892969107923.094,876422725302.7653,NY.GDP.MKTP.CD
IDN,2012,917869910105.749,1092516951064.0985,NY.GDP.MKTP.CD
IDN,2013,912524136718.018,1181114584707.1016,NY.GDP.MKTP.CD
IND,2011,1823049927772.05,1888630440288.4946,NY.GDP.MKTP.CD
IND,2012,1827637859136.23,2078456973622.701,NY.GDP.MKTP.CD
IND,2013,1856722121394.42,2149042507443.0063,NY.GDP.MKTP.CD
ITA,2011,2291991045770.29,2058991565772.5376,NY.GDP.MKTP.CD
ITA,2012,2087077032435.15,2373851341439.685,NY.GDP.MKTP.CD
ITA,2013,2141315327318.21,2089181487041.2708,NY.GDP.MKTP.CD
JPN,2011,6157459594823.72,5651132672471.529,NY.GDP.MKTP.CD
JPN,2012,6203213121334.12,6158953778218.061,NY.GDP.MKTP.CD
JPN,2013,5155717056270.83,6353628565843.438,NY.GDP.MKTP.CD
KOR,2011,1253223044718.99,1201900772784.0234,NY.GDP.MKTP.CD
KOR,2012,1278427634342.59,1282884410112.6682,NY.GDP.MKTP.CD
KOR,2013,1370795199976.18,1327879745436.6255,NY.GDP.MKTP.CD
MEX,2011,1180489601957.61,1035237912890.2255,NY.GDP.MKTP.CD
MEX,2012,1201089987015.45,1152337325432.2725,NY.GDP.MKTP.CD
MEX,2013,1274443084716.57,1195722754087.771,NY.GDP.MKTP.CD
RUS,2011,2045925608274.37,1508257199407.87,NY.GDP.MKTP.CD
RUS,2012,2208295773643.15,1978708487592.786,NY.GDP.MKTP.CD
RUS,2013,2292473246621.08,2281950001581.4844,NY.GDP.MKTP.CD
SAU,2011,671238840106.667,426732339276.5777,NY.GDP.MKTP.CD
SAU,2012,735974843360.0,559466649477.3597,NY.GDP.MKTP.CD
SAU,2013,746647127413.333,700441071419.0785,NY.GDP.MKTP.CD
TUR,2011,838762755164.179,814861974484.2573,NY.GDP.MKTP.CD
TUR,2012,880556375779.51,874717797988.6036,NY.GDP.MKTP.CD
TUR,2013,957783020853.031,916093456235.8931,NY.GDP.MKTP.CD
USA,2011,15542581104000.0,15348653678688.137,NY.GDP.MKTP.CD
USA,2012,16197007349000.0,15986819053117.066,NY.GDP.MKTP.CD
USA,2013,16784849196000.0,16744669455167.049,NY.GDP.MKTP.CD
ZAF,2011,416418874936.304,386848904051.54504,NY.GDP.MKTP.CD
ZAF,2012,396332702639.496,380760259835.042,NY.GDP.MKTP.CD
ZAF,2013,366829390478.954,334826670493.578,NY.GDP.MKTP.CD
ARG,2014,526319673731.638,569962757681.1772,NY.GDP.MKTP.CD
ARG,2015,594749285413.212,531878465636.47205,NY.GDP.MKTP.CD
ARG,2016,557531376217.967,604328563978.8732,NY.GDP.MKTP.CD
AUS,2014,1467483705131.74,1739769059214.9978,NY.GDP.MKTP.CD
AUS,2015,1351693984524.5,1641017372942.6006,NY.GDP.MKTP.CD
AUS,2016,1208846993739.99,1519359340075.0518,NY.GDP.MKTP.CD
BRA,2014,2455993625159.37,2553780538448.0747,NY.GDP.MKTP.CD
BRA,2015,1802214373741.32,2491396717392.1743,NY.GDP.MKTP.CD
BRA,2016,1795700168991.49,1838111634388.0835,NY.GDP.MKTP.CD
CAN,2014,1805749878439.94,1913677348586.4946,NY.GDP.MKTP.CD
CAN,2015,1556508816217.14,1875958031704.5366,NY.GDP.MKTP.CD
CAN,2016,1527994741907.43,1631230456535.6926,NY.GDP.MKTP.CD
CHN,2014,10475682920597.7,10905796684414.982,NY.GDP.MKTP.CD
CHN,2015,11061553079871.5,11891615281703.266,NY.GDP.MKTP.CD
CHN,2016,11233276536744.7,12496033770237.836,NY.GDP.MKTP.CD
DEU,2014,3883920155292.26,3904051636368.865,NY.GDP.MKTP.CD
DEU,2015,3356235704119.75,3904738014455.8613,NY.GDP.MKTP.CD
DEU,2016,3467498002104.33,3601240663038.12,NY.GDP.MKTP.CD
EUU,2014,15631276120897.1,15863838641765.418,NY.GDP.MKTP.CD
EUU,2015,13543830082660.1,16175335170215.719,NY.GDP.MKTP.CD
EUU,2016,13883444699831.6,13969350676628.203,NY.GDP.MKTP.CD
FRA,2014,2852165760630.27,2928084036348.953,NY.GDP.MKTP.CD
FRA,2015,2438207896251.84,2920385900084.9795,NY.GDP.MKTP.CD
FRA,2016,2471285607081.72,2473702564243.688,NY.GDP.MKTP.CD
GBR,2014,3065521109394.94,2748467613966.0005,NY.GDP.MKTP.CD
GBR,2015,2932784751846.27,3034740125893.7075,NY.GDP.MKTP.CD
GBR,2016,2693247611031.81,2785752889743.5664,NY.GDP.MKTP.CD
IDN,2014,890814755233.225,969619223112.0417,NY.GDP.MKTP.CD
IDN,2015,860854235065.079,945927959120.7151,NY.GDP.MKTP.CD
IDN,2016,931877364177.742,912348898065.2358,NY.GDP.MKTP.CD
IND,2014,2039127446299.3,1950462826863.4229,NY.GDP.MKTP.CD
IND,2015,2103587813812.2,1981841696090.6096,NY.GDP.MKTP.CD
IND,2016,2294797980509.51,1964671578655.548,NY.GDP.MKTP.CD
ITA,2014,2159133919743.77,2153735306234.2136,NY.GDP.MKTP.CD
ITA,2015,1835899237320.04,2113947587289.9316,NY.GDP.MKTP.CD
ITA,2016,1875797463583.87,1762109154816.8972,NY.GDP.MKTP.CD
JPN,2014,4850413536037.84,4790522855193.613,NY.GDP.MKTP.CD
JPN,2015,4389475622588.97,4697834154158.314,NY.GDP.MKTP.CD
JPN,2016,4922538141454.62,4405218161266.406,NY.GDP.MKTP.CD
KOR,2014,1484318219633.63,1446318926288.7014,NY.GDP.MKTP.CD
KOR,2015,1465773245547.15,1440236116203.5005,NY.GDP.MKTP.CD
KOR,2016,1500111596236.37,1296287916798.6562,NY.GDP.MKTP.CD
MEX,2014,1315351183524.54,1294761442996.6,NY.GDP.MKTP.CD
MEX,2015,1171867608197.72,1321366440808.6582,NY.GDP.MKTP.CD
MEX,2016,1078490651625.31,1228967078336.1274,NY.GDP.MKTP.CD
RUS,2014,2059241965490.83,2498375488585.0596,NY.GDP.MKTP.CD
RUS,2015,1363481063446.77,2277691150024.009,NY.GDP.MKTP.CD
