country_code,year,y_true,y_pred,feature_code,lambda_A,lambda_M
ARG,2005,90.031,90.03306589647283,SP.URB.TOTL.IN.ZS,0.05,10.0
ARG,2006,90.2,90.16533063036385,SP.URB.TOTL.IN.ZS,0.05,10.0
ARG,2007,90.366,90.32653741245113,SP.URB.TOTL.IN.ZS,0.05,10.0
ARG,2008,90.53,90.53616606065306,SP.URB.TOTL.IN.ZS,0.05,10.0
ARG,2009,90.691,90.69915935613102,SP.URB.TOTL.IN.ZS,0.05,10.0
ARG,2010,90.849,90.86302688685285,SP.URB.TOTL.IN.ZS,0.05,10.0
ARG,2011,90.99,91.03808488959177,SP.URB.TOTL.IN.ZS,0.05,10.0
ARG,2012,91.121,91.18323750524948,SP.URB.TOTL.IN.ZS,0.05,10.0
ARG,2013,91.249,91.31773551782635,SP.URB.TOTL.IN.ZS,0.05,10.0
ARG,2014,91.377,91.44282727126922,SP.URB.TOTL.IN.ZS,0.05,10.0
ARG,2015,91.503,91.56990137679429,SP.URB.TOTL.IN.ZS,0.05,10.0
ARG,2016,91.627,91.70122045026628,SP.URB.TOTL.IN.ZS,0.05,10.0
ARG,2017,91.749,91.7870403560401,SP.URB.TOTL.IN.ZS,0.05,10.0
ARG,2018,91.87,91.90623700672793,SP.URB.TOTL.IN.ZS,0.05,10.0
ARG,2019,91.991,92.02167459686125,SP.URB.TOTL.IN.ZS,0.05,10.0
ARG,2005,9.96899999999999,9.97257780655612,SP.RUR.TOTL.ZS,0.05,10.0
ARG,2006,9.8,9.836832350102888,SP.RUR.TOTL.ZS,0.05,10.0
ARG,2007,9.634,9.679622454304175,SP.RUR.TOTL.ZS,0.05,10.0
ARG,2008,9.47,9.47029501698247,SP.RUR.TOTL.ZS,0.05,10.0
ARG,2009,9.309,9.30909173627133,SP.RUR.TOTL.ZS,0.05,10.0
ARG,2010,9.151,9.150541729028753,SP.RUR.TOTL.ZS,0.05,10.0
ARG,2011,9.01000000000001,8.995888646417669,SP.RUR.TOTL.ZS,0.05,10.0
ARG,2012,8.879,8.849866542714794,SP.RUR.TOTL.ZS,0.05,10.0
ARG,2013,8.751,8.717143580696241,SP.RUR.TOTL.ZS,0.05,10.0
ARG,2014,8.623,8.597528112207154,SP.RUR.TOTL.ZS,0.05,10.0
ARG,2015,8.497,8.47415025691663,SP.RUR.TOTL.ZS,0.05,10.0
ARG,2016,8.373,8.349335167920923,SP.RUR.TOTL.ZS,0.05,10.0
ARG,2017,8.251,8.234730403850293,SP.RUR.TOTL.ZS,0.05,10.0
ARG,2018,8.13,8.117729325003296,SP.RUR.TOTL.ZS,0.05,10.0
ARG,2019,8.009,8.002209924373686,SP.RUR.TOTL.ZS,0.05,10.0
ARG,2005,71.008,71.00264272683575,SP.DYN.LE00.MA.IN,2.0,10.0
ARG,2006,71.179,71.15948589136676,SP.DYN.LE00.MA.IN,2.0,10.0
ARG,2007,71.347,71.32863057782384,SP.DYN.LE00.MA.IN,2.0,10.0
ARG,2008,71.513,71.51507806812606,SP.DYN.LE00.MA.IN,2.0,10.0
ARG,2009,71.676,71.67929696267143,SP.DYN.LE00.MA.IN,2.0,10.0
ARG,2010,71.837,71.84477373415791,SP.DYN.LE00.MA.IN,2.0,10.0
ARG,2011,71.995,72.02137637545724,SP.DYN.LE00.MA.IN,2.0,10.0
ARG,2012,72.151,72.18047270433888,SP.DYN.LE00.MA.IN,2.0,10.0
ARG,2013,72.306,72.3378156071673,SP.DYN.LE00.MA.IN,2.0,10.0
ARG,2014,72.46,72.48882257668859,SP.DYN.LE00.MA.IN,2.0,10.0
ARG,2015,72.614,72.6438323033583,SP.DYN.LE00.MA.IN,2.0,10.0
ARG,2016,72.768,72.79948177454597,SP.DYN.LE00.MA.IN,2.0,10.0
ARG,2017,72.924,72.930058598929,SP.DYN.LE00.MA.IN,2.0,10.0
ARG,2018,73.082,73.08629982813977,SP.DYN.LE00.MA.IN,2.0,10.0
ARG,2019,73.242,73.24110104039868,SP.DYN.LE00.MA.IN,2.0,10.0
ARG,2005,74.451,74.45898700757101,SP.DYN.LE00.IN,5.0,5.0
ARG,2006,74.62,74.61954132161745,SP.DYN.LE00.IN,5.0,5.0
ARG,2007,74.787,74.7877006555459,SP.DYN.LE00.IN,5.0,5.0
ARG,2008,74.952,74.96454869648849,SP.DYN.LE00.IN,5.0,5.0
ARG,2009,75.116,75.13094322853836,SP.DYN.LE00.IN,5.0,5.0
ARG,2010,75.278,75.2969813555741,SP.DYN.LE00.IN,5.0,5.0
ARG,2011,75.439,75.45972545033318,SP.DYN.LE00.IN,5.0,5.0
ARG,2012,75.598,75.62648693543701,SP.DYN.LE00.IN,5.0,5.0
ARG,2013,75.756,75.78958432491024,SP.DYN.LE00.IN,5.0,5.0
ARG,2014,75.913,75.93449137281198,SP.DYN.LE00.IN,5.0,5.0
ARG,2015,76.068,76.09498519733312,SP.DYN.LE00.IN,5.0,5.0
ARG,2016,76.221,76.24980276068982,SP.DYN.LE00.IN,5.0,5.0
ARG,2017,76.372,76.3698908150432,SP.DYN.LE00.IN,5.0,5.0
ARG,2018,76.52,76.52971288809698,SP.DYN.LE00.IN,5.0,5.0
ARG,2019,76.667,76.67874374007786,SP.DYN.LE00.IN,5.0,5.0
ARG,2005,198737095012.282,197848963442.64212,NY.GDP.MKTP.CD,0.05,10.0
ARG,2006,232557260817.308,210942009044.86725,NY.GDP.MKTP.CD,0.05,10.0
ARG,2007,287530508430.568,240954548668.16925,NY.GDP.MKTP.CD,0.05,10.0
ARG,2008,361558037110.419,309461888196.8616,NY.GDP.MKTP.CD,0.05,10.0
ARG,2009,332976484577.619,374648704603.73584,NY.GDP.MKTP.CD,0.05,10.0
ARG,2010,423627422092.49,339214845028.23773,NY.GDP.MKTP.CD,0.05,10.0
ARG,2011,530163281574.658,393689231126.6599,NY.GDP.MKTP.CD,0.05,10.0
ARG,2012,545982375701.128,477981609568.87274,NY.GDP.MKTP.CD,0.05,10.0
ARG,2013,552025140252.246,490480210256.091,NY.GDP.MKTP.CD,0.05,10.0
ARG,2014,526319673731.638,563485524324.7191,NY.GDP.MKTP.CD,0.05,10.0
ARG,2015,594749285413.212,527110106050.1144,NY.GDP.MKTP.CD,0.05,10.0
ARG,2016,557531376217.967,599758906055.5024,NY.GDP.MKTP.CD,0.05,10.0
ARG,2017,643628665302.155,552535471650.9489,NY.GDP.MKTP.CD,0.05,10.0
ARG,2018,517626700412.885,633660408585.3069,NY.GDP.MKTP.CD,0.05,10.0
ARG,2019,445445177459.453,511358838792.5628,NY.GDP.MKTP.CD,0.05,10.0
ARG,2005,17.3053942367662,18.901252747323976,NE.IMP.GNFS.ZS,0.05,10.0
ARG,2006,17.4067852681036,18.984468196525146,NE.IMP.GNFS.ZS,0.05,10.0
ARG,2007,18.2824203070644,18.986885112309885,NE.IMP.GNFS.ZS,0.05,10.0
ARG,2008,18.341772996414,19.28387276974473,NE.IMP.GNFS.ZS,0.05,10.0
ARG,2009,14.4961418494061,19.2911900179835,NE.IMP.GNFS.ZS,0.05,10.0
ARG,2010,16.0371898581987,15.337379522896681,NE.IMP.GNFS.ZS,0.05,10.0
ARG,2011,16.7569458546489,16.266887221476576,NE.IMP.GNFS.ZS,0.05,10.0
ARG,2012,14.2886829096862,16.94366859193031,NE.IMP.GNFS.ZS,0.05,10.0
ARG,2013,14.7167556136651,14.75647164872544,NE.IMP.GNFS.ZS,0.05,10.0
ARG,2014,14.0013150558519,14.355963066480168,NE.IMP.GNFS.ZS,0.05,10.0
ARG,2015,11.7805740385254,13.636394825634097,NE.IMP.GNFS.ZS,0.05,10.0
ARG,2016,13.5667926798789,11.924808084252374,NE.IMP.GNFS.ZS,0.05,10.0
ARG,2017,13.9693177780045,12.365877114578128,NE.IMP.GNFS.ZS,0.05,10.0
ARG,2018,16.5551102873443,13.136830242249008,NE.IMP.GNFS.ZS,0.05,10.0
ARG,2019,15.1879398225576,14.772105830460326,NE.IMP.GNFS.ZS,0.05,10.0
ARG,2005,23.2458767338576,22.793741045389808,NE.EXP.GNFS.ZS,0.05,10.0
ARG,2006,23.0266946038115,23.616630061960556,NE.EXP.GNFS.ZS,0.05,10.0
ARG,2007,22.6627503115066,23.742915145452123,NE.EXP.GNFS.ZS,0.05,10.0
ARG,2008,22.0609003826242,23.648750397587484,NE.EXP.GNFS.ZS,0.05,10.0
ARG,2009,19.5609850560818,23.581378763877495,NE.EXP.GNFS.ZS,0.05,10.0
ARG,2010,18.9338234053709,21.648114001071125,NE.EXP.GNFS.ZS,0.05,10.0
ARG,2011,18.4492091453155,18.97246074257032,NE.EXP.GNFS.ZS,0.05,10.0
ARG,2012,16.2378594620246,19.247462451516867,NE.EXP.GNFS.ZS,0.05,10.0
ARG,2013,14.6171733884386,17.714838441363433,NE.EXP.GNFS.ZS,0.05,10.0
ARG,2014,14.4054785893756,15.312737362613388,NE.EXP.GNFS.ZS,0.05,10.0
ARG,2015,10.7056520504538,15.56139863850282,NE.EXP.GNFS.ZS,0.05,10.0
ARG,2016,12.5270951690009,12.056635539154257,NE.EXP.GNFS.ZS,0.05,10.0
ARG,2017,11.3202833596733,13.379282127183645,NE.EXP.GNFS.ZS,0.05,10.0
ARG,2018,14.6198312492533,12.616805241862599,NE.EXP.GNFS.ZS,0.05,10.0
ARG,2019,17.4397039105268,15.889826976780029,NE.EXP.GNFS.ZS,0.05,10.0
ARG,2005,8.85165992013437,12.055916946673626,NY.GDP.MKTP.KD.ZG,10.0,2.0
ARG,2006,8.04715150043027,9.28716824982385,NY.GDP.MKTP.KD.ZG,10.0,2.0
ARG,2007,9.00765087504757,8.418912838183441,NY.GDP.MKTP.KD.ZG,10.0,2.0
ARG,2008,4.05723310346406,7.358979994728989,NY.GDP.MKTP.KD.ZG,10.0,2.0
ARG,2009,-5.91852507634947,6.276541978132888,NY.GDP.MKTP.KD.ZG,10.0,2.0
ARG,2010,10.1253981561002,4.019395394080618,NY.GDP.MKTP.KD.ZG,10.0,2.0
ARG,2011,6.00395169280579,3.9349975451313313,NY.GDP.MKTP.KD.ZG,10.0,2.0
ARG,2012,-1.0264204544321,3.192326521750532,NY.GDP.MKTP.KD.ZG,10.0,2.0
ARG,2013,2.40532378079436,2.9562943654565235,NY.GDP.MKTP.KD.ZG,10.0,2.0
ARG,2014,-2.51261532081394,0.46294949485746884,NY.GDP.MKTP.KD.ZG,10.0,2.0
ARG,2015,2.73115982828944,-0.06799301814953296,NY.GDP.MKTP.KD.ZG,10.0,2.0
ARG,2016,-2.08032784377811,-1.4953050438639082,NY.GDP.MKTP.KD.ZG,10.0,2.0
ARG,2017,2.81850297775918,-1.1283449595720576,NY.GDP.MKTP.KD.ZG,10.0,2.0
ARG,2018,-2.56535188247548,-3.333091256193793,NY.GDP.MKTP.KD.ZG,10.0,2.0
ARG,2019,-2.08801486066213,-2.9401449856368007,NY.GDP.MKTP.KD.ZG,10.0,2.0
ARG,2005,16.5,16.56123780922219,SH.DYN.MORT,0.05,10.0
ARG,2006,16.1,15.984955592736746,SH.DYN.MORT,0.05,10.0
ARG,2007,15.7,15.726811439052458,SH.DYN.MORT,0.05,10.0
ARG,2008,15.3,15.275596155272998,SH.DYN.MORT,0.05,10.0
ARG,2009,14.9,14.901452099670522,SH.DYN.MORT,0.05,10.0
ARG,2010,14.4,14.517114108131953,SH.DYN.MORT,0.05,10.0
ARG,2011,13.9,13.990800821705742,SH.DYN.MORT,0.05,10.0
ARG,2012,13.3,13.551340636603042,SH.DYN.MORT,0.05,10.0
ARG,2013,12.7,13.025440350499629,SH.DYN.MORT,0.05,10.0
ARG,2014,12.1,12.270258701844767,SH.DYN.MORT,0.05,10.0
ARG,2015,11.5,11.681641153942998,SH.DYN.MORT,0.05,10.0
ARG,2016,10.9,11.103515009358055,SH.DYN.MORT,0.05,10.0
ARG,2017,10.3,10.404306584451952,SH.DYN.MORT,0.05,10.0
ARG,2018,9.8,9.812215700747345,SH.DYN.MORT,0.05,10.0
ARG,2019,9.3,9.342967634007827,SH.DYN.MORT,0.05,10.0
ARG,2005,1720.67402286339,1845.72431662998,EG.USE.PCAP.KG.OE,10.0,0.05
ARG,2006,1853.04176068156,1786.5784822157104,EG.USE.PCAP.KG.OE,10.0,0.05
ARG,2007,1858.39184324341,1947.162512683314,EG.USE.PCAP.KG.OE,10.0,0.05
ARG,2008,1937.64151484529,1915.4639525515156,EG.USE.PCAP.KG.OE,10.0,0.05
ARG,2009,1865.33735598138,1966.7662958293893,EG.USE.PCAP.KG.OE,10.0,0.05
ARG,2010,1928.65235658729,1930.5428680775988,EG.USE.PCAP.KG.OE,10.0,0.05
ARG,2011,1952.05105293095,1962.1693383772983,EG.USE.PCAP.KG.OE,10.0,0.05
ARG,2012,1936.80353979442,1976.2648737656373,EG.USE.PCAP.KG.OE,10.0,0.05
ARG,2013,1967.02167752077,1961.965282791059,EG.USE.PCAP.KG.OE,10.0,0.05
ARG,2014,2029.92282543737,1952.942080860312,EG.USE.PCAP.KG.OE,10.0,0.05
ARG,2015,2029.92282543737,1976.2643881834836,EG.USE.PCAP.KG.OE,10.0,0.05
ARG,2016,2029.92282543737,2011.3071614691573,EG.USE.PCAP.KG.OE,10.0,0.05
ARG,2017,2029.92282543737,2028.5250562870028,EG.USE.PCAP.KG.OE,10.0,0.05
ARG,2018,2029.92282543737,2022.3951099910482,EG.USE.PCAP.KG.OE,10.0,0.05
ARG,2019,2029.92282543737,2002.3227734202296,EG.USE.PCAP.KG.OE,10.0,0.05
ARG,2005,315570.0,325345.0453236457,EN.ATM.GHGT.KT.CE,0.05,10.0
ARG,2006,330120.0,330594.60208931204,EN.ATM.GHGT.KT.CE,0.05,10.0
ARG,2007,343550.0,344345.67892226746,EN.ATM.GHGT.KT.CE,0.05,10.0
ARG,2008,347610.0,353159.67151488987,EN.ATM.GHGT.KT.CE,0.05,10.0
ARG,2009,328570.0,358675.96406494715,EN.ATM.GHGT.KT.CE,0.05,10.0
ARG,2010,334590.0,344014.99835709686,EN.ATM.GHGT.KT.CE,0.05,10.0
ARG,2011,344800.0,342313.35062489746,EN.ATM.GHGT.KT.CE,0.05,10.0
ARG,2012,348940.0,349499.8897271199,EN.ATM.GHGT.KT.CE,0.05,10.0
ARG,2013,358180.0,352604.79313820845,EN.ATM.GHGT.KT.CE,0.05,10.0
ARG,2014,356100.0,365108.4060539388,EN.ATM.GHGT.KT.CE,0.05,10.0
ARG,2015,362560.0,361466.39312001085,EN.ATM.GHGT.KT.CE,0.05,10.0
ARG,2016,366370.0,369038.08170401276,EN.ATM.GHGT.KT.CE,0.05,10.0
ARG,2017,367320.0,373206.02465245227,EN.ATM.GHGT.KT.CE,0.05,10.0
ARG,2018,365650.0,372752.48897495965,EN.ATM.GHGT.KT.CE,0.05,10.0
ARG,2019,365650.0,369489.71753001143,EN.ATM.GHGT.KT.CE,0.05,10.0
ARG,2005,7.93875427420938,7.803596735682394,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2006,6.93557229126392,8.205224444902932,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2007,7.45235394606923,7.499768819932713,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2008,7.3189545972436,8.043050205780563,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2009,5.2736234689014,8.042571372947153,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2010,7.13216745078964,6.29872949957126,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2011,6.99873377022519,6.998600186080956,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2012,5.7817442068501,7.20274208209303,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2013,6.05291843670451,6.3589946633106305,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2014,6.71270351428559,6.245247286756214,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2015,5.1566859021408,7.103281515698653,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2016,6.26456582010254,5.696790073225728,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2017,5.23162237725058,7.009043616037156,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2018,5.29647212437895,6.464795834378815,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2019,6.088397130802,6.58089446416496,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2005,10.6534929189359,13.187954167305481,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2006,11.9102616607561,16.925478773370166,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2007,13.0985413493544,18.31422635084225,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2008,12.313946714342,14.465214498474129,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2009,12.4162075416805,12.341034717817868,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2010,12.6901062454749,12.925421207653843,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2011,14.0087151168124,13.006471274848714,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2012,15.2128150156924,14.684159218009368,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2013,15.7290920133564,15.696764273047581,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2014,13.8237692455151,15.386675625421855,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2015,14.4142330417064,12.758943797072934,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2016,13.6676334273514,14.228352914844912,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2017,15.9584973420583,12.012442697058782,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2018,15.9584973420583,14.22029488174948,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2019,15.9584973420583,14.255676483103095,FS.AST.PRVT.GD.ZS,10.0,10.0
AUS,2005,84.582,84.46398245395169,SP.URB.TOTL.IN.ZS,0.05,10.0
AUS,2006,84.7,84.54695956890757,SP.URB.TOTL.IN.ZS,0.05,10.0
AUS,2007,84.822,84.6886378415284,SP.URB.TOTL.IN.ZS,0.05,10.0
AUS,2008,84.943,84.89891431744542,SP.URB.TOTL.IN.ZS,0.05,10.0
AUS,2009,85.063,85.02344963611094,SP.URB.TOTL.IN.ZS,0.05,10.0
AUS,2010,85.182,85.16660516538926,SP.URB.TOTL.IN.ZS,0.05,10.0
AUS,2011,85.3,85.32595151627424,SP.URB.TOTL.IN.ZS,0.05,10.0
AUS,2012,85.402,85.35226856925973,SP.URB.TOTL.IN.ZS,0.05,10.0
AUS,2013,85.502,85.44308026103539,SP.URB.TOTL.IN.ZS,0.05,10.0
AUS,2014,85.602,85.59543255567819,SP.URB.TOTL.IN.ZS,0.05,10.0
AUS,2015,85.701,85.67746295496019,SP.URB.TOTL.IN.ZS,0.05,10.0
AUS,2016,85.8,85.7847681858537,SP.URB.TOTL.IN.ZS,0.05,10.0
AUS,2017,85.904,85.9142227033839,SP.URB.TOTL.IN.ZS,0.05,10.0
AUS,2018,86.012,86.01692341861934,SP.URB.TOTL.IN.ZS,0.05,10.0
AUS,2019,86.124,86.12179966054254,SP.URB.TOTL.IN.ZS,0.05,10.0
AUS,2005,15.418,15.541599821678886,SP.RUR.TOTL.ZS,0.05,10.0
AUS,2006,15.3,15.467214909413277,SP.RUR.TOTL.ZS,0.05,10.0
AUS,2007,15.178,15.30982205939191,SP.RUR.TOTL.ZS,0.05,10.0
AUS,2008,15.057,15.080451251985346,SP.RUR.TOTL.ZS,0.05,10.0
AUS,2009,14.937,14.94872273145657,SP.RUR.TOTL.ZS,0.05,10.0
AUS,2010,14.818,14.795729343759518,SP.RUR.TOTL.ZS,0.05,10.0
AUS,2011,14.7,14.6564441662047,SP.RUR.TOTL.ZS,0.05,10.0
AUS,2012,14.598,14.607903185459971,SP.RUR.TOTL.ZS,0.05,10.0
AUS,2013,14.498,14.511517283692378,SP.RUR.TOTL.ZS,0.05,10.0
AUS,2014,14.398,14.380320660612362,SP.RUR.TOTL.ZS,0.05,10.0
AUS,2015,14.299,14.290381718246495,SP.RUR.TOTL.ZS,0.05,10.0
AUS,2016,14.2,14.182153136298812,SP.RUR.TOTL.ZS,0.05,10.0
AUS,2017,14.096,14.09490471103424,SP.RUR.TOTL.ZS,0.05,10.0
AUS,2018,13.988,13.993588670658287,SP.RUR.TOTL.ZS,0.05,10.0
AUS,2019,13.876,13.887372451127703,SP.RUR.TOTL.ZS,0.05,10.0
AUS,2005,78.5,78.4656402490647,SP.DYN.LE00.MA.IN,0.05,10.0
AUS,2006,78.7,78.82498761133934,SP.DYN.LE00.MA.IN,0.05,10.0
AUS,2007,79.0,79.0772297295003,SP.DYN.LE00.MA.IN,0.05,10.0
AUS,2008,79.2,79.36368874260586,SP.DYN.LE00.MA.IN,0.05,10.0
AUS,2009,79.3,79.5835123483579,SP.DYN.LE00.MA.IN,0.05,10.0
AUS,2010,79.5,79.73014590430263,SP.DYN.LE00.MA.IN,0.05,10.0
AUS,2011,79.7,79.83920704098017,SP.DYN.LE00.MA.IN,0.05,10.0
AUS,2012,79.9,80.00324908617256,SP.DYN.LE00.MA.IN,0.05,10.0
AUS,2013,80.1,80.20969501127652,SP.DYN.LE00.MA.IN,0.05,10.0
AUS,2014,80.3,80.37104765410703,SP.DYN.LE00.MA.IN,0.05,10.0
AUS,2015,80.4,80.56816013476896,SP.DYN.LE00.MA.IN,0.05,10.0
AUS,2016,80.4,80.65247010755365,SP.DYN.LE00.MA.IN,0.05,10.0
AUS,2017,80.5,80.54817459958596,SP.DYN.LE00.MA.IN,0.05,10.0
AUS,2018,80.7,80.67817587355012,SP.DYN.LE00.MA.IN,0.05,10.0
AUS,2019,80.9,80.88450322090358,SP.DYN.LE00.MA.IN,0.05,10.0
AUS,2005,80.8414634146341,80.82798073530212,SP.DYN.LE00.IN,0.1,2.0
AUS,2006,81.0414634146342,81.13652178019811,SP.DYN.LE00.IN,0.1,2.0
AUS,2007,81.2926829268293,81.40811589720553,SP.DYN.LE00.IN,0.1,2.0
AUS,2008,81.3951219512195,81.61535047433576,SP.DYN.LE00.IN,0.1,2.0
AUS,2009,81.5439024390244,81.7646212624136,SP.DYN.LE00.IN,0.1,2.0
AUS,2010,81.6951219512195,81.93696552754523,SP.DYN.LE00.IN,0.1,2.0
AUS,2011,81.8951219512195,81.96498555460413,SP.DYN.LE00.IN,0.1,2.0
AUS,2012,82.0463414634146,82.16927587854727,SP.DYN.LE00.IN,0.1,2.0
AUS,2013,82.1487804878049,82.3280777708001,SP.DYN.LE00.IN,0.1,2.0
AUS,2014,82.3,82.39200006167151,SP.DYN.LE00.IN,0.1,2.0
AUS,2015,82.4,82.55279365275823,SP.DYN.LE00.IN,0.1,2.0
AUS,2016,82.4487804878049,82.64804915696563,SP.DYN.LE00.IN,0.1,2.0
AUS,2017,82.5,82.64922075557637,SP.DYN.LE00.IN,0.1,2.0
AUS,2018,82.7487804878049,82.71145277546269,SP.DYN.LE00.IN,0.1,2.0
AUS,2019,82.9,82.88331120195282,SP.DYN.LE00.IN,0.1,2.0
AUS,2005,693407758231.845,653564566825.065,NY.GDP.MKTP.CD,0.05,10.0
AUS,2006,746054207846.661,658080137191.7161,NY.GDP.MKTP.CD,0.05,10.0
AUS,2007,853099630996.31,685497705489.9923,NY.GDP.MKTP.CD,0.05,10.0
AUS,2008,1053995523724.26,954322362290.7854,NY.GDP.MKTP.CD,0.05,10.0
AUS,2009,927805183330.879,1215845182387.8462,NY.GDP.MKTP.CD,0.05,10.0
AUS,2010,1146138465603.81,921005133082.8407,NY.GDP.MKTP.CD,0.05,10.0
AUS,2011,1396649906339.35,1191126561011.5742,NY.GDP.MKTP.CD,0.05,10.0
AUS,2012,1546151783872.96,1462151194920.4922,NY.GDP.MKTP.CD,0.05,10.0
AUS,2013,1576184467015.49,1681530912787.149,NY.GDP.MKTP.CD,0.05,10.0
AUS,2014,1467483705131.74,1738859220634.695,NY.GDP.MKTP.CD,0.05,10.0
AUS,2015,1351693984524.5,1640987142213.0159,NY.GDP.MKTP.CD,0.05,10.0
AUS,2016,1208846993739.99,1518258446857.1262,NY.GDP.MKTP.CD,0.05,10.0
AUS,2017,1329188475752.32,1156340570333.808,NY.GDP.MKTP.CD,0.05,10.0
AUS,2018,1432881172002.17,1360390601355.5806,NY.GDP.MKTP.CD,0.05,10.0
AUS,2019,1396567014733.23,1442375982176.847,NY.GDP.MKTP.CD,0.05,10.0
AUS,2005,21.0060810671628,20.064806243438163,NE.IMP.GNFS.ZS,0.05,10.0
AUS,2006,21.7103057916763,20.70887558431696,NE.IMP.GNFS.ZS,0.05,10.0
AUS,2007,21.8478307885289,21.476849225469664,NE.IMP.GNFS.ZS,0.05,10.0
AUS,2008,22.7086594643905,22.199992015419415,NE.IMP.GNFS.ZS,0.05,10.0
AUS,2009,22.7930912712426,22.958381666412148,NE.IMP.GNFS.ZS,0.05,10.0
AUS,2010,20.8396639745591,23.122687411138106,NE.IMP.GNFS.ZS,0.05,10.0
AUS,2011,20.4703160052576,21.491104794421545,NE.IMP.GNFS.ZS,0.05,10.0
AUS,2012,21.7295182659334,20.68445648976107,NE.IMP.GNFS.ZS,0.05,10.0
AUS,2013,21.2522627313421,21.64500516081111,NE.IMP.GNFS.ZS,0.05,10.0
AUS,2014,21.4670353387174,21.30800840018296,NE.IMP.GNFS.ZS,0.05,10.0
AUS,2015,21.5095275701541,21.49839047510892,NE.IMP.GNFS.ZS,0.05,10.0
AUS,2016,21.5265843486597,21.512439386719674,NE.IMP.GNFS.ZS,0.05,10.0
AUS,2017,20.6129696868594,21.49277672284441,NE.IMP.GNFS.ZS,0.05,10.0
AUS,2018,21.4407430648721,20.883900856269758,NE.IMP.GNFS.ZS,0.05,10.0
AUS,2019,21.5994940287195,21.03048044802098,NE.IMP.GNFS.ZS,0.05,10.0
AUS,2005,18.2651015697588,18.351640971924343,NE.EXP.GNFS.ZS,2.0,2.0
AUS,2006,19.8939212990376,19.292336643753373,NE.EXP.GNFS.ZS,2.0,2.0
AUS,2007,20.2036088949588,20.817136638838132,NE.EXP.GNFS.ZS,2.0,2.0
AUS,2008,20.1616732338809,20.776230078398022,NE.EXP.GNFS.ZS,2.0,2.0
AUS,2009,23.0048129381936,20.693992544274643,NE.EXP.GNFS.ZS,2.0,2.0
AUS,2010,19.810007754315,23.528412482273936,NE.EXP.GNFS.ZS,2.0,2.0
AUS,2011,21.4364170540906,20.56280554040898,NE.EXP.GNFS.ZS,2.0,2.0
AUS,2012,21.4808284059974,20.270414307590038,NE.EXP.GNFS.ZS,2.0,2.0
AUS,2013,19.9561676149363,19.50184225993494,NE.EXP.GNFS.ZS,2.0,2.0
AUS,2014,21.0394549992806,20.1555183510616,NE.EXP.GNFS.ZS,2.0,2.0
AUS,2015,19.984845509759,20.46840850540065,NE.EXP.GNFS.ZS,2.0,2.0
AUS,2016,19.2510570754507,20.0448619105916,NE.EXP.GNFS.ZS,2.0,2.0
AUS,2017,21.2057506620343,19.841458294052416,NE.EXP.GNFS.ZS,2.0,2.0
AUS,2018,21.8219046176483,20.566402826643547,NE.EXP.GNFS.ZS,2.0,2.0
AUS,2019,24.1109654423664,19.869674877225368,NE.EXP.GNFS.ZS,2.0,2.0
AUS,2005,3.20426979287869,3.6170662313549213,NY.GDP.MKTP.KD.ZG,0.05,10.0
AUS,2006,2.79453702446311,2.7293419130962846,NY.GDP.MKTP.KD.ZG,0.05,10.0
AUS,2007,3.84423031556788,2.9584612169881686,NY.GDP.MKTP.KD.ZG,0.05,10.0
AUS,2008,3.65795352556486,3.980773716386702,NY.GDP.MKTP.KD.ZG,0.05,10.0
AUS,2009,1.93699392030038,3.964380481995506,NY.GDP.MKTP.KD.ZG,0.05,10.0
AUS,2010,2.067417127684,3.854860070712175,NY.GDP.MKTP.KD.ZG,0.05,10.0
