country_code,year,y_true,y_pred,feature_code,lambda_A,lambda_M
ARG,2014,14.4054785893756,15.313024598608418,NE.EXP.GNFS.ZS,0.1,10.0
ARG,2015,10.7056520504538,15.561456356112878,NE.EXP.GNFS.ZS,0.1,10.0
ARG,2016,12.5270951690009,12.057295547794446,NE.EXP.GNFS.ZS,0.1,10.0
ARG,2017,11.3202833596733,13.37891360090331,NE.EXP.GNFS.ZS,0.1,10.0
ARG,2018,14.6198312492533,12.616925907124788,NE.EXP.GNFS.ZS,0.1,10.0
ARG,2019,17.4397039105268,15.889196670847173,NE.EXP.GNFS.ZS,0.1,10.0
ARG,2005,8.85165992013437,12.198419871286271,NY.GDP.MKTP.KD.ZG,10.0,1.0
ARG,2006,8.04715150043027,9.377582378939938,NY.GDP.MKTP.KD.ZG,10.0,1.0
ARG,2007,9.00765087504757,8.4974114155052,NY.GDP.MKTP.KD.ZG,10.0,1.0
ARG,2008,4.05723310346406,7.364157976554088,NY.GDP.MKTP.KD.ZG,10.0,1.0
ARG,2009,-5.91852507634947,6.288907106240581,NY.GDP.MKTP.KD.ZG,10.0,1.0
ARG,2010,10.1253981561002,4.0410443606192885,NY.GDP.MKTP.KD.ZG,10.0,1.0
ARG,2011,6.00395169280579,3.899800819737628,NY.GDP.MKTP.KD.ZG,10.0,1.0
ARG,2012,-1.0264204544321,3.1889664906695323,NY.GDP.MKTP.KD.ZG,10.0,1.0
ARG,2013,2.40532378079436,2.954628342847567,NY.GDP.MKTP.KD.ZG,10.0,1.0
ARG,2014,-2.51261532081394,0.41098020645528166,NY.GDP.MKTP.KD.ZG,10.0,1.0
ARG,2015,2.73115982828944,-0.10346682061916823,NY.GDP.MKTP.KD.ZG,10.0,1.0
ARG,2016,-2.08032784377811,-1.579416460262447,NY.GDP.MKTP.KD.ZG,10.0,1.0
ARG,2017,2.81850297775918,-1.1808483320345537,NY.GDP.MKTP.KD.ZG,10.0,1.0
ARG,2018,-2.56535188247548,-3.4519288726829718,NY.GDP.MKTP.KD.ZG,10.0,1.0
ARG,2019,-2.08801486066213,-3.0297039601989226,NY.GDP.MKTP.KD.ZG,10.0,1.0
ARG,2005,16.5,16.55810347530658,SH.DYN.MORT,0.1,10.0
ARG,2006,16.1,15.956345159947185,SH.DYN.MORT,0.1,10.0
ARG,2007,15.7,15.669592562383873,SH.DYN.MORT,0.1,10.0
ARG,2008,15.3,15.250101456003353,SH.DYN.MORT,0.1,10.0
ARG,2009,14.9,14.875919634383134,SH.DYN.MORT,0.1,10.0
ARG,2010,14.4,14.492764957714584,SH.DYN.MORT,0.1,10.0
ARG,2011,13.9,13.996612705272973,SH.DYN.MORT,0.1,10.0
ARG,2012,13.3,13.562324999758843,SH.DYN.MORT,0.1,10.0
ARG,2013,12.7,13.049803467733362,SH.DYN.MORT,0.1,10.0
ARG,2014,12.1,12.303762272483725,SH.DYN.MORT,0.1,10.0
ARG,2015,11.5,11.718866320238432,SH.DYN.MORT,0.1,10.0
ARG,2016,10.9,11.144698331554796,SH.DYN.MORT,0.1,10.0
ARG,2017,10.3,10.444276372295901,SH.DYN.MORT,0.1,10.0
ARG,2018,9.8,9.856758465895163,SH.DYN.MORT,0.1,10.0
ARG,2019,9.3,9.366643587754886,SH.DYN.MORT,0.1,10.0
ARG,2005,1720.67402286339,1845.719708691046,EG.USE.PCAP.KG.OE,10.0,0.1
ARG,2006,1853.04176068156,1786.5806024362696,EG.USE.PCAP.KG.OE,10.0,0.1
ARG,2007,1858.39184324341,1947.1673944407796,EG.USE.PCAP.KG.OE,10.0,0.1
ARG,2008,1937.64151484529,1915.4807029469966,EG.USE.PCAP.KG.OE,10.0,0.1
ARG,2009,1865.33735598138,1966.8016640955595,EG.USE.PCAP.KG.OE,10.0,0.1
ARG,2010,1928.65235658729,1930.567439092462,EG.USE.PCAP.KG.OE,10.0,0.1
ARG,2011,1952.05105293095,1962.1311672636853,EG.USE.PCAP.KG.OE,10.0,0.1
ARG,2012,1936.80353979442,1976.2685149498093,EG.USE.PCAP.KG.OE,10.0,0.1
ARG,2013,1967.02167752077,1961.989951485149,EG.USE.PCAP.KG.OE,10.0,0.1
ARG,2014,2029.92282543737,1952.9239217034656,EG.USE.PCAP.KG.OE,10.0,0.1
ARG,2015,2029.92282543737,1976.2637239531664,EG.USE.PCAP.KG.OE,10.0,0.1
ARG,2016,2029.92282543737,2011.2822660984439,EG.USE.PCAP.KG.OE,10.0,0.1
ARG,2017,2029.92282543737,2028.4625941660552,EG.USE.PCAP.KG.OE,10.0,0.1
ARG,2018,2029.92282543737,2022.375859254472,EG.USE.PCAP.KG.OE,10.0,0.1
ARG,2019,2029.92282543737,2002.3336160619942,EG.USE.PCAP.KG.OE,10.0,0.1
ARG,2005,315570.0,325345.04532360006,EN.ATM.GHGT.KT.CE,0.1,10.0
ARG,2006,330120.0,330594.6020897988,EN.ATM.GHGT.KT.CE,0.1,10.0
ARG,2007,343550.0,344345.67892226763,EN.ATM.GHGT.KT.CE,0.1,10.0
ARG,2008,347610.0,353159.67151468765,EN.ATM.GHGT.KT.CE,0.1,10.0
ARG,2009,328570.0,358675.96406541415,EN.ATM.GHGT.KT.CE,0.1,10.0
ARG,2010,334590.0,344014.99835931405,EN.ATM.GHGT.KT.CE,0.1,10.0
ARG,2011,344800.0,342313.3506249445,EN.ATM.GHGT.KT.CE,0.1,10.0
ARG,2012,348940.0,349499.88972685434,EN.ATM.GHGT.KT.CE,0.1,10.0
ARG,2013,358180.0,352604.7931381552,EN.ATM.GHGT.KT.CE,0.1,10.0
ARG,2014,356100.0,365108.4060535793,EN.ATM.GHGT.KT.CE,0.1,10.0
ARG,2015,362560.0,361466.39312010736,EN.ATM.GHGT.KT.CE,0.1,10.0
ARG,2016,366370.0,369038.0817036987,EN.ATM.GHGT.KT.CE,0.1,10.0
ARG,2017,367320.0,373206.0246522295,EN.ATM.GHGT.KT.CE,0.1,10.0
ARG,2018,365650.0,372752.4889748463,EN.ATM.GHGT.KT.CE,0.1,10.0
ARG,2019,365650.0,369489.7175299095,EN.ATM.GHGT.KT.CE,0.1,10.0
ARG,2005,7.93875427420938,7.803596735682394,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2006,6.93557229126392,8.205224444902932,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2007,7.45235394606923,7.499768819932713,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2008,7.3189545972436,8.043050205780563,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2009,5.2736234689014,8.042571372947153,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2010,7.13216745078964,6.29872949957126,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2011,6.99873377022519,6.998600186080956,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2012,5.7817442068501,7.20274208209303,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2013,6.05291843670451,6.3589946633106305,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2014,6.71270351428559,6.245247286756214,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2015,5.1566859021408,7.103281515698653,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2016,6.26456582010254,5.696790073225728,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2017,5.23162237725058,7.009043616037156,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2018,5.29647212437895,6.464795834378815,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2019,6.088397130802,6.58089446416496,NV.AGR.TOTL.ZS,1.0,10.0
ARG,2005,10.6534929189359,13.187954167305481,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2006,11.9102616607561,16.925478773370166,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2007,13.0985413493544,18.31422635084225,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2008,12.313946714342,14.465214498474129,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2009,12.4162075416805,12.341034717817868,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2010,12.6901062454749,12.925421207653843,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2011,14.0087151168124,13.006471274848714,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2012,15.2128150156924,14.684159218009368,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2013,15.7290920133564,15.696764273047581,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2014,13.8237692455151,15.386675625421855,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2015,14.4142330417064,12.758943797072934,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2016,13.6676334273514,14.228352914844912,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2017,15.9584973420583,12.012442697058782,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2018,15.9584973420583,14.22029488174948,FS.AST.PRVT.GD.ZS,10.0,10.0
ARG,2019,15.9584973420583,14.255676483103095,FS.AST.PRVT.GD.ZS,10.0,10.0
AUS,2005,84.582,84.42531178473133,SP.URB.TOTL.IN.ZS,0.1,10.0
AUS,2006,84.7,84.50341738331988,SP.URB.TOTL.IN.ZS,0.1,10.0
AUS,2007,84.822,84.64787592414937,SP.URB.TOTL.IN.ZS,0.1,10.0
AUS,2008,84.943,84.87481889237026,SP.URB.TOTL.IN.ZS,0.1,10.0
AUS,2009,85.063,85.00057701704642,SP.URB.TOTL.IN.ZS,0.1,10.0
AUS,2010,85.182,85.14827789413008,SP.URB.TOTL.IN.ZS,0.1,10.0
AUS,2011,85.3,85.32596813351317,SP.URB.TOTL.IN.ZS,0.1,10.0
AUS,2012,85.402,85.32831281658115,SP.URB.TOTL.IN.ZS,0.1,10.0
AUS,2013,85.502,85.4226848104699,SP.URB.TOTL.IN.ZS,0.1,10.0
AUS,2014,85.602,85.59055941433134,SP.URB.TOTL.IN.ZS,0.1,10.0
AUS,2015,85.701,85.6667303665863,SP.URB.TOTL.IN.ZS,0.1,10.0
AUS,2016,85.8,85.77756172900969,SP.URB.TOTL.IN.ZS,0.1,10.0
AUS,2017,85.904,85.91400636243996,SP.URB.TOTL.IN.ZS,0.1,10.0
AUS,2018,86.012,86.01607069964246,SP.URB.TOTL.IN.ZS,0.1,10.0
AUS,2019,86.124,86.12149588956916,SP.URB.TOTL.IN.ZS,0.1,10.0
AUS,2005,15.418,15.58080494685738,SP.RUR.TOTL.ZS,0.1,10.0
AUS,2006,15.3,15.511682803331606,SP.RUR.TOTL.ZS,0.1,10.0
AUS,2007,15.178,15.350123972838963,SP.RUR.TOTL.ZS,0.1,10.0
AUS,2008,15.057,15.101516909248323,SP.RUR.TOTL.ZS,0.1,10.0
AUS,2009,14.937,14.967022737826852,SP.RUR.TOTL.ZS,0.1,10.0
AUS,2010,14.818,14.807275880198333,SP.RUR.TOTL.ZS,0.1,10.0
AUS,2011,14.7,14.64938471012514,SP.RUR.TOTL.ZS,0.1,10.0
AUS,2012,14.598,14.62162888250224,SP.RUR.TOTL.ZS,0.1,10.0
AUS,2013,14.498,14.519560459514949,SP.RUR.TOTL.ZS,0.1,10.0
AUS,2014,14.398,14.377863205734421,SP.RUR.TOTL.ZS,0.1,10.0
AUS,2015,14.299,14.292182126089862,SP.RUR.TOTL.ZS,0.1,10.0
AUS,2016,14.2,14.179898219433396,SP.RUR.TOTL.ZS,0.1,10.0
AUS,2017,14.096,14.096428949550617,SP.RUR.TOTL.ZS,0.1,10.0
AUS,2018,13.988,13.995863062528148,SP.RUR.TOTL.ZS,0.1,10.0
AUS,2019,13.876,13.888565214067548,SP.RUR.TOTL.ZS,0.1,10.0
AUS,2005,78.5,78.46807617702116,SP.DYN.LE00.MA.IN,0.1,10.0
AUS,2006,78.7,78.81819629382305,SP.DYN.LE00.MA.IN,0.1,10.0
AUS,2007,79.0,79.08678298724114,SP.DYN.LE00.MA.IN,0.1,10.0
AUS,2008,79.2,79.36579922237925,SP.DYN.LE00.MA.IN,0.1,10.0
AUS,2009,79.3,79.59259500461837,SP.DYN.LE00.MA.IN,0.1,10.0
AUS,2010,79.5,79.74665144944586,SP.DYN.LE00.MA.IN,0.1,10.0
AUS,2011,79.7,79.85618066322638,SP.DYN.LE00.MA.IN,0.1,10.0
AUS,2012,79.9,80.01316751616683,SP.DYN.LE00.MA.IN,0.1,10.0
AUS,2013,80.1,80.22183106757512,SP.DYN.LE00.MA.IN,0.1,10.0
AUS,2014,80.3,80.38647374537238,SP.DYN.LE00.MA.IN,0.1,10.0
AUS,2015,80.4,80.58484146711106,SP.DYN.LE00.MA.IN,0.1,10.0
AUS,2016,80.4,80.68750549845466,SP.DYN.LE00.MA.IN,0.1,10.0
AUS,2017,80.5,80.60397185492091,SP.DYN.LE00.MA.IN,0.1,10.0
AUS,2018,80.7,80.71305953262744,SP.DYN.LE00.MA.IN,0.1,10.0
AUS,2019,80.9,80.89542459267834,SP.DYN.LE00.MA.IN,0.1,10.0
AUS,2005,80.8414634146341,80.83555920255566,SP.DYN.LE00.IN,0.1,1.0
AUS,2006,81.0414634146342,81.14616669742334,SP.DYN.LE00.IN,0.1,1.0
AUS,2007,81.2926829268293,81.41911014485626,SP.DYN.LE00.IN,0.1,1.0
AUS,2008,81.3951219512195,81.61781871173508,SP.DYN.LE00.IN,0.1,1.0
AUS,2009,81.5439024390244,81.76697168614716,SP.DYN.LE00.IN,0.1,1.0
AUS,2010,81.6951219512195,81.94198549869365,SP.DYN.LE00.IN,0.1,1.0
AUS,2011,81.8951219512195,81.96461449423302,SP.DYN.LE00.IN,0.1,1.0
AUS,2012,82.0463414634146,82.16935184963434,SP.DYN.LE00.IN,0.1,1.0
AUS,2013,82.1487804878049,82.3282041728826,SP.DYN.LE00.IN,0.1,1.0
AUS,2014,82.3,82.39137557339072,SP.DYN.LE00.IN,0.1,1.0
AUS,2015,82.4,82.552781324611,SP.DYN.LE00.IN,0.1,1.0
AUS,2016,82.4487804878049,82.64743441346268,SP.DYN.LE00.IN,0.1,1.0
AUS,2017,82.5,82.64960356147732,SP.DYN.LE00.IN,0.1,1.0
AUS,2018,82.7487804878049,82.71352870939178,SP.DYN.LE00.IN,0.1,1.0
AUS,2019,82.9,82.87508106119984,SP.DYN.LE00.IN,0.1,1.0
AUS,2005,693407758231.845,653564566825.065,NY.GDP.MKTP.CD,0.1,10.0
AUS,2006,746054207846.661,658080137191.7161,NY.GDP.MKTP.CD,0.1,10.0
AUS,2007,853099630996.31,685497705489.9923,NY.GDP.MKTP.CD,0.1,10.0
AUS,2008,1053995523724.26,954322362290.7854,NY.GDP.MKTP.CD,0.1,10.0
AUS,2009,927805183330.879,1215845182387.8462,NY.GDP.MKTP.CD,0.1,10.0
AUS,2010,1146138465603.81,921005133082.8407,NY.GDP.MKTP.CD,0.1,10.0
AUS,2011,1396649906339.35,1191126561011.5742,NY.GDP.MKTP.CD,0.1,10.0
AUS,2012,1546151783872.96,1462151194920.4922,NY.GDP.MKTP.CD,0.1,10.0
AUS,2013,1576184467015.49,1681530912787.149,NY.GDP.MKTP.CD,0.1,10.0
AUS,2014,1467483705131.74,1738859220634.695,NY.GDP.MKTP.CD,0.1,10.0
AUS,2015,1351693984524.5,1640987142213.0159,NY.GDP.MKTP.CD,0.1,10.0
AUS,2016,1208846993739.99,1518258446857.1262,NY.GDP.MKTP.CD,0.1,10.0
AUS,2017,1329188475752.32,1156340570333.808,NY.GDP.MKTP.CD,0.1,10.0
AUS,2018,1432881172002.17,1360390601355.5806,NY.GDP.MKTP.CD,0.1,10.0
AUS,2019,1396567014733.23,1442375982176.847,NY.GDP.MKTP.CD,0.1,10.0
AUS,2005,21.0060810671628,20.071736176857787,NE.IMP.GNFS.ZS,0.1,10.0
AUS,2006,21.7103057916763,20.704510467139645,NE.IMP.GNFS.ZS,0.1,10.0
AUS,2007,21.8478307885289,21.474341328363707,NE.IMP.GNFS.ZS,0.1,10.0
AUS,2008,22.7086594643905,22.200451719584635,NE.IMP.GNFS.ZS,0.1,10.0
AUS,2009,22.7930912712426,22.95678127552554,NE.IMP.GNFS.ZS,0.1,10.0
AUS,2010,20.8396639745591,23.123154021525345,NE.IMP.GNFS.ZS,0.1,10.0
AUS,2011,20.4703160052576,21.497233385394484,NE.IMP.GNFS.ZS,0.1,10.0
AUS,2012,21.7295182659334,20.686145987565496,NE.IMP.GNFS.ZS,0.1,10.0
AUS,2013,21.2522627313421,21.64314113823518,NE.IMP.GNFS.ZS,0.1,10.0
AUS,2014,21.4670353387174,21.309509108638974,NE.IMP.GNFS.ZS,0.1,10.0
AUS,2015,21.5095275701541,21.498227087472454,NE.IMP.GNFS.ZS,0.1,10.0
AUS,2016,21.5265843486597,21.512719823933654,NE.IMP.GNFS.ZS,0.1,10.0
AUS,2017,20.6129696868594,21.49255605235784,NE.IMP.GNFS.ZS,0.1,10.0
AUS,2018,21.4407430648721,20.88486442882581,NE.IMP.GNFS.ZS,0.1,10.0
AUS,2019,21.5994940287195,21.029643838777748,NE.IMP.GNFS.ZS,0.1,10.0
AUS,2005,18.2651015697588,18.587606588440988,NE.EXP.GNFS.ZS,10.0,10.0
AUS,2006,19.8939212990376,18.87050538875254,NE.EXP.GNFS.ZS,10.0,10.0
AUS,2007,20.2036088949588,20.291110791772446,NE.EXP.GNFS.ZS,10.0,10.0
AUS,2008,20.1616732338809,20.681643063489833,NE.EXP.GNFS.ZS,10.0,10.0
AUS,2009,23.0048129381936,20.679961510682137,NE.EXP.GNFS.ZS,10.0,10.0
AUS,2010,19.810007754315,22.930806933393946,NE.EXP.GNFS.ZS,10.0,10.0
AUS,2011,21.4364170540906,20.941459961065377,NE.EXP.GNFS.ZS,10.0,10.0
AUS,2012,21.4808284059974,20.420628131566623,NE.EXP.GNFS.ZS,10.0,10.0
AUS,2013,19.9561676149363,20.154021021989585,NE.EXP.GNFS.ZS,10.0,10.0
AUS,2014,21.0394549992806,20.322564779331806,NE.EXP.GNFS.ZS,10.0,10.0
AUS,2015,19.984845509759,20.469122202610855,NE.EXP.GNFS.ZS,10.0,10.0
AUS,2016,19.2510570754507,20.18198130361313,NE.EXP.GNFS.ZS,10.0,10.0
AUS,2017,21.2057506620343,19.734619948481832,NE.EXP.GNFS.ZS,10.0,10.0
AUS,2018,21.8219046176483,20.406044693968973,NE.EXP.GNFS.ZS,10.0,10.0
AUS,2019,24.1109654423664,20.20312609438068,NE.EXP.GNFS.ZS,10.0,10.0
AUS,2005,3.20426979287869,3.6159250886244747,NY.GDP.MKTP.KD.ZG,0.1,10.0
AUS,2006,2.79453702446311,2.7292092232164142,NY.GDP.MKTP.KD.ZG,0.1,10.0
AUS,2007,3.84423031556788,2.958200300652104,NY.GDP.MKTP.KD.ZG,0.1,10.0
AUS,2008,3.65795352556486,3.980505356233249,NY.GDP.MKTP.KD.ZG,0.1,10.0
AUS,2009,1.93699392030038,3.9644424083463017,NY.GDP.MKTP.KD.ZG,0.1,10.0
AUS,2010,2.067417127684,3.8552633339335927,NY.GDP.MKTP.KD.ZG,0.1,10.0
