mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,target,country
0.1208173433939616,0.0031004063396546525,0.017931461334228516,0.0025103128612662296,5,log2,10,200,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 200}",2.1830943588054437,4.293059144565776,2.3302028268234722,2.9354521100648974,0.9618499087471514,38,SP.DYN.LE00.IN,ARG
0.04246401786804199,0.0028287092782573408,0.016997019449869793,0.0016723957559187208,10,sqrt,2,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50}",2.3570509022198687,4.426445340893744,2.42404847465069,3.0691815725881004,0.9601200866712216,1,SP.DYN.LE00.IN,ARG
0.06320540110270183,0.003025502048266628,0.01692088445027669,0.0009542840028672631,10,sqrt,2,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",2.020414302925737,4.749049250173839,2.297619565335895,3.0223610394784903,1.2261864518614072,15,SP.DYN.LE00.IN,ARG
0.12625527381896973,0.004590298617606037,0.01676774024963379,0.002449769459334687,10,sqrt,2,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",2.14354354957644,4.448402635228093,2.0582832309072776,2.8834098052372696,1.107164320513417,39,SP.DYN.LE00.IN,ARG
0.038031419118245445,0.0031024397771542036,0.021081209182739258,0.0033072666476574443,10,sqrt,5,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 50}",2.332841067020641,4.093282164687329,2.1510913451530733,2.859071525620348,0.8758672527041713,44,SP.DYN.LE00.IN,ARG
0.0638275146484375,0.007842410450685731,0.018228689829508465,0.0015130365668288937,10,sqrt,5,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",2.2251958812543626,4.625237338654325,2.258328664083267,3.0362539613306514,1.123662338184892,10,SP.DYN.LE00.IN,ARG
0.1152943770090739,0.004266347052930479,0.016710599263509113,0.0018341248296553975,10,sqrt,5,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 200}",2.229475294412195,4.448437111768093,2.260493560457816,2.9794686555460346,1.0387947430359479,22,SP.DYN.LE00.IN,ARG
0.03335309028625488,0.003945113618820147,0.017647266387939453,0.0026970583900201,10,sqrt,10,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 50}",2.0530142036228294,3.8320429634991013,2.2189484234339036,2.701335196851945,0.8023958214801586,50,SP.DYN.LE00.IN,ARG
0.06457765897115071,0.0055433475056209155,0.01907769838968913,0.0023387214711904263,10,sqrt,10,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",2.1781619423296057,4.380334657302523,2.334643350628855,2.964379983420328,1.0032671085516738,27,SP.DYN.LE00.IN,ARG
0.10842752456665039,0.0038503128698778007,0.01951297124226888,0.000666498767118685,10,sqrt,10,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 200}",2.1830943588054437,4.29305914456578,2.3302028268234722,2.9354521100648987,0.9618499087471534,35,SP.DYN.LE00.IN,ARG
0.03993574778238932,0.0027529899637208756,0.01789991060892741,0.003871834435438853,10,log2,2,50,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 50}",2.3570509022198687,4.426445340893744,2.4240484746506894,3.0691815725881004,0.9601200866712218,1,SP.DYN.LE00.IN,ARG
0.06828745206197102,0.005811966858111842,0.0187530517578125,0.001470367306508927,10,log2,2,100,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",2.020414302925737,4.749049250173838,2.297619565335895,3.02236103947849,1.2261864518614067,16,SP.DYN.LE00.IN,ARG
0.1259923775990804,0.005245658715530935,0.017650683720906574,0.0022173860517778108,10,log2,2,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 200}",2.1435435495764406,4.448402635228092,2.0582832309072776,2.8834098052372696,1.1071643205134167,39,SP.DYN.LE00.IN,ARG
0.037549495697021484,0.003385402991047614,0.017515261967976887,0.0007500400004898906,10,log2,5,50,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 50}",2.332841067020641,4.093282164687329,2.1510913451530738,2.859071525620348,0.8758672527041712,44,SP.DYN.LE00.IN,ARG
0.06420532862345378,0.00855542391825374,0.01864933967590332,0.0020116996607503603,10,log2,5,100,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100}",2.2251958812543626,4.625237338654323,2.258328664083267,3.036253961330651,1.123662338184891,12,SP.DYN.LE00.IN,ARG
0.12507104873657227,0.0039087299408336424,0.016242027282714844,0.0017423027614015272,10,log2,5,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 200}",2.229475294412194,4.448437111768086,2.260493560457816,2.979468655546032,1.0387947430359448,24,SP.DYN.LE00.IN,ARG
0.036180337270100914,0.005292629309624342,0.01778443654378255,0.003423772134703118,10,log2,10,50,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 50}",2.0530142036228294,3.8320429634991013,2.218948423433904,2.701335196851945,0.8023958214801585,50,SP.DYN.LE00.IN,ARG
0.06459561983744304,0.008746638321534501,0.016733964284261067,0.00034264443050317886,10,log2,10,100,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",2.1781619423296057,4.380334657302521,2.3346433506288555,2.9643799834203275,1.003267108551673,29,SP.DYN.LE00.IN,ARG
0.12087512016296387,0.0037277577099863696,0.015965700149536133,0.0009460347273428575,10,log2,10,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 200}",2.1830943588054437,4.293059144565782,2.3302028268234722,2.935452110064899,0.9618499087471543,33,SP.DYN.LE00.IN,ARG
0.03887406984965006,0.003485372932171502,0.017557859420776367,0.0022440818167400673,20,sqrt,2,50,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50}",2.3570509022198682,4.426445340893737,2.4240484746506894,3.069181572588098,0.9601200866712188,4,SP.DYN.LE00.IN,ARG
0.07000438372294109,0.005327809984091581,0.016024033228556316,0.0013075032885559962,20,sqrt,2,100,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",2.020414302925737,4.749049250173827,2.2976195653358955,3.0223610394784863,1.2261864518614012,18,SP.DYN.LE00.IN,ARG
0.13279239336649576,0.006351074030974656,0.016553322474161785,0.0014468840841376147,20,sqrt,2,200,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",2.14354354957644,4.448402635228091,2.0582832309072776,2.8834098052372696,1.1071643205134163,39,SP.DYN.LE00.IN,ARG
0.03945295015970866,0.004396362746794107,0.016660372416178387,0.00048444036092152286,20,sqrt,5,50,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 50}",2.3328410670206408,4.093282164687338,2.1510913451530738,2.859071525620351,0.8758672527041755,43,SP.DYN.LE00.IN,ARG
0.06681402524312337,0.007744321878148027,0.016594568888346355,0.0004859299883067447,20,sqrt,5,100,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",2.2251958812543626,4.625237338654325,2.258328664083267,3.0362539613306514,1.123662338184892,10,SP.DYN.LE00.IN,ARG
0.11776431401570638,0.004483147162058782,0.017944892247517902,0.0018799802538658754,20,sqrt,5,200,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 200}",2.229475294412195,4.4484371117680945,2.260493560457816,2.9794686555460355,1.038794743035949,21,SP.DYN.LE00.IN,ARG
0.03879586855570475,0.0029941040200172028,0.015523115793863932,0.0012703102141910642,20,sqrt,10,50,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 50}",2.0530142036228294,3.8320429634991013,2.218948423433904,2.701335196851945,0.8023958214801585,50,SP.DYN.LE00.IN,ARG
0.06381940841674805,0.006121337669639541,0.016910076141357422,0.001397785009073487,20,sqrt,10,100,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",2.1781619423296057,4.380334657302521,2.334643350628855,2.9643799834203275,1.003267108551673,29,SP.DYN.LE00.IN,ARG
0.12613344192504883,0.007219143273455765,0.017500956853230793,0.0012730800582271445,20,sqrt,10,200,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 200}",2.1830943588054437,4.293059144565778,2.3302028268234722,2.935452110064898,0.9618499087471526,36,SP.DYN.LE00.IN,ARG
0.04144469896952311,0.001584688328213935,0.015222708384195963,0.0010488192425873151,20,log2,2,50,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 50}",2.3570509022198687,4.426445340893744,2.4240484746506894,3.0691815725881004,0.9601200866712218,1,SP.DYN.LE00.IN,ARG
0.06753174463907878,0.00415563054618516,0.01764527956644694,0.0015309319218284093,20,log2,2,100,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",2.020414302925737,4.749049250173834,2.2976195653358955,3.0223610394784886,1.2261864518614045,17,SP.DYN.LE00.IN,ARG
0.11861109733581543,0.009893500318477246,0.015289862950642904,0.0016203685601707753,20,log2,2,200,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 200}",2.14354354957644,4.448402635228091,2.0582832309072776,2.8834098052372696,1.1071643205134163,39,SP.DYN.LE00.IN,ARG
0.03578956921895345,0.0008195268497392292,0.01655268669128418,0.002129965891030302,20,log2,5,50,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 50}",2.332841067020641,4.093282164687329,2.1510913451530733,2.859071525620348,0.8758672527041713,44,SP.DYN.LE00.IN,ARG
0.06530014673868816,0.002685453186077681,0.016042629877726238,0.0004919676470724752,20,log2,5,100,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100}",2.2251958812543626,4.625237338654327,2.258328664083267,3.0362539613306523,1.1236623381848927,9,SP.DYN.LE00.IN,ARG
0.1194440523783366,0.007087857482154578,0.01630099614461263,0.0008818211104577665,20,log2,5,200,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 200}",2.229475294412195,4.448437111768086,2.260493560457816,2.9794686555460324,1.0387947430359445,23,SP.DYN.LE00.IN,ARG
0.03584146499633789,0.005652678328426614,0.019457260767618816,0.0035580776771450408,20,log2,10,50,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 50}",2.0530142036228294,3.8320429634991053,2.218948423433904,2.7013351968519466,0.8023958214801604,49,SP.DYN.LE00.IN,ARG
0.06820130348205566,0.007872115565125333,0.01680596669514974,0.002213127061121306,20,log2,10,100,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",2.1781619423296057,4.380334657302521,2.3346433506288555,2.9643799834203275,1.003267108551673,29,SP.DYN.LE00.IN,ARG
0.11697657903035481,0.006113208290851756,0.014446338017781576,0.0005252540526350625,20,log2,10,200,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 200}",2.1830943588054437,4.293059144565781,2.3302028268234722,2.935452110064899,0.9618499087471539,33,SP.DYN.LE00.IN,ARG
0.04062461853027344,0.006157431442618,0.017497698465983074,0.0002920495785011718,5,sqrt,2,50,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50}",2.2837330084812804,4.60781943347252,2.4199541551406516,3.1038355323648172,1.0649302735524226,13,SP.URB.TOTL.IN.ZS,ARG
0.061844587326049805,0.0020834217959433015,0.01854562759399414,0.001111654657533722,5,sqrt,2,100,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",2.3066968789577467,4.839676350275671,2.5341990119527225,3.226857413728713,1.1442109353007308,2,SP.URB.TOTL.IN.ZS,ARG
0.12107658386230469,0.0026425372572325074,0.01741957664489746,0.0011237389745482156,5,sqrt,2,200,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",2.3325236024024516,4.786697028127293,2.300116823143798,3.139779151224514,1.1646219471805566,12,SP.URB.TOTL.IN.ZS,ARG
0.03857127825419108,0.006752333406012092,0.018273353576660156,0.0014993590368793308,5,sqrt,5,50,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 50}",2.155926797356744,4.601264285256644,2.1528028191244863,2.9699979672459578,1.1534801804444101,41,SP.URB.TOTL.IN.ZS,ARG
0.0699319839477539,0.0037540297946819633,0.01684737205505371,0.0007331374796424593,5,sqrt,5,100,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",2.2818287814179095,4.8306307632979575,2.049331188721224,3.05393024447903,1.259897438373728,21,SP.URB.TOTL.IN.ZS,ARG
0.12317125002543132,0.004752075459825892,0.01854538917541504,0.002357951888407849,5,sqrt,5,200,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 200}",2.4176240490180225,4.7852862255452875,2.05748760692773,3.0867992938303463,1.209977398448745,16,SP.URB.TOTL.IN.ZS,ARG
0.03609363238016764,0.00430440005737734,0.0167538324991862,0.0012185935380568886,5,sqrt,10,50,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 50}",2.108574502899579,4.238044376230093,2.1207669153662803,2.8224619314986508,1.0009803218526407,49,SP.URB.TOTL.IN.ZS,ARG
0.06719191869099934,0.003974047683134617,0.017060597737630207,0.0017456671270046004,5,sqrt,10,100,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",2.225027064254892,4.439184874530227,2.129995901982965,2.9314026135893614,1.0668687017800111,44,SP.URB.TOTL.IN.ZS,ARG
0.11506899197896321,0.0020502469495005927,0.017554203669230144,0.0011047412144418677,5,sqrt,10,200,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 200}",2.34639603367161,4.450805253553591,2.2462560586054225,3.0144857819435416,1.016453711701028,32,SP.URB.TOTL.IN.ZS,ARG
0.03731163342793783,0.004449910344534699,0.017627398173014324,0.0026954211340508255,5,log2,2,50,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 50}",2.2837330084812804,4.607819433472519,2.419954155140651,3.103835532364817,1.0649302735524224,14,SP.URB.TOTL.IN.ZS,ARG
0.06814193725585938,0.0032599916094329675,0.01728534698486328,0.0005626561613539775,5,log2,2,100,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",2.3066968789577467,4.8396763502756714,2.5341990119527225,3.226857413728714,1.1442109353007313,1,SP.URB.TOTL.IN.ZS,ARG
0.12420590718587239,0.0027614220558731775,0.019159317016601562,0.0011473417457984207,5,log2,2,200,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 200}",2.3325236024024525,4.7866970281272945,2.300116823143798,3.139779151224515,1.1646219471805572,11,SP.URB.TOTL.IN.ZS,ARG
0.04129894574483236,0.00041920786204616465,0.017979939778645832,0.0017376633603864446,5,log2,5,50,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 50}",2.155926797356744,4.6012642852566366,2.1528028191244863,2.9699979672459556,1.1534801804444068,42,SP.URB.TOTL.IN.ZS,ARG
0.06212759017944336,0.0038008478560343007,0.015813032786051433,0.0005059993602014974,5,log2,5,100,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100}",2.2818287814179086,4.830630763297957,2.049331188721224,3.0539302444790297,1.2598974383737278,22,SP.URB.TOTL.IN.ZS,ARG
0.12083133061726888,0.0010725534484458117,0.015999794006347656,0.0019777470657155664,5,log2,5,200,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 200}",2.4176240490180225,4.7852862255452875,2.0574876069277304,3.0867992938303472,1.2099773984487447,15,SP.URB.TOTL.IN.ZS,ARG
0.03678687413533529,0.004713788133215812,0.017366409301757812,0.0011671603392240599,5,log2,10,50,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 50}",2.1085745028995797,4.238044376230086,2.1207669153662803,2.822461931498649,1.0009803218526372,51,SP.URB.TOTL.IN.ZS,ARG
0.06639734903971355,0.008657546911032855,0.018221934636433918,0.0024212469205150094,5,log2,10,100,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",2.225027064254892,4.439184874530227,2.129995901982965,2.9314026135893614,1.0668687017800111,44,SP.URB.TOTL.IN.ZS,ARG
0.1187439759572347,0.006339654095320515,0.019233306248982746,0.0023077986629886356,5,log2,10,200,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 200}",2.34639603367161,4.450805253553602,2.2462560586054225,3.014485781943545,1.0164537117010328,27,SP.URB.TOTL.IN.ZS,ARG
0.04069375991821289,0.00043539571563265946,0.01605955759684245,0.0006482072932764346,10,sqrt,2,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50}",2.278477504056699,4.579669207709982,2.1732179258497952,3.010454879205492,1.1104338795530695,35,SP.URB.TOTL.IN.ZS,ARG
0.06909616788228352,0.0028494952962120172,0.015444040298461914,0.0008830370811903405,10,sqrt,2,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",2.300006971112165,4.844895767520575,2.2899653152328088,3.144956017955183,1.2020459150485991,7,SP.URB.TOTL.IN.ZS,ARG
0.12535429000854492,0.0070180548577298135,0.017270803451538086,0.0017586907769077413,10,sqrt,2,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",2.3299537845747995,4.797684387859978,2.416929993516184,3.181522721983654,1.1433503729293588,3,SP.URB.TOTL.IN.ZS,ARG
0.03196032842000326,0.002493918741615896,0.016947189966837566,0.0009034749779550013,10,sqrt,5,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 50}",2.155926797356744,4.6012642852566366,2.152911995274771,2.9700343592960508,1.1534543989743542,37,SP.URB.TOTL.IN.ZS,ARG
0.06682840983072917,0.00507405900501623,0.016493956247965496,0.0008201438633632453,10,sqrt,5,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",2.2818287814179086,4.83063076329796,2.0493126721751356,3.053924072297001,1.2599023598808576,23,SP.URB.TOTL.IN.ZS,ARG
0.11602083841959636,0.001259302550062158,0.016197681427001953,0.0015170138348962283,10,sqrt,5,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 200}",2.4176240490180225,4.7852862255452875,2.0574764447443936,3.086795573102568,1.2099805636297027,17,SP.URB.TOTL.IN.ZS,ARG
0.042484680811564125,0.007330411849089971,0.016405026117960613,0.0007634237444469557,10,sqrt,10,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 50}",2.108574502899579,4.238044376230087,2.1207669153662803,2.822461931498649,1.0009803218526379,51,SP.URB.TOTL.IN.ZS,ARG
0.0664230187733968,0.002731890269171761,0.01791230837504069,0.002835163568732801,10,sqrt,10,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",2.225027064254892,4.439184874530227,2.129995901982965,2.9314026135893614,1.0668687017800111,44,SP.URB.TOTL.IN.ZS,ARG
0.1177977720896403,0.0021340089460113528,0.018424352010091145,0.0020135943626011553,10,sqrt,10,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 200}",2.34639603367161,4.450805253553603,2.2462560586054225,3.014485781943545,1.0164537117010333,27,SP.URB.TOTL.IN.ZS,ARG
0.03882185618082682,0.003729833004151352,0.018016338348388672,0.002339729938845916,10,log2,2,50,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 50}",2.278477504056699,4.579669207709984,2.1732179258497952,3.010454879205493,1.1104338795530708,33,SP.URB.TOTL.IN.ZS,ARG
0.06650431950887044,0.007750564768038317,0.017523686091105144,0.0018880004367235325,10,log2,2,100,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",2.300006971112165,4.844895767520576,2.289965315232809,3.144956017955183,1.2020459150485996,7,SP.URB.TOTL.IN.ZS,ARG
0.12208096186319987,0.0028658101398945364,0.017450571060180664,0.0005824692593722832,10,log2,2,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 200}",2.3299537845747995,4.79768438785997,2.416929993516183,3.181522721983651,1.1433503729293553,6,SP.URB.TOTL.IN.ZS,ARG
0.04271292686462402,0.006513074050078023,0.018723726272583008,0.002451310898606956,10,log2,5,50,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 50}",2.155926797356744,4.6012642852566366,2.152911995274771,2.9700343592960508,1.1534543989743542,37,SP.URB.TOTL.IN.ZS,ARG
0.06549032529195149,0.007157749859107571,0.018950382868448894,0.0031567260351371028,10,log2,5,100,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100}",2.2818287814179086,4.8306307632979575,2.0493126721751342,3.0539240722970002,1.2599023598808567,24,SP.URB.TOTL.IN.ZS,ARG
0.12319032351175944,0.006107527441725753,0.015940745671590168,0.0006705013879863125,10,log2,5,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 200}",2.417624049018021,4.7852862255452875,2.0574764447443936,3.086795573102567,1.2099805636297032,20,SP.URB.TOTL.IN.ZS,ARG
