country,target,rmse,std,rmse/std,r2,mase,da,guiding_score,best_guiding_cv,best_params
ARG,SP.DYN.LE00.IN,1.835830417340018,0.5642244716758307,3.25372349038199,-9.586716551863558,11.936638708230657,0.3333333333333333,2.0499903746714505,2.0499903746714505,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 50}"
ARG,SP.URB.TOTL.IN.ZS,1.6707162556483464,0.4859167995600427,3.438276382214077,-10.821744480491123,11.782944837157647,0.5833333333333334,2.4528712465080336,2.4528712465080336,"{""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_split"": 2, ""n_estimators"": 100}"
ARG,NV.AGR.TOTL.ZS,0.8928172362576768,0.7506139217377614,1.1894493432665059,-0.41478974019712256,0.7350884381626075,0.75,4.371854320165694,4.371854320165694,"{""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 5, ""n_estimators"": 100}"
ARG,EG.USE.PCAP.KG.OE,238.17537935113862,53.77320011501142,4.429258047535266,-18.618326851655915,10.330949694233164,0.4166666666666667,2.063754311706207,2.063754311706207,"{""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_split"": 5, ""n_estimators"": 200}"
ARG,FS.AST.PRVT.GD.ZS,2.120096277328207,1.3675226108930685,1.5503189932221053,-1.4034889807452018,2.41450019241033,0.5,3.1408776901113353,3.1408776901113353,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_split"": 5, ""n_estimators"": 50}"
ARG,NE.IMP.GNFS.ZS,1.657607648716134,1.621683759855517,1.022152215955975,-0.04479515258371025,0.8692322210584437,0.4166666666666667,4.031450005066883,4.031450005066883,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 50}"
ARG,NY.GDP.MKTP.CD,269686957937.45184,91414691089.39188,2.9501489828777356,-7.703379021174539,4.2251724331061835,0.75,2.8765533049891214,2.8765533049891214,"{""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 10, ""n_estimators"": 200}"
ARG,NE.EXP.GNFS.ZS,7.96096840224049,3.220817968549061,2.4717225499790687,-5.109412364075032,4.182689505419418,0.5833333333333334,2.70547918784543,2.70547918784543,"{""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 10, ""n_estimators"": 200}"
ARG,NY.GDP.MKTP.KD.ZG,8.027138836934444,5.051102790320738,1.5891854056735069,-1.5255102536056686,1.100578707045922,0.6666666666666666,3.6852603000858286,3.6852603000858286,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 200}"
ARG,EN.ATM.GHGT.KT.CE,55450.23579094867,12402.216207755184,4.470994124120759,-18.989788457922355,10.118604844448475,0.25,1.7834260577724517,1.7834260577724517,"{""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 10, ""n_estimators"": 200}"
AUS,SP.DYN.LE00.IN,2.057694835385514,0.4745409129575783,4.336180040959844,-17.802457347618518,15.544493134094022,0.3333333333333333,1.9286340831999733,1.9286340831999733,"{""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 100}"
AUS,SP.URB.TOTL.IN.ZS,1.0466089102613327,0.3952922669764237,2.647683746172943,-6.010229219748389,8.912862391845183,0.3333333333333333,2.1830525568410737,2.1830525568410737,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 100}"
AUS,NV.AGR.TOTL.ZS,0.5619304370379242,0.17964189941430247,3.128058870842607,-8.784752299457129,3.888568096503135,0.4166666666666667,2.2663646313475203,2.2663646313475203,"{""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 5, ""n_estimators"": 100}"
AUS,EG.USE.PCAP.KG.OE,179.15994701428022,181.40756405500082,0.9876101250108891,0.0246262409759761,2.564013425808743,0.25,3.4564456133565926,3.4564456133565926,"{""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 200}"
AUS,FS.AST.PRVT.GD.ZS,26.171819031613158,8.1233491487421,3.221801568835172,-9.380005348948773,6.845439282774368,0.3333333333333333,2.0583136236732207,2.0583136236732207,"{""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 200}"
AUS,NE.IMP.GNFS.ZS,0.8432796265734556,0.7565734073457099,1.1146038419879671,-0.24234172457433756,1.1192093571629298,0.5,3.9526556623661233,3.9526556623661233,"{""max_depth"": 10, ""max_features"": ""log2"", ""min_samples_split"": 5, ""n_estimators"": 200}"
AUS,NY.GDP.MKTP.CD,664765240984.0813,182160247711.20117,3.6493430884986897,-12.317704977573161,5.199643899101035,0.5,2.2921052928456627,2.2921052928456627,"{""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 5, ""n_estimators"": 200}"
AUS,NE.EXP.GNFS.ZS,2.5651351667121878,1.501059640050646,1.708882910625483,-1.9202808022278228,1.543705970631591,0.8333333333333334,3.7939297649186123,3.7939297649186123,"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 50}"
AUS,NY.GDP.MKTP.KD.ZG,1.1666120570771088,0.961784190358345,1.2129665560861926,-0.4712878661835984,1.021581927791641,0.3333333333333333,3.5355870737087622,3.5355870737087622,"{""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 100}"
