country_code,indicator_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
ARG,SE.XPD.TOTL.GD.ZS,,,,,,,,,,,1.4580899477005,,1.93620002269745,1.78051996231079,1.92351996898651,1.84360003471375,1.16563999652863,1.71984004974365,1.93554997444153,2.4002799987793,2.60715007781982,,1.59786999225616,1.61749994754791,2.56972002983093,1.36186003684998,1.261549949646,1.28229999542236,,1.04612004756927,1.06737995147705,,,,,,3.73198008537292,,4.03986978530884,4.52167987823486,4.58030986785889,4.833740234375,4.01734018325806,3.53504991531372,3.48652005195618,3.86000990867615,4.12821006774902,4.46260023117065,4.84440994262695,5.53105020523071,5.01971006393433,5.29062986373901,5.34582996368408,5.43661022186279,5.36144018173218,5.77611017227173,5.54548978805542,5.46223020553589,,,
ARG,SE.TER.ENRR,,,,,,,,,,,13.2443504333496,15.3060302734375,16.4837608337402,19.6180801391602,22.7486896514893,26.975980758667,27.0718193054199,24.0776195526123,21.3801898956299,22.2299098968506,21.7346897125244,23.1026306152344,23.8299999237061,24.8389301300049,28.6764698028564,35.4959487915039,37.424991607666,39.2206497192383,,,,38.1191101074219,,,37.0013313293457,,,,46.9607009887695,48.8317184448242,53.9648094177246,59.0115509033203,62.7487297058105,65.1762619018555,65.4853668212891,63.9666709899902,66.964729309082,66.4116287231445,68.0569534301758,70.2064590454102,73.2313995361328,76.2974014282227,77.4462890625,78.2238998413086,80.9958114624023,84.0019989013672,87.2134475708008,89.9585189819336,,,
AUS,SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,6.00891017913818,5.89693021774292,5.65407991409302,,5.47975015640259,5.37201023101807,,5.40542984008789,5.28063011169434,5.06994009017944,4.91831016540527,4.7491397857666,4.67634010314941,4.79478979110718,4.69240999221802,5.51652002334595,5.2547402381897,5.14390993118286,5.24097013473511,,,,4.89146995544434,,,,,4.91029977798462,4.75019979476929,4.66089010238647,4.63776016235352,5.08582019805908,5.55005979537964,5.07451009750366,4.86899995803833,5.22974014282227,5.16477012634277,5.31127023696899,5.276780128479,5.12424993515015,,,
AUS,SE.TER.ENRR,,,,,,,,,,,15.8165502548218,17.0943508148193,18.3830108642578,19.5901298522949,21.8173503875732,23.2816009521484,24.0753002166748,24.4374294281006,24.7808399200439,25.0035190582275,25.1546897888184,25.5852298736572,25.6408805847168,26.3624591827393,27.004810333252,27.9107303619385,29.5150508880615,29.6845893859863,31.4995708465576,32.6539611816406,35.3595504760742,38.3134689331055,39.7008399963379,65.5642166137695,66.9792175292969,70.6885681152344,75.6477813720703,80.9066467285156,,,,,,,,,,,,,,,,,,118.610862731934,120.965713500977,113.142158508301,107.808052062988,,
BRA,SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56816005706787,,,4.75665998458862,3.80062007904053,3.94893002510071,3.84468007087708,3.75037002563477,,3.97447991371155,4.47908020019531,4.87060022354126,4.97425985336304,5.26883983612061,5.46355009078979,5.64879989624023,5.73741006851196,5.85510015487671,5.8388500213623,5.94848012924194,6.24105978012085,6.314040184021,6.32254981994629,,,
BRA,SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0841598510742,,18.1542797088623,20.6956691741943,23.2169895172119,24.4912395477295,25.9896297454834,,30.7866897583008,35.5620994567871,37.0383987426758,,43.459831237793,,,,,,,,,
CAN,SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,7.71018981933594,7.61540985107422,7.03749990463257,6.68963003158569,6.4429497718811,6.72099018096924,6.73353004455566,7.09767007827759,6.71474981307983,6.48467016220093,6.43061017990112,6.51913976669312,6.88043022155762,6.64404010772705,6.2128701210022,6.04418992996216,6.32446002960205,6.17614984512329,6.09832000732422,5.9919900894165,6.88430023193359,6.77093982696533,7.70425987243652,6.68001985549927,6.32445001602173,,,5.51197004318237,5.54994010925293,5.44199991226196,4.96956014633179,5.01072978973389,,,4.78214979171753,,4.78036022186279,4.63825988769531,4.85264015197754,5.36992979049683,5.27443981170654,,,,,,,,,
CAN,SE.TER.ENRR,,,,,,,,,,,,,,,,,48.0385704040527,,,,,,,,,,70.5915298461914,,,83.0890426635742,90.5283508300781,95.5493392944336,97.6102066040039,88.2205200195313,90.0974502563477,90.5423965454102,89.2137680053711,,59.501880645752,60.2518692016602,59.1144599914551,,59.5465888977051,,,,,63.6000595092773,63.7673988342285,63.0657691955566,61.6558494567871,63.4673194885254,63.980770111084,65.3322982788086,65.612907409668,64.7869567871094,66.4391784667969,68.9225082397461,70.1130218505859,,
CHN,SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,1.38873994350433,1.60476005077362,1.65082001686096,1.76115000247955,1.70850002765656,1.81657004356384,1.74953997135162,1.95884001255035,2.14805006980896,1.91190004348755,1.94880998134613,2.03448009490967,2.07692003250122,1.99863004684448,2.00814008712769,2.06154990196228,1.80425000190735,1.76417994499207,,,,1.65455996990204,1.65785002708435,1.98571002483368,1.84192001819611,1.85338997840881,,1.84432995319366,1.88803994655609,,,,,,,,,,,,,,,,,,,,3.51177370158662,
CHN,SE.TER.ENRR,,,,,,,,,,,0.128209993243217,,,0.206389993429184,0.338420003652573,0.475859999656677,0.565069973468781,0.637220025062561,0.706300020217896,0.966149985790253,1.1303299665451,1.78178000450134,,,2.01842999458313,2.43659996986389,2.97222995758057,3.11257004737854,3.08206009864807,2.99196004867554,2.97255992889404,2.89145994186401,2.80566000938416,2.88968992233276,3.61140990257263,4.39014005661011,4.91531991958618,5.35011005401611,5.86393022537231,6.39427995681763,7.59041023254395,9.78911018371582,12.6284799575806,15.4526796340942,17.6912593841553,19.0869998931885,20.2191905975342,20.52121925354,20.6841201782227,22.4430599212646,24.1984901428223,25.6478500366211,28.7256698608398,32.4336700439453,42.4307289123535,46.0404281616211,48.0190200805664,49.0732612609863,50.6044387817383,53.7649116516113,
