target,params,rmse,std,rmse/std,r2,mase,da,guiding_score
NY.GDP.MKTP.CD,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50}",735730993736.753,3112022068148.4595,0.23641573794317158,0.9441075988527856,0.16774762311298236,0.8600823045267489,6.124862301025488
NY.GDP.MKTP.CD,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",665475203057.9929,3112022068148.4595,0.2138401298207781,0.9542723988782328,0.15750197566435928,0.8641975308641975,6.151814868582608
NY.GDP.MKTP.CD,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",677026491254.9598,3112022068148.4595,0.21755195703280025,0.9526711459911986,0.15876886155734649,0.8724279835390947,6.163212656670702
NY.GDP.MKTP.CD,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 50}",648135332310.5725,3112022068148.4595,0.20826823143198003,0.9566243437761952,0.1555695074802285,0.8724279835390947,6.170899412737179
NY.GDP.MKTP.CD,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",638779491986.5868,3112022068148.4595,0.2052618773255157,0.957867561716805,0.1551000168937025,0.8683127572016461,6.165996091361095
NY.GDP.MKTP.CD,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 200}",674969843210.1781,3112022068148.4595,0.21689108509817243,0.9529582572049373,0.15578601252233085,0.8641975308641975,6.1498576861069845
NY.GDP.MKTP.CD,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 50}",684375090302.4111,3112022068148.4595,0.21991331530293085,0.9516381337524737,0.16015005500481472,0.8683127572016461,6.153872832724181
NY.GDP.MKTP.CD,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",702217365213.1624,3112022068148.4595,0.22564665347343,0.9490835877762418,0.16401463811803835,0.8600823045267489,6.134130332413154
NY.GDP.MKTP.CD,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 200}",663779925448.5343,3112022068148.4595,0.2132953786678831,0.9545050814389244,0.16063064165654978,0.8559670781893004,6.137061659689914
NY.GDP.MKTP.CD,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 50}",649886036359.2502,3112022068148.4595,0.20883079301102414,0.9563896998903868,0.15600118204823218,0.8683127572016461,6.163147098580515
NY.GDP.MKTP.CD,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",665944390044.3352,3112022068148.4595,0.21399089577810995,0.9542078965240821,0.15614183533567633,0.8806584362139918,6.1809395398249505
NY.GDP.MKTP.CD,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 200}",682692459065.5325,3112022068148.4595,0.2193726278656211,0.9518756501433318,0.16080005892260418,0.8724279835390947,6.161391642274921
NY.GDP.MKTP.CD,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 50}",702762052707.0183,3112022068148.4595,0.22582168034725292,0.9490045686851432,0.16462362800151034,0.8765432098765432,6.162839026850951
NY.GDP.MKTP.CD,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100}",659261147271.6432,3112022068148.4595,0.21184333942203684,0.9551223995425197,0.15733261495796064,0.8683127572016461,6.160604743443803
NY.GDP.MKTP.CD,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 200}",666442879324.6052,3112022068148.4595,0.21415107757288965,0.9541393159743702,0.15959947302648858,0.8641975308641975,6.151137857871885
NY.GDP.MKTP.CD,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 50}",730634380395.398,3112022068148.4595,0.23477802033393,0.9448792811680807,0.16267927214987793,0.8600823045267489,6.127234806121489
NY.GDP.MKTP.CD,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",774719983185.0264,3112022068148.4595,0.24894424468074441,0.9380267630403336,0.176795695226239,0.8683127572016461,6.127319799624778
NY.GDP.MKTP.CD,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 200}",706736896971.8815,3112022068148.4595,0.22709893487110275,0.9484260737804107,0.16693391042159836,0.8559670781893004,6.125126778571269
NY.GDP.MKTP.CD,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50}",442110481700.0761,3112022068148.4595,0.14206534273168436,0.9798174383945291,0.0868880293932601,0.9382716049382716,6.345870283196037
NY.GDP.MKTP.CD,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",434019868657.016,3112022068148.4595,0.1394655497784571,0.9805493604249927,0.08049402606277993,0.9465020576131687,6.363079742387536
NY.GDP.MKTP.CD,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",454721367960.3871,3112022068148.4595,0.1461176553387778,0.9786496307982981,0.08341982807116564,0.9300411522633745,6.3297067176341235
NY.GDP.MKTP.CD,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 50}",500951940419.5029,3112022068148.4595,0.16097313240376576,0.9740876506441197,0.08855336785833118,0.9547325102880658,6.361760754713493
