target,params,rmse,std,rmse/std,r2,mase,da,guiding_score
NE.IMP.GNFS.ZS,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50}",1.8330720831525438,8.073015671473735,0.22706162823760692,0.9484430169820868,0.13816754944472265,0.9302325581395349,6.261293269874168
NE.IMP.GNFS.ZS,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",1.8119917084194737,8.073015671473735,0.22445041384252548,0.9496220117259191,0.13101823780104,0.9534883720930233,6.305127715673819
NE.IMP.GNFS.ZS,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",1.7584578296894036,8.073015671473735,0.21781920180125153,0.9525547953266656,0.13001477092900124,0.9534883720930233,6.3104422849323605
NE.IMP.GNFS.ZS,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 50}",1.8395038464240008,8.073015671473735,0.22785832720775556,0.9480805827220834,0.14170235015533955,0.9767441860465116,6.34031776268635
NE.IMP.GNFS.ZS,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",1.793266716917934,8.073015671473735,0.2221309594696441,0.9506578368450953,0.13074471924657702,0.9534883720930233,6.306979337319665
NE.IMP.GNFS.ZS,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 200}",1.774346688445346,8.073015671473735,0.21978734597469668,0.951693522549399,0.13329909325769074,0.9534883720930233,6.308251130220995
NE.IMP.GNFS.ZS,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 50}",1.7777614751449582,8.073015671473735,0.2202103337203638,0.951507408922766,0.13364450183045207,0.9302325581395349,6.267542095326448
NE.IMP.GNFS.ZS,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",1.8885867572083106,8.073015671473735,0.23393820030372214,0.9452729184386556,0.13988283422624698,0.9534883720930233,6.29583887265204
NE.IMP.GNFS.ZS,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 200}",1.8087159705351685,8.073015671473735,0.22404464999694298,0.9498039948077474,0.13012801406109686,0.9534883720930233,6.305627642767146
NE.IMP.GNFS.ZS,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 50}",1.7496737425238997,8.073015671473735,0.2167311217673501,0.9530276208574661,0.13291212521515267,0.9534883720930233,6.310669417635389
NE.IMP.GNFS.ZS,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",1.8043414823789974,8.073015671473735,0.22350278456100328,0.9500465052934778,0.13136632108488744,0.9302325581395349,6.265477403460914
NE.IMP.GNFS.ZS,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 200}",1.7180321695043261,8.073015671473735,0.21281169756365628,0.9547111813800749,0.12602208128935688,0.9534883720930233,6.315076646096507
NE.IMP.GNFS.ZS,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 50}",1.9693189280304193,8.073015671473735,0.24393844979009172,0.9404940327140069,0.14657562146750944,0.9534883720930233,6.2864239142687905
NE.IMP.GNFS.ZS,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100}",1.7318783905981736,8.073015671473735,0.2145268213361486,0.9539782429274082,0.12686950582512074,0.9534883720930233,6.313602542476306
NE.IMP.GNFS.ZS,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 200}",1.8156099061282498,8.073015671473735,0.22489859799774287,0.9494206206186496,0.1350742571380062,0.9534883720930233,6.303934811842187
NE.IMP.GNFS.ZS,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 50}",1.8980649930345068,8.073015671473735,0.2351122641494902,0.9447222232465003,0.1349762903776394,0.9302325581395349,6.255618927376055
NE.IMP.GNFS.ZS,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",1.9640890438310505,8.073015671473735,0.24329062691792155,0.9408096708538847,0.14316239205240894,0.9534883720930233,6.287663031766594
NE.IMP.GNFS.ZS,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 200}",1.9407644694927437,8.073015671473735,0.24040142475512571,0.9422071549757056,0.14014345458397037,0.9534883720930233,6.290624708034473
NE.IMP.GNFS.ZS,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50}",1.6170217704208756,8.073015671473735,0.2002995951233781,0.9598800721934109,0.12199684403897645,0.9302325581395349,6.284913164641908
NE.IMP.GNFS.ZS,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",1.5815357238991872,8.073015671473735,0.19590395810670794,0.9616216391981253,0.11865361213129483,0.9302325581395349,6.288812897494072
NE.IMP.GNFS.ZS,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",1.6033025130159468,8.073015671473735,0.1986001982730281,0.960557961245914,0.12009401411227043,0.9302325581395349,6.28655144389324
NE.IMP.GNFS.ZS,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 50}",1.543612710264798,8.073015671473735,0.1912064553174601,0.9634400914449321,0.1180214538628284,0.9534883720930233,6.332645851025407
