target,best_params,rmse,std,rmse/std,r2,mase,da
SP.DYN.LE00.IN,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",1.1962726295073576,9.085471019415456,0.1316687518953006,0.9826633397743337,0.071019725632838,0.9876543209876543
SP.URB.TOTL.IN.ZS,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",1.5821956720271628,18.7227733325658,0.08450648009903221,0.9928586548212719,0.055944483062026595,0.9629629629629629
NV.AGR.TOTL.ZS,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100}",1.3657515376220033,8.944431844894565,0.15269293358208852,0.9766848680340959,0.08445481837970034,0.9547325102880658
EG.USE.PCAP.KG.OE,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",314.46403391547466,2114.7706403915904,0.1486988838927921,0.9778886419290379,0.08165533709880557,0.9876543209876543
FS.AST.PRVT.GD.ZS,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 200}",9.409563932901792,47.398100618663335,0.19852196206353276,0.9605890305784452,0.10291119886756238,0.9259259259259259
NE.IMP.GNFS.ZS,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",2.0270031194549856,9.487642183625942,0.21364666586533465,0.954355102164626,0.11539143058704653,0.9506172839506173
NY.GDP.MKTP.CD,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 200}",406477401417.3242,3112022068148.4595,0.13061520532827184,0.9829396681370534,0.07184000097265618,0.9547325102880658
NE.EXP.GNFS.ZS,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 50}",5.196606165563166,13.20813610841956,0.3934397800648478,0.8452051394625242,0.1446567752744562,0.9588477366255144
NY.GDP.MKTP.KD.ZG,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 200}",3.5342310481133863,4.9819705100510205,0.7094042489780198,0.49674561153193175,0.4263626201757465,0.720164609053498
EN.ATM.GHGT.KT.CE,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 50}",180068.17211857045,2005214.4182986151,0.08979995878513318,0.9919359674021884,0.06062093877402756,0.9547325102880658
