target,params,rmse,std,rmse/std,r2,mase,da,guiding_score
NV.AGR.TOTL.ZS,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50}",1.030742124605578,4.9391157515826745,0.20868960689477467,0.9564486479741044,0.10031032858159009,0.9767441860465116,6.363561239807229
NV.AGR.TOTL.ZS,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",1.05427037558508,4.9391157515826745,0.21345326342012796,0.9544377043352975,0.10136727715256365,0.9767441860465116,6.359760488191029
NV.AGR.TOTL.ZS,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",1.1156138827010904,4.9391157515826745,0.22587320055084895,0.948981297272916,0.10258911856510185,0.9767441860465116,6.349978579870887
NV.AGR.TOTL.ZS,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 50}",0.9337510033006892,4.9391157515826745,0.18905226163235414,0.9642592423716919,0.10054255417820002,0.9767441860465116,6.377866532242151
NV.AGR.TOTL.ZS,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",1.1848966964894634,4.9391157515826745,0.23990057250830352,0.9424477153101882,0.11065680855426181,0.9534883720930233,6.29715112964679
NV.AGR.TOTL.ZS,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 200}",0.9535090532721852,4.9391157515826745,0.19305258293787622,0.9627307002210144,0.09699353399793832,0.9767441860465116,6.375726198087673
NV.AGR.TOTL.ZS,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 50}",0.949585137353353,4.9391157515826745,0.19225812576857934,0.9630368130759531,0.09923964222352154,0.9767441860465116,6.3758370403942175
NV.AGR.TOTL.ZS,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",1.0894190159529702,4.9391157515826745,0.22056964662224818,0.9513490309889365,0.10379626680880871,0.9767441860465116,6.353833179628415
NV.AGR.TOTL.ZS,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 200}",1.1221274485300885,4.9391157515826745,0.2271919722007968,0.9483838077675124,0.10564542167669581,0.9767441860465116,6.348321465304999
NV.AGR.TOTL.ZS,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 50}",1.3232810470115088,4.9391157515826745,0.26791861409352086,0.9282196162222071,0.12020417600937094,0.9767441860465116,6.312045658093767
NV.AGR.TOTL.ZS,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",0.981040216392306,4.9391157515826745,0.19862669063342858,0.9605474377680122,0.09781622239664953,0.9767441860465116,6.371512726357002
NV.AGR.TOTL.ZS,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 200}",1.044422465764746,4.9391157515826745,0.21145940251148693,0.9552849210894849,0.10061303939035378,0.9767441860465116,6.36142028209205
NV.AGR.TOTL.ZS,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 50}",1.010788406285428,4.9391157515826745,0.20464966952060887,0.9581185127651056,0.10332781036887256,0.9767441860465116,6.365948539929359
NV.AGR.TOTL.ZS,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100}",1.0215891516829412,4.9391157515826745,0.20683644665658754,0.9572186843344767,0.09948962366427967,0.9767441860465116,6.36511317762817
NV.AGR.TOTL.ZS,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 200}",1.060600330960213,4.9391157515826745,0.2147348603078107,0.953888939768585,0.10085669375266232,0.9534883720930233,6.31882149323498
NV.AGR.TOTL.ZS,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 50}",1.0622561124872292,4.9391157515826745,0.2150700987614723,0.9537448526187305,0.1121753157821894,0.9302325581395349,6.2759224665014655
NV.AGR.TOTL.ZS,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100}",1.153887044590717,4.9391157515826745,0.2336221912233924,0.9454206717679807,0.10877070008870697,1.0,6.382435139842131
NV.AGR.TOTL.ZS,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 200}",1.191030302623442,4.9391157515826745,0.2411424154701764,0.9418503354612088,0.11199318670846742,0.9534883720930233,6.295876415860202
NV.AGR.TOTL.ZS,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50}",1.1424138360544926,4.9391157515826745,0.23129926357535177,0.9465006506695,0.09675979441294612,1.0,6.386741293314934
NV.AGR.TOTL.ZS,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",1.1756719531111406,4.9391157515826745,0.23803288123677038,0.9433403474501216,0.09760078838322819,1.0,6.381223013710714
NV.AGR.TOTL.ZS,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",1.0122123875646447,4.9391157515826745,0.20493797644655212,0.9580004258099925,0.09022442086657159,1.0,6.4082380637945855
NV.AGR.TOTL.ZS,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 50}",0.9671799333035241,4.9391157515826745,0.19582046300364678,0.9616543462690375,0.08865067798611942,1.0,6.415247993535026
