target,params,rmse,std,rmse/std,r2,mase,da,guiding_score
SP.URB.TOTL.IN.ZS,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.6}",4.246419973159887,15.436263679167501,0.2750937701906957,0.9243234176022688,0.18333673963812358,0.8604651162790697,6.090072761396796
SP.URB.TOTL.IN.ZS,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",3.9077638441725373,15.436263679167501,0.2531547740692188,0.9359126603659628,0.16797813319556124,0.8604651162790697,6.111898396566952
SP.URB.TOTL.IN.ZS,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",3.894665174419471,15.436263679167501,0.2523062092853234,0.9363415767560705,0.16678114600589297,0.8604651162790697,6.112852180769782
SP.URB.TOTL.IN.ZS,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.6}",2.8055876076117383,15.436263679167501,0.1817530243019953,0.9669658381570783,0.11508380190944945,0.9069767441860465,6.259115857371139
SP.URB.TOTL.IN.ZS,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",2.568099129599904,15.436263679167501,0.1663679231565449,0.972321714144578,0.10440232044028226,0.9069767441860465,6.271901583454501
SP.URB.TOTL.IN.ZS,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",2.5759507295206983,15.436263679167501,0.166876569554662,0.9721522105336681,0.10257317689436166,0.9069767441860465,6.271934722110426
SP.URB.TOTL.IN.ZS,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.6}",2.25559420825191,15.436263679167501,0.14612306806445774,0.9786480489794298,0.08875483908000571,0.9069767441860465,6.2884150111270305
SP.URB.TOTL.IN.ZS,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",2.082010700761631,15.436263679167501,0.13487789169936729,0.9818079543307338,0.08171372130742473,0.9302325581395349,6.337469437841141
SP.URB.TOTL.IN.ZS,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",2.2966316872977672,15.436263679167501,0.14878157921059998,0.9778640416876,0.08638920166883418,0.9302325581395349,6.327722954665854
SP.URB.TOTL.IN.ZS,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.6}",3.317102103318358,15.436263679167501,0.214890220344905,0.9538221932001182,0.13106528737280104,0.9069767441860465,6.23161085938813
SP.URB.TOTL.IN.ZS,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",2.9798397154233247,15.436263679167501,0.1930415142781515,0.9627349737651982,0.12134241027263824,0.9069767441860465,6.2497948077124486
SP.URB.TOTL.IN.ZS,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1.0}",3.0693227015217497,15.436263679167501,0.1988384472638966,0.9604632718896826,0.1276317539077312,0.8837209302325582,6.203552610903756
SP.URB.TOTL.IN.ZS,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.6}",2.1852680499512585,15.436263679167501,0.14156716258355034,0.9799587384780426,0.0791285816382844,0.9302325581395349,6.333807502815175
SP.URB.TOTL.IN.ZS,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",1.9567782192964536,15.436263679167501,0.12676501645519866,0.9839306306031133,0.07468868695621156,0.9302325581395349,6.343877480577607
SP.URB.TOTL.IN.ZS,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",2.264103386492577,15.436263679167501,0.14667431404065542,0.9784866456007032,0.08184458441915572,0.9302325581395349,6.33000441346448
SP.URB.TOTL.IN.ZS,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.6}",1.9949726703869688,15.436263679167501,0.12923934909711005,0.9832971906449554,0.07135628425340455,0.9302325581395349,6.343048173003756
SP.URB.TOTL.IN.ZS,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",1.7519817672735416,15.436263679167501,0.11349778700904055,0.9871182523440505,0.06528780938732709,0.9302325581395349,6.353683579370587
SP.URB.TOTL.IN.ZS,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",2.1238607695454426,15.436263679167501,0.1375890444532744,0.9810692548464349,0.07348601090537198,0.9302325581395349,6.337455667458537
SP.URB.TOTL.IN.ZS,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.6}",3.155833288389878,15.436263679167501,0.2044428207487109,0.9582031330443105,0.12175137861826589,0.9302325581395349,6.281910471247613
