country_code,indicator_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
ARG,IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.002992874,0.029527065,0.043705951,0.086277081,0.141954704,0.280339882,0.83076668,3.284481956,7.038683086,9.780807285,10.88212438,11.91369655,16.03668411,17.72058337,20.9272021,25.94663294,28.11262348,34.0,45.0,51.0,55.8,59.9,64.7,68.04306411,70.96898082,74.29490687,,,
ARG,IT.CEL.SETS.P2,0.0,,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007154381,0.036788768,0.07557665,0.138952987,0.329701602,0.701000783,1.163985934,1.892449986,5.634374256,7.406006174,10.55432581,17.59645109,18.08631275,17.42684502,20.58984504,35.10441866,56.96774563,80.19976545,101.8079595,116.0393921,129.6422074,139.580018,146.9554555,154.059023,159.6394613,143.6158316,143.566834,146.4538276,140.8771235,132.0931513,125.842106,121.1703997
AUS,IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.585094712,1.097203891,1.768764913,1.974611016,2.232101254,2.759654513,3.27524987,16.36935838,30.81323944,40.7837839,46.75611561,52.68926643,,,,63.0,66.0,69.45,71.67,74.25,76.0,79.48769771,79.0,83.45349717,84.0,84.56051491,86.54,86.54504885,,,
AUS,IT.CEL.SETS.P2,0.0,,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027330866,0.192204655,0.56556816,1.090427418,1.695589799,2.855965172,3.919740752,6.854499043,12.46035002,21.93600108,24.897736,26.45932342,33.61154717,45.08349055,57.99526035,65.30467336,73.10883938,82.89884796,91.28509793,96.26672665,101.6430022,103.6926101,102.0649721,101.558682,105.5506209,106.2611564,107.2461548,106.2025331,107.6778349,109.4312952,108.4417819,111.012255,109.2520084,107.6632349
BRA,IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.003288171,0.012946262,0.025498253,0.037672709,0.105138168,0.450789179,0.786079155,1.477874959,2.038732184,2.870685159,4.528494869,9.149425086,13.2075861,19.07367227,21.02274725,28.17838018,30.88,33.83,39.22,40.65,45.69,48.56,51.04,54.55100188,58.32795173,60.87254007,67.47128452,70.43428254,73.91244005,
BRA,IT.CEL.SETS.P2,0.0,,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000447641,0.004418126,0.020744281,0.11603511,0.360032128,0.793441443,1.517576609,2.721144742,4.33972798,8.723777617,13.26627719,16.22257852,19.42823093,25.50654987,35.65363548,46.31799164,53.10093266,63.63005371,78.44665887,87.36326511,100.6214912,118.653296,124.6058852,134.8514284,138.4511833,126.0879559,118.3855945,106.4644877,99.9717023,95.71649455,96.83635
CAN,IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.360999701,0.570385926,0.91598104,1.184557509,2.378693853,4.163525253,6.76023965,15.07235736,24.8974003,36.18644004,51.3,60.2,61.59329927,64.2,65.95596346,71.66,72.4,73.2,76.7,80.3,80.3,83.0,83.0,85.8,87.12,90.0,91.16,92.70137191,94.64,96.5,
CAN,IT.CEL.SETS.P2,0.0,,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046611336,0.23010107,0.372127258,0.755920522,1.269993836,2.119600735,2.781872012,3.637316197,4.669271195,6.464766281,8.880011323,11.87385678,14.10445202,17.80689828,22.80681323,28.53043915,34.4850221,38.07781081,42.20966635,47.20970229,52.90522486,57.62395885,61.57580045,66.26894203,70.56194624,75.62882084,77.70889847,79.3768289,80.34784611,80.72209502,82.61933463,84.5231216,86.28149306,89.57894095,91.86310664,95.63052761
CHN,IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.00016868,0.001168115,0.00495471,0.013081692,0.032394861,0.168540297,0.708187957,1.775913207,2.639650215,4.595704331,6.2,7.3,8.523257003,10.52315262,16.0,22.6,28.9,34.3,38.3,42.30011749,45.8,47.9,50.3,53.2,54.3,59.2,64.56912253,70.64214286
CHN,IT.CEL.SETS.P2,0.0,,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.27e-05,0.000283636,0.000846457,0.001556568,0.00398559,0.014663243,0.052345838,0.127477599,0.292444189,0.54752332,1.048577006,1.876048044,3.37850167,6.606481691,11.14746235,15.75742107,20.52400801,25.3063175,29.56214176,34.44822335,40.66184883,47.37436885,54.89500349,62.75543093,71.6494509,80.34603793,88.30574902,91.89962887,91.835388,96.52661691,103.4384208,115.5258122,121.7922911,117.857846
DEU,IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125892223,0.250274153,0.43528529,0.463635096,0.922541043,1.837737754,3.054805234,6.711087477,9.877852428,20.84598264,30.2163466,31.65093942,48.82,55.9,64.73,68.71,72.16,75.16,78.0,79.0,82.0,81.26999954,82.34999847,84.17,86.19,87.58979935,84.16520664,84.3941537,87.03711209,88.13451691,89.81294133
DEU,IT.CEL.SETS.P2,0.0,,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001390112,0.030588843,0.062483552,0.126121979,0.208007081,0.344839041,0.669575304,1.215422217,2.206154242,3.081046034,4.590906537,6.777854967,10.16716972,17.09157634,28.80700458,59.21557459,68.9052462,72.51844181,79.39777279,87.35466029,97.14257025,105.1303054,118.3999684,130.1697232,129.7899266,109.3693912,112.4225954,114.1126357,123.2334833,122.1971002,117.8176431,125.8854564,132.7148699,129.3242137,128.3570318,128.3062093
EUU,IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0667223726931025,0.145183745842492,0.271839359869986,0.415061288233737,0.785199202952114,1.5146894217204,2.62462287233831,4.80236084523099,7.69303237924152,13.6278604408869,19.6471689008245,24.138993449168,32.1282630636134,38.6077946457506,44.1873073985821,48.301943657072,52.5502049648805,58.2491049624314,62.2500947715588,64.9928352161294,68.6956421468731,69.661777891422,71.8574513072492,73.610369251994,75.1855045094835,75.6544158261607,76.8971749615496,78.6838126546675,81.7383731410436,83.8442131392699,87.8660352532148
EUU,IT.CEL.SETS.P2,0.0,,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0057693063642603,0.01190776845823,0.0166718091480097,0.025398200967093,0.0391335464401697,0.0558372103275624,0.0818135612566364,0.126658715644877,0.196935416152715,0.300525513396373,0.471639899916804,0.712138955029865,0.987683504442714,1.48566788784461,2.37381477401534,3.8451327471484,6.49864427109528,11.0674870582572,19.0099702996983,32.3677460670617,51.0547677409252,63.2809519237192,69.6540098538126,76.5147187512095,84.5529945115642,94.6127150457199,104.2698514464,115.229106326955,121.303843321555,121.054821057624,118.484933069972,121.66597239486,123.701766399924,125.036843991303,123.607282282239,121.82280141067,122.145036281664,122.491128041134,122.079902773582,122.021070195508,121.806641288698
