rmse,std,rmse/std,r2,mase,da,target,model,country
0.270802995063252,0.7923137031368552,0.34178759497799144,0.8831812399191604,1.0743401274156898,0.6730769230769231,NV.AGR.TOTL.ZS,XGB,AUS
0.2709670286844704,0.7923137031368552,0.34199462613316267,0.8830396756960384,1.0880907618483413,0.6346153846153846,NV.AGR.TOTL.ZS,RF,AUS
0.318306289123396,0.7923137031368552,0.4017427539914899,0.8386027596153331,1.185128301580766,0.5192307692307693,NV.AGR.TOTL.ZS,ARIMA,AUS
143.6145983110111,608.3081877173088,0.2360885505255623,0.944262196310739,1.1840451210832998,0.4807692307692308,EG.USE.PCAP.KG.OE,XGB,AUS
176.77835489844017,608.3081877173088,0.290606568295267,0.9155478224636484,1.5113407169008273,0.5,EG.USE.PCAP.KG.OE,RF,AUS
133.49691683210358,608.3081877173088,0.21945605784635908,0.9518390386745355,1.09793266839022,0.4230769230769231,EG.USE.PCAP.KG.OE,ARIMA,AUS
4.5155016388178515,41.39455707548948,0.10908442939933201,0.9881005872626222,1.2063427994279194,0.6538461538461539,FS.AST.PRVT.GD.ZS,XGB,AUS
8.109726030172906,41.39455707548948,0.19591285915642354,0.9616181516171554,2.2193470700880042,0.7115384615384616,FS.AST.PRVT.GD.ZS,RF,AUS
3.2346063893697727,41.39455707548948,0.07814086241993022,0.9938940056202695,0.8639140171838059,0.6730769230769231,FS.AST.PRVT.GD.ZS,ARIMA,AUS
1.0248754226314705,3.26246257424138,0.314141664251822,0.9013150147810955,1.0658527076601745,0.5576923076923077,NE.IMP.GNFS.ZS,XGB,AUS
1.0761179851456626,3.26246257424138,0.32984837700272845,0.8912000481886659,1.1404526639484471,0.5192307692307693,NE.IMP.GNFS.ZS,RF,AUS
1.0649761333171817,3.26246257424138,0.32643321082842475,0.8934413588682453,1.1618865525842426,0.5192307692307693,NE.IMP.GNFS.ZS,ARIMA,AUS
80676370422.26799,481438756876.9418,0.1675734852457865,0.9719191270425802,1.0056970872782232,0.75,NY.GDP.MKTP.CD,XGB,AUS
135694187419.44484,481438756876.9418,0.2818513995418299,0.9205597885763117,1.6027966050786395,0.6346153846153846,NY.GDP.MKTP.CD,RF,AUS
82369286423.14436,481438756876.9418,0.171089853582765,0.970728262001028,0.928064605176002,0.7115384615384616,NY.GDP.MKTP.CD,ARIMA,AUS
1.308038200003736,3.2492237250298803,0.40256944756603585,0.8379378398863767,1.0537174558521039,0.46153846153846156,NE.EXP.GNFS.ZS,XGB,AUS
1.2468021494227322,3.2492237250298803,0.3837230843226304,0.8527565945579274,0.9703312357883125,0.4807692307692308,NE.EXP.GNFS.ZS,RF,AUS
1.3726187794241174,3.2492237250298803,0.4224451424659884,0.8215401016068908,1.1051412885975114,0.5384615384615384,NE.EXP.GNFS.ZS,ARIMA,AUS
1.7794753180460743,1.6239204390346433,1.0957897168311412,-0.2007551035128725,0.9412054152715307,0.38461538461538464,NY.GDP.MKTP.KD.ZG,XGB,AUS
1.6563669651690112,1.6239204390346433,1.0199803668667757,-0.040359948793682765,0.9411573381767413,0.34615384615384615,NY.GDP.MKTP.KD.ZG,RF,AUS
1.9425090787666248,1.6239204390346433,1.1961848820139058,-0.4308582719586216,1.0279307656855237,0.34615384615384615,NY.GDP.MKTP.KD.ZG,ARIMA,AUS
32223.02080207577,106782.13101430099,0.30176416686945723,0.9089383875935824,0.9447983052005827,0.4423076923076923,EN.ATM.GHGT.KT.CE,XGB,AUS
32142.907280386942,106782.13101430099,0.3010139147352486,0.9093906231357605,1.0128184560757016,0.4230769230769231,EN.ATM.GHGT.KT.CE,RF,AUS
36124.64781646125,106782.13101430099,0.33830236832062466,0.8855515075886564,1.1170872497773803,0.36538461538461536,EN.ATM.GHGT.KT.CE,ARIMA,AUS
0.44775878998949653,5.511563670500744,0.08123988340840779,0.9934000813437883,1.2521682897463888,1.0,SP.DYN.LE00.IN,XGB,BRA
1.210649724487589,5.511563670500744,0.21965630751347148,0.9517511065695472,3.328632770735858,0.8846153846153846,SP.DYN.LE00.IN,RF,BRA
0.008233907192832849,5.562527821484842,0.0014802455748679595,0.9999978088730381,0.018798755642720842,1.0,SP.DYN.LE00.IN,ARIMA,BRA
0.8852096079007445,10.368313203592436,0.08537643399835136,0.9927108645177252,1.2583187452391944,1.0,SP.URB.TOTL.IN.ZS,XGB,BRA
2.4983653712113347,10.368313203592436,0.2409616031222606,0.9419375058207502,3.5358722796943516,0.9423076923076923,SP.URB.TOTL.IN.ZS,RF,BRA
0.04835819132495639,10.368313203592436,0.004664036509641813,0.9999782467634367,0.028596051667745995,0.9807692307692307,SP.URB.TOTL.IN.ZS,ARIMA,BRA
0.9855714103073432,2.897218614951581,0.3401784750453891,0.8842786051157936,1.1808166380950254,0.5384615384615384,NV.AGR.TOTL.ZS,XGB,BRA
1.1019758086893314,2.897218614951581,0.38035645739758855,0.8553289653159565,1.440399181816334,0.5192307692307693,NV.AGR.TOTL.ZS,RF,BRA
1.3099625225367537,2.897218614951581,0.45214486603685106,0.795565020116518,1.4504105723303582,0.5192307692307693,NV.AGR.TOTL.ZS,ARIMA,BRA
41.593785616606596,235.74384445102936,0.17643635919090475,0.968870211155458,1.3656114082265092,0.6346153846153846,EG.USE.PCAP.KG.OE,XGB,BRA
57.92049050719643,235.74384445102936,0.24569248305114558,0.9396352037721625,2.144874860819615,0.7115384615384616,EG.USE.PCAP.KG.OE,RF,BRA
35.6394866477229,235.74384445102936,0.15117886420625598,0.9771449510173065,1.0256532109207752,0.5769230769230769,EG.USE.PCAP.KG.OE,ARIMA,BRA
20.863398849572683,22.646002555225305,0.9212839572323855,0.15123587014623596,1.4192795495113302,0.6538461538461539,FS.AST.PRVT.GD.ZS,XGB,BRA
19.980664186558815,22.646002555225305,0.8823042449912869,0.22153921927035514,1.4420761724060736,0.6346153846153846,FS.AST.PRVT.GD.ZS,RF,BRA
20.776726234408777,22.646002555225305,0.9174566762386409,0.1582732472251458,1.0961192800598212,0.6346153846153846,FS.AST.PRVT.GD.ZS,ARIMA,BRA
1.61300886483061,2.669581590886155,0.6042178558382924,0.6349207826861766,1.3054058323147675,0.5961538461538461,NE.IMP.GNFS.ZS,XGB,BRA
1.5398684423505264,2.669581590886155,0.57682014575152,0.6672785194551953,1.241581264265202,0.5576923076923077,NE.IMP.GNFS.ZS,RF,BRA
1.539196257421045,2.669581590886155,0.576568351638249,0.6675689358891523,1.1833582514184855,0.5384615384615384,NE.IMP.GNFS.ZS,ARIMA,BRA
197554229215.84048,772430019248.7285,0.25575679905343823,0.9345884597379392,1.2112096814416426,0.6538461538461539,NY.GDP.MKTP.CD,XGB,BRA
244737093724.85742,772430019248.7285,0.3168404743809551,0.8996121137940514,1.5141543843731753,0.6730769230769231,NY.GDP.MKTP.CD,RF,BRA
178109531231.36438,772430019248.7285,0.23058338851795934,0.9468313009395758,1.0745070699413364,0.7115384615384616,NY.GDP.MKTP.CD,ARIMA,BRA
1.63789958118598,2.840020601365027,0.5767210211076428,0.667392863812558,1.1868260445349517,0.4423076923076923,NE.EXP.GNFS.ZS,XGB,BRA
1.6468059481642632,2.840020601365027,0.579857043069597,0.6637658096025836,1.1732189080447415,0.4423076923076923,NE.EXP.GNFS.ZS,RF,BRA
1.7853602723017274,2.840020601365027,0.6286434230243302,0.6048074466882531,1.1941389684810948,0.4807692307692308,NE.EXP.GNFS.ZS,ARIMA,BRA
3.7469236077505594,4.168959995740783,0.8987669854300839,0.19221790590091925,0.9075957325099019,0.38461538461538464,NY.GDP.MKTP.KD.ZG,XGB,BRA
3.449696253834881,4.168959995740783,0.8274716613638082,0.3152906496398191,0.8299501606186802,0.3269230769230769,NY.GDP.MKTP.KD.ZG,RF,BRA
3.7578471621559393,4.168959995740783,0.9013871963259764,0.1875011222995957,0.9347452064440799,0.3076923076923077,NY.GDP.MKTP.KD.ZG,ARIMA,BRA
154048.70619285892,273603.05744796473,0.5630372249117016,0.68298908336373,0.9452308048117712,0.5,EN.ATM.GHGT.KT.CE,XGB,BRA
167680.82754431895,273603.05744796473,0.6128616730688742,0.6244005696832204,1.215608368598086,0.4807692307692308,EN.ATM.GHGT.KT.CE,RF,BRA
169147.3035871125,273603.05744796473,0.6182215402299801,0.6178021271956711,1.2797647794448042,0.4423076923076923,EN.ATM.GHGT.KT.CE,ARIMA,BRA
0.5668490953269003,3.1050703338683037,0.1825559598905183,0.9666733215084515,1.966828712992014,0.8269230769230769,SP.DYN.LE00.IN,XGB,CAN
0.59535782746486,3.1050703338683037,0.1917373081604763,0.9632368046593746,2.8008226837134904,0.8461538461538461,SP.DYN.LE00.IN,RF,CAN
0.14727380906276488,3.1050703338683037,0.04743010406443542,0.9977503852284368,0.5853550589399799,0.8846153846153846,SP.DYN.LE00.IN,ARIMA,CAN
0.26950780661455265,2.2976501937758815,0.11729714442373516,0.9862413799100375,1.3477331287233734,0.8653846153846154,SP.URB.TOTL.IN.ZS,XGB,CAN
0.538541537088649,2.2976501937758815,0.23438795798747236,0.9450622851504629,2.661465887476054,0.8653846153846154,SP.URB.TOTL.IN.ZS,RF,CAN
0.11892810919254944,2.2976501937758815,0.051760755190113146,0.9973208242221492,0.5146785029633567,0.9038461538461539,SP.URB.TOTL.IN.ZS,ARIMA,CAN
0.10060590781559202,0.18481119165104593,0.5443712954654424,0.703659892673276,1.09197104881166,0.75,NV.AGR.TOTL.ZS,XGB,CAN
0.09719100933811926,0.18481119165104593,0.5258935266303133,0.723435998648332,1.0813985683275351,0.6153846153846154,NV.AGR.TOTL.ZS,RF,CAN
0.12100708617095929,0.18481119165104593,0.6547605969634169,0.5712885606641099,1.170848554046609,0.6730769230769231,NV.AGR.TOTL.ZS,ARIMA,CAN
215.9726447543506,608.1873608571327,0.3551087356533935,0.8738977858626482,1.2378090454824706,0.6153846153846154,EG.USE.PCAP.KG.OE,XGB,CAN
250.75916842666362,608.1873608571327,0.4123057869424692,0.8300039380537512,1.461288194603195,0.5961538461538461,EG.USE.PCAP.KG.OE,RF,CAN
196.45056441837986,608.1873608571327,0.3230099424320779,0.8956645770900257,1.0491116819819815,0.6730769230769231,EG.USE.PCAP.KG.OE,ARIMA,CAN
7.71120601120134,33.13043125830312,0.23275296210545898,0.9458260586311348,1.1914007866217833,0.5192307692307693,FS.AST.PRVT.GD.ZS,XGB,CAN
9.34620849041658,33.13043125830312,0.28210343588794184,0.9204176514602178,1.6347724239436567,0.5576923076923077,FS.AST.PRVT.GD.ZS,RF,CAN
7.74501407844953,33.13043125830312,0.23377341568738202,0.9453499901178545,1.0402818708704336,0.5192307692307693,FS.AST.PRVT.GD.ZS,ARIMA,CAN
1.775290978951295,5.53825102812204,0.32055083273343005,0.8972471636339046,1.2973801764735633,0.6153846153846154,NE.IMP.GNFS.ZS,XGB,CAN
1.8590855710996428,5.53825102812204,0.33568098695050275,0.8873182749999364,1.3799590662466945,0.5,NE.IMP.GNFS.ZS,RF,CAN
1.508777702126478,5.53825102812204,0.2724285509026643,0.9257826846530745,1.1450751494957805,0.5576923076923077,NE.IMP.GNFS.ZS,ARIMA,CAN
85250458602.11086,581286490875.2269,0.1466582484546503,0.978491358160214,1.1286368405742104,0.75,NY.GDP.MKTP.CD,XGB,CAN
137581335475.615,581286490875.2269,0.23668421275103538,0.9439805834344226,1.8219064202240196,0.7692307692307693,NY.GDP.MKTP.CD,RF,CAN
84278637702.51752,581286490875.2269,0.14498640347829433,0.9789789428064293,0.8113081253602432,0.75,NY.GDP.MKTP.CD,ARIMA,CAN
1.929239571779686,6.27632445803065,0.30738365817133556,0.9055152866892076,1.1313918604675381,0.5576923076923077,NE.EXP.GNFS.ZS,XGB,CAN
2.3230002382512263,6.27632445803065,0.37012112005760206,0.8630103564873062,1.3918945205321331,0.5961538461538461,NE.EXP.GNFS.ZS,RF,CAN
1.7150806821841609,6.27632445803065,0.2732619534972718,0.9253279047708549,1.0426895328178634,0.5961538461538461,NE.EXP.GNFS.ZS,ARIMA,CAN
1.773253186812521,1.4605021039744672,1.214139426425312,-0.4741345468003857,1.1787006117334433,0.7884615384615384,NY.GDP.MKTP.KD.ZG,XGB,CAN
1.4735941530324819,1.4605021039744672,1.008964074082733,-0.018008502789627068,1.0176792467318145,0.6730769230769231,NY.GDP.MKTP.KD.ZG,RF,CAN
1.8032723960172665,1.4605021039744672,1.2346934599477932,-0.5244679400378527,1.3881931845708055,0.7307692307692307,NY.GDP.MKTP.KD.ZG,ARIMA,CAN
50657.23228554425,77673.81604967653,0.6521790078286646,0.5746625417476185,1.215857530700759,0.5384615384615384,EN.ATM.GHGT.KT.CE,XGB,CAN
49095.61484966755,77673.81604967653,0.6320741962551228,0.6004822104284404,1.240955779604387,0.5,EN.ATM.GHGT.KT.CE,RF,CAN
57400.05525613111,77673.81604967653,0.7389884799714324,0.45389602646951177,1.3704231910591922,0.4423076923076923,EN.ATM.GHGT.KT.CE,ARIMA,CAN
2.433503471032131,5.415638614353951,0.4493474628425574,0.7980868576369565,2.928440256047274,0.9230769230769231,SP.DYN.LE00.IN,XGB,CHN
2.2706127067151387,5.415638614353951,0.4192696131342596,0.8242129915022484,3.37847395997366,0.9615384615384616,SP.DYN.LE00.IN,RF,CHN
0.12397073465919928,5.415638614353951,0.022891249488217216,0.9994759906968682,0.2340440258676355,1.0,SP.DYN.LE00.IN,ARIMA,CHN
1.0960263965639239,13.860955359476277,0.07907293315208658,0.9937474712427257,1.168826993225408,0.9423076923076923,SP.URB.TOTL.IN.ZS,XGB,CHN
1.9638824606981327,13.860955359476277,0.14168449502692404,0.9799255038689655,1.998205560050492,0.9230769230769231,SP.URB.TOTL.IN.ZS,RF,CHN
0.1673955908732308,13.860955359476277,0.012076771516242419,0.9998541515897444,0.13977533846759155,0.9423076923076923,SP.URB.TOTL.IN.ZS,ARIMA,CHN
1.637581913074849,10.22115763814509,0.16021491606424662,0.9743311806705264,1.1550473310489222,0.6730769230769231,NV.AGR.TOTL.ZS,XGB,CHN
1.9108582863765449,10.22115763814509,0.18695125875422097,0.9650492268502123,1.4842426122709442,0.6730769230769231,NV.AGR.TOTL.ZS,RF,CHN
1.7874643845350973,10.22115763814509,0.17487885891362515,0.9694173847050684,1.2205713527905075,0.6923076923076923,NV.AGR.TOTL.ZS,ARIMA,CHN
62.12224568025994,622.2764174800895,0.09983062821474768,0.9900338456702489,1.1002939847382665,0.75,EG.USE.PCAP.KG.OE,XGB,CHN
113.39122959464343,622.2764174800895,0.18222003342794446,0.9667958594175188,2.066846794468861,0.75,EG.USE.PCAP.KG.OE,RF,CHN
32.131453335155605,622.2764174800895,0.05163533830395186,0.9973337918382364,0.6137161097887439,0.7115384615384616,EG.USE.PCAP.KG.OE,ARIMA,CHN
6.318813539367595,34.97290277767516,0.18067741129573006,0.9673556730474736,1.048270109190351,0.8076923076923077,FS.AST.PRVT.GD.ZS,XGB,CHN
6.785065687987716,34.97290277767516,0.19400922282947988,0.9623604214571012,1.2350998826913389,0.7692307692307693,FS.AST.PRVT.GD.ZS,RF,CHN
6.128538193903123,35.30116460645376,0.17360725240160216,0.9698605219135664,0.9808246840338011,0.7058823529411765,FS.AST.PRVT.GD.ZS,ARIMA,CHN
2.2019650427933257,7.837387736147127,0.28095650195250077,0.9210634440106145,1.1494416840762154,0.6538461538461539,NE.IMP.GNFS.ZS,XGB,CHN
2.1686035439535116,7.837387736147127,0.27669979040996134,0.9234372259870834,1.0984786199788548,0.6346153846153846,NE.IMP.GNFS.ZS,RF,CHN
2.007548306701652,7.837387736147127,0.2561501834906749,0.9343870834976936,1.048891515540521,0.5576923076923077,NE.IMP.GNFS.ZS,ARIMA,CHN
527443656024.5046,4064438934378.589,0.12977034826705924,0.9831596567106462,1.0664450221142592,0.8653846153846154,NY.GDP.MKTP.CD,XGB,CHN
856282816375.6543,4064438934378.589,0.21067675765353114,0.9556153037845954,1.7351406547551327,0.8846153846153846,NY.GDP.MKTP.CD,RF,CHN
280545645505.5559,4064438934378.589,0.06902444594076512,0.9952356258625704,0.5143983675942154,0.8269230769230769,NY.GDP.MKTP.CD,ARIMA,CHN
2.0341125148257078,9.511597014072933,0.21385604455446608,0.9542655922075182,0.9968957210069121,0.5961538461538461,NE.EXP.GNFS.ZS,XGB,CHN
2.5029051796695163,9.511597014072933,0.26314247501931903,0.930756037840707,1.2655660230920316,0.6538461538461539,NE.EXP.GNFS.ZS,RF,CHN
2.1746479747763137,9.511597014072933,0.22863121424917413,0.9477277678709483,1.0621725317761808,0.5769230769230769,NE.EXP.GNFS.ZS,ARIMA,CHN
5.1983634283168705,4.451673335887936,1.1677324538638905,-0.36359908380698314,1.2025746595988642,0.5961538461538461,NY.GDP.MKTP.KD.ZG,XGB,CHN
4.5648070565826595,4.451673335887936,1.0254137516746067,-0.05147336212339204,1.0982922465494662,0.5384615384615384,NY.GDP.MKTP.KD.ZG,RF,CHN
4.864880223078606,4.451673335887936,1.0928205768962271,-0.19425681328780264,1.1583108321109319,0.5769230769230769,NY.GDP.MKTP.KD.ZG,ARIMA,CHN
358644.44604070357,3527446.7149458085,0.10167253399495033,0.9896626958310457,1.1127144406101845,0.7692307692307693,EN.ATM.GHGT.KT.CE,XGB,CHN
683460.6965986161,3527446.7149458085,0.19375507323832558,0.9624589715944111,2.0875578023712738,0.8076923076923077,EN.ATM.GHGT.KT.CE,RF,CHN
235643.38246670717,3527446.7149458085,0.06680281844323403,0.9955373834480403,0.7753480505528275,0.75,EN.ATM.GHGT.KT.CE,ARIMA,CHN
0.7089984206311482,3.566493477979678,0.19879425688247063,0.9604808434305463,2.1255184765695847,0.7884615384615384,SP.DYN.LE00.IN,XGB,DEU
0.76978199349527,3.566493477979678,0.21583720767977702,0.9534142997809968,2.7914772466292774,0.8653846153846154,SP.DYN.LE00.IN,RF,DEU
0.23460892607426903,3.566493477979678,0.06578139775743222,0.9956728077090785,0.5945119803416317,0.8269230769230769,SP.DYN.LE00.IN,ARIMA,DEU
0.17226384473294667,1.8539968136755955,0.09291485479493854,0.9913668297584355,1.167944783312748,0.9230769230769231,SP.URB.TOTL.IN.ZS,XGB,DEU
0.3476952263334875,1.8539968136755955,0.18753820058847506,0.9648294233200368,2.2955819973902845,0.8846153846153846,SP.URB.TOTL.IN.ZS,RF,DEU
0.07693585372689793,1.8539968136755955,0.041497295550562814,0.9982779744619893,0.4141298220971146,0.9230769230769231,SP.URB.TOTL.IN.ZS,ARIMA,DEU
0.07680410384167978,0.14395531256534477,0.5335274014761807,0.7153485118740743,1.0235443190418303,0.6730769230769231,NV.AGR.TOTL.ZS,XGB,DEU
0.06937058837946093,0.14395531256534477,0.4818897416375096,0.7677822769045344,0.9525630950558804,0.6538461538461539,NV.AGR.TOTL.ZS,RF,DEU
0.0821244671000796,0.14395531256534477,0.5704858378380536,0.674545908826214,1.0620042009262234,0.5576923076923077,NV.AGR.TOTL.ZS,ARIMA,DEU
198.58257637360202,443.0670803400797,0.4481997990488898,0.7991169401325349,1.0533560949413414,0.46153846153846156,EG.USE.PCAP.KG.OE,XGB,DEU
221.34224211531964,443.0670803400797,0.49956824132685873,0.7504315722575894,1.1857008227814871,0.46153846153846156,EG.USE.PCAP.KG.OE,RF,DEU
210.68927121203026,443.0670803400797,0.4755245437108846,0.773876408328555,1.1391708416925415,0.46153846153846156,EG.USE.PCAP.KG.OE,ARIMA,DEU
2.180595122806123,12.303517891680956,0.1772334662333068,0.9685882984469273,1.2663767304525748,0.9230769230769231,FS.AST.PRVT.GD.ZS,XGB,DEU
3.052538104063575,12.303517891680956,0.24810287032845732,0.9384449657347806,1.8485160936157914,0.6923076923076923,FS.AST.PRVT.GD.ZS,RF,DEU
2.0666674903552216,12.303517891680956,0.1679737054515605,0.9717848342768725,0.9811120061297258,0.6346153846153846,FS.AST.PRVT.GD.ZS,ARIMA,DEU
1.9158760773813703,8.096005617275909,0.23664460821187175,0.9439993294042497,1.1430652825258658,0.6730769230769231,NE.IMP.GNFS.ZS,XGB,DEU
2.10623823978237,8.096005617275909,0.2601577048424854,0.9323179686110903,1.342271165299743,0.5384615384615384,NE.IMP.GNFS.ZS,RF,DEU
1.8553198801038973,8.096005617275909,0.22916484595130052,0.9474834733801167,1.1111163465095457,0.5769230769230769,NE.IMP.GNFS.ZS,ARIMA,DEU
271473462129.1752,1242840136491.2,0.2184299123905043,0.9522883733730766,1.2844093693188858,0.6923076923076923,NY.GDP.MKTP.CD,XGB,DEU
320416878148.1802,1242840136491.2,0.2578102112575674,0.9335338949713284,1.532291511194757,0.6538461538461539,NY.GDP.MKTP.CD,RF,DEU
209940548513.86093,1242840136491.2,0.1689199940923757,0.9714660355958318,1.057411432191522,0.5769230769230769,NY.GDP.MKTP.CD,ARIMA,DEU
1.8675838324327305,11.329860728755763,0.16483731593387618,0.9728286592757155,1.1109443699915724,0.6538461538461539,NE.EXP.GNFS.ZS,XGB,DEU
2.4104261470057007,11.329860728755763,0.21274984792071772,0.9547375022097115,1.4869403156254557,0.6153846153846154,NE.EXP.GNFS.ZS,RF,DEU
1.9260117636313983,11.329860728755763,0.16999430176075178,0.9711019373688745,1.0673177399588096,0.5961538461538461,NE.EXP.GNFS.ZS,ARIMA,DEU
2.69930782101154,1.8866801390191181,1.4307183105319092,-1.0469548840912806,1.1384145203064875,0.5192307692307693,NY.GDP.MKTP.KD.ZG,XGB,DEU
2.20415657828309,1.8866801390191181,1.1682725294543184,-0.3648607030775912,0.9932779835329124,0.5384615384615384,NY.GDP.MKTP.KD.ZG,RF,DEU
2.09810037766425,1.8866801390191181,1.112059396965428,-0.2366761023791113,0.9777566627225125,0.5384615384615384,NY.GDP.MKTP.KD.ZG,ARIMA,DEU
40621.795389998595,193566.71604073484,0.2098594025919725,0.9559590311437404,1.167106105378366,0.4807692307692308,EN.ATM.GHGT.KT.CE,XGB,DEU
44922.1709175073,193566.71604073484,0.23207590559140198,0.9461407740439307,1.3741576321720845,0.5769230769230769,EN.ATM.GHGT.KT.CE,RF,DEU
40979.499517479686,193566.71604073484,0.21170736558270598,0.9551799913580304,1.153707870947787,0.4423076923076923,EN.ATM.GHGT.KT.CE,ARIMA,DEU
0.29559192359127834,3.3479092789623484,0.08829149745745027,0.992204611476721,1.2171681389909956,0.8846153846153846,SP.DYN.LE00.IN,XGB,EUU
