mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.02884392738342285,0.008231952847513088,0.0010715007781982421,7.984486931853877e-05,0.6,0.05,3,50,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.6}",0.820344206850745,0.8162296855459971,0.8536501896084271,0.7724313186060257,0.8660693557921414,0.8257449512806673,0.03276220895086108,162,0.8479296450239899,0.8571174294134516,0.8524071804660538,0.8670018929345694,0.8516893163566479,0.8552290928389426,0.006571754446086768
0.021958208084106444,0.005435696154115541,0.0009503841400146484,0.00010061607535767573,0.6,0.05,3,50,0.8,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",0.8221038564859781,0.8159092462896289,0.8523827780614457,0.7758301985220084,0.8657693992905879,0.8263990957299299,0.031339661568791026,161,0.8465087323695362,0.8603875344272067,0.8520964530159044,0.8692190572549431,0.8558061290715668,0.8568035812278314,0.0076957734547970676
0.025453948974609376,0.008369507493806256,0.0009675502777099609,0.00015617275214451347,0.6,0.05,3,50,1.0,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",0.8236527455701884,0.8227896678664148,0.8566709743809189,0.7741656415305105,0.8653787925531735,0.8285315643802413,0.03213088991943443,160,0.8565395446916507,0.8636449760100564,0.8531660580189968,0.8671280065187595,0.853825985853526,0.8588609142185979,0.005557026355526215
0.040364551544189456,0.007249840697118135,0.001020526885986328,9.636719705661493e-05,0.6,0.05,3,100,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.6}",0.8968369722901646,0.8871018464200856,0.9120033855264242,0.8493761040486296,0.9191384317629101,0.8928913480096428,0.0244820020431292,151,0.9273270045593693,0.9266412481866284,0.9219564644832385,0.9320759641603292,0.9235786526907241,0.9263158668160578,0.003487225942065196
0.03804597854614258,0.009044322818922122,0.0011435985565185548,0.00012136855546862268,0.6,0.05,3,100,0.8,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.8938261263283179,0.8884886844129652,0.9135572458687221,0.8591765580427246,0.9202165806220506,0.8950530390549561,0.021481747836389547,148,0.921961278364554,0.9276867529386302,0.9230466786542163,0.9346403687403679,0.9288473364584671,0.9272364830312471,0.004538664128143698
0.03272333145141602,0.012251891970269234,0.0009705066680908203,9.51833856407142e-05,0.6,0.05,3,100,1.0,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",0.8936034071622018,0.890585632824005,0.909634597500565,0.8502064885168218,0.9190458735679163,0.8926151999143019,0.023629790107052337,152,0.9260203391085919,0.928534048408906,0.9187992034787781,0.9331228091754851,0.9250031587859506,0.9262959117915424,0.004681101784251045
0.059100341796875,0.007141162218342406,0.0013154983520507813,0.0006448957099316283,0.6,0.05,3,200,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.6}",0.9301117042118421,0.9218201995730582,0.9448613877796843,0.904873865688547,0.9432732896254814,0.9289880893757225,0.01476594383678302,122,0.963535296741447,0.9652759771354165,0.962700953920512,0.9661583018762044,0.962795365090709,0.9640931789528577,0.0013854665750194298
0.061644124984741214,0.0058986053637563275,0.0010133743286132812,0.00010867762201337263,0.6,0.05,3,200,0.8,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",0.9293115065206936,0.924142789862743,0.946808104574423,0.9108429518324169,0.9436377847755318,0.9309486275131617,0.013158841214430412,116,0.9626403573977182,0.9653755313191116,0.9619999321440922,0.9684422825045624,0.9662149027161798,0.9649346012163328,0.0023669920392202434
0.06296715736389161,0.008239348097026119,0.0011621475219726562,8.607889420929148e-05,0.6,0.05,3,200,1.0,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",0.9274595897854997,0.9196279733848333,0.9384161945011475,0.9004702914218183,0.9392782698021536,0.9250504637790906,0.014286114834119353,126,0.9609491836472893,0.9624258317919941,0.9566415874994554,0.9650366485756063,0.9580425082165412,0.9606191519461774,0.003011557779533231
0.03339858055114746,0.014615399655699302,0.0010936260223388672,0.00013661080834705163,0.6,0.05,5,50,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.6}",0.9024191981112308,0.8979293218962507,0.9295688964433613,0.8658609015169082,0.930624836812478,0.9052806309560459,0.023867941774473784,136,0.9436091332901398,0.9429048879641332,0.9415594525597792,0.9481538050858211,0.943952362609993,0.9440359283019732,0.00221622339855224
