mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.04686579704284668,0.01064547208901394,0.001497173309326172,0.00010317389843758256,5,sqrt,2,50,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50}",0.8737964717844963,0.8605749062840762,0.9047566675815967,0.8312150288013399,0.900190414493595,0.8741066977890208,0.026991412765790014,41,0.9069244889383148,0.9082294685474845,0.9061863531590449,0.917849259792171,0.9062943564091684,0.9090967853692368,0.004436240356508218
0.0836573600769043,0.0019580787532836523,0.0023685455322265624,0.00010376973577590657,5,sqrt,2,100,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.873014999380216,0.8573250320405932,0.9081200051059842,0.8326192808841277,0.9033857846124806,0.8748930204046804,0.028337608776050786,37,0.9077410539394947,0.9076741141898248,0.9083505704580666,0.9177493406149773,0.9065723275722695,0.9096174813549265,0.0041061616039719095
0.17346858978271484,0.014925067679048961,0.004181194305419922,0.00015485138228000419,5,sqrt,2,200,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",0.8704321906933589,0.8610741576462606,0.9022093949719613,0.8274592163867789,0.9042855948464685,0.8730921109089657,0.02847706835338009,45,0.9038331071166261,0.9074341895708122,0.9061105461697998,0.9162967074326596,0.9061089995586049,0.9079567099697006,0.004327933462488441
0.04242949485778809,0.00027600796989662665,0.0015984535217285155,9.794316481835472e-05,5,sqrt,5,50,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 50}",0.8648591826979535,0.8609940370609813,0.9034084014366871,0.8298897360908739,0.9011604451900639,0.8720623604953118,0.027503442034721538,51,0.9062994039325549,0.9054170328855593,0.9049830538389295,0.9201987928813663,0.905889978704031,0.9085576524484882,0.005837354993540844
0.08569755554199218,0.0024816012205203866,0.002663993835449219,0.0002714604500376897,5,sqrt,5,100,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",0.8643886693156161,0.8611461500532576,0.9016330784745686,0.8353224427479022,0.9037952050651992,0.8732571091313087,0.026084993416185732,43,0.9067903425897955,0.9076429465620421,0.9063609974276757,0.9201898484873228,0.905134013603125,0.9092236297339923,0.005542508875610654
0.16510186195373536,0.002270797215063981,0.0042766094207763675,0.00010827307739119825,5,sqrt,5,200,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 200}",0.8654783667646315,0.8631867471802349,0.9023351806473754,0.8269758608865339,0.9035842663893375,0.8723120843736225,0.02851203364620191,49,0.9036293846573523,0.9073472536670781,0.9070954678631746,0.9176818147858645,0.9041400942859007,0.9079788030518741,0.005078990012818537
0.04153323173522949,0.0004131092968491971,0.0015106678009033203,0.0001815146517438221,5,sqrt,10,50,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 50}",0.8658563811164985,0.8699889165827138,0.9062053119213367,0.8275677654473552,0.9022842950047737,0.8743805340145355,0.028547571362336707,39,0.9043203435397125,0.9092915955432767,0.9088271518484249,0.9166615553109477,0.908797239674612,0.9095795771833949,0.003976809827119633
0.08229312896728516,0.0004606260917673983,0.00254206657409668,0.00016569685759488598,5,sqrt,10,100,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",0.8669507439868412,0.8615354280388979,0.9036686084270272,0.8286977280408635,0.9023507816577901,0.8726406580302839,0.028043207743847408,47,0.9056461577726992,0.9080798015775805,0.9073708934226202,0.915108419057603,0.9054858483221844,0.9083382240305374,0.003527642818991251
0.1827627658843994,0.03016604250626796,0.004666042327880859,0.0005191460492331593,5,sqrt,10,200,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 200}",0.8635618413287545,0.8600714617475622,0.9013478471988231,0.8243940064804836,0.9030977170198401,0.8704945747550926,0.02931503293122056,53,0.9003400226964803,0.9059818986974639,0.9060359869892898,0.9135636564359249,0.9035166613954276,0.9058876452429174,0.004366914634965546
0.0449103832244873,0.0016861320778751821,0.0016522407531738281,4.870816298812055e-05,5,log2,2,50,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 50}",0.8737964717844963,0.8605749062840762,0.9047566675815967,0.8312150288013399,0.900190414493595,0.8741066977890208,0.026991412765790014,41,0.9069244889383148,0.9082294685474845,0.9061863531590449,0.917849259792171,0.9062943564091684,0.9090967853692368,0.004436240356508218
0.08370041847229004,0.0008403943035750862,0.0025262355804443358,0.0001448919275172486,5,log2,2,100,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",0.873014999380216,0.8573250320405932,0.9081200051059842,0.8326192808841277,0.9033857846124806,0.8748930204046804,0.028337608776050786,37,0.9077410539394947,0.9076741141898248,0.9083505704580666,0.9177493406149773,0.9065723275722695,0.9096174813549265,0.0041061616039719095
