mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.02980780601501465,0.00745595236954085,0.0011609554290771484,9.96096274428815e-05,0.6,0.05,3,50,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.6}",0.22254299676218658,0.0676271258833816,0.2533258222245338,0.11133299939148478,0.1690132119476041,0.16476843124183818,0.06854211649160794,161,0.4454944576485582,0.437076393106855,0.4158373425092666,0.421272422817106,0.4448910317854926,0.4329143295734557,0.012216229133671869
0.020343446731567384,0.002551995275886404,0.0009450435638427735,6.15780128634496e-05,0.6,0.05,3,50,0.8,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",0.22798405649234232,0.0951964664075835,0.23113045230885343,0.09957388175446269,0.1706673572488292,0.16491044284241424,0.059203745120109154,160,0.46983438035321334,0.45566233140279244,0.43205089556427934,0.43164892516069375,0.47088895875956205,0.45201709824810815,0.01732282950363069
0.021419239044189454,0.0029435879410982424,0.0008771419525146484,0.00013263377914431341,0.6,0.05,3,50,1.0,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",0.20240117280556402,0.12964956891827994,0.19594235272083116,0.09680781681671558,0.19679645413169877,0.16431947307861788,0.04304602805136298,162,0.46493614867327027,0.46640493113248804,0.4340551293883649,0.4399154539695207,0.481559377253732,0.4573742080834752,0.017732720256439915
0.04082555770874023,0.001958159338300871,0.0011025428771972655,0.00015515614362199187,0.6,0.05,3,100,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.6}",0.2540369204928212,0.02108576037261467,0.3221120551392882,0.12083463452427956,0.1914744619074369,0.1819087664872881,0.10444618151828078,152,0.581252536538333,0.5553370933990013,0.5427990983090167,0.5348488845027246,0.5758924181449419,0.5580260061788034,0.018082855601292844
0.0388373851776123,0.004783449693835261,0.001132631301879883,0.00015033728094518325,0.6,0.05,3,100,0.8,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.2567452022515453,0.11149865213306365,0.316068925175668,0.10768644059234012,0.18765821528812565,0.19593148708814853,0.08138286165782617,150,0.5906929829382237,0.5782903022173281,0.5565886959707218,0.5435907379384838,0.5920272710347353,0.5722379980198986,0.019154103193249044
0.026447820663452148,0.0045940247616584814,0.0009133338928222657,0.00011860603281850525,0.6,0.05,3,100,1.0,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",0.22352516111560938,0.19867818446087016,0.30096209052912537,0.11640750644136777,0.21516375995985193,0.21094734050136493,0.05893546877908418,143,0.5669310316836411,0.5755735839089553,0.546397389466211,0.5497687338642657,0.5980007060568523,0.567334288995985,0.018737023357402485
0.05678057670593262,0.014159817716620305,0.001071596145629883,0.0001649038161448662,0.6,0.05,3,200,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.6}",0.2668252943446382,0.042200435542928405,0.39975974174905693,0.13633025771039864,0.22958435767868413,0.21494001740514124,0.12089940167998674,140,0.7087909398233738,0.6899608285865919,0.6677060530215444,0.6612706583211387,0.7031442811582944,0.6861745521821887,0.01884196365116192
0.05178360939025879,0.009878363051087009,0.0010144233703613282,0.00013918544213826226,0.6,0.05,3,200,0.8,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",0.28319323910034266,0.19803408825718893,0.38995613126520146,0.11908559104747252,0.236507425943008,0.2453552951226427,0.09011407369888538,107,0.7170404319837593,0.7085679627486413,0.682121595621203,0.6764503327209606,0.7218313717951172,0.7012023389739362,0.018479129737928094
0.047903823852539065,0.006889588760823549,0.0010330677032470703,0.00014008847593245552,0.6,0.05,3,200,1.0,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",0.25782267180196494,0.24418497662469651,0.39636504669984673,0.12718588650423923,0.2548955535411055,0.2560908270343706,0.08536921884946029,92,0.692679522332545,0.6967466215210145,0.6682773658453297,0.6653621344622026,0.711746501170383,0.686962429066295,0.01765429195420579
0.02083163261413574,0.0015883671802754662,0.0011415958404541015,0.00047921644274734126,0.6,0.05,5,50,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.6}",0.2617955376224552,0.15413479721074053,0.3549173399342773,0.12295505713941468,0.24247228390470077,0.22725500316231767,0.08239821556665318,128,0.5930329325907053,0.5800989956820508,0.56562804170095,0.6026651866376911,0.5939595834900986,0.5870769480202991,0.012919636276125473
