mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.018286514282226562,0.001236736774387127,0.0011334419250488281,6.347900824924403e-05,0.6,0.05,3,50,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.6}",0.8871408894688988,0.9295465695170703,0.9259486607825559,0.9387655391634344,0.9489496264011943,0.9260702570666307,0.021034404788980905,162,0.9516946773430429,0.9511919138761168,0.9531193606039692,0.9515974129918533,0.9521003117095814,0.9519407353049127,0.0006563185945820658
0.023997926712036134,0.0033289832967947604,0.001092386245727539,0.00015254984321695918,0.6,0.05,3,50,0.8,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",0.8974114415777364,0.9400603683157241,0.9385793655468526,0.938530536926128,0.9517115649831148,0.9332586554699113,0.018589774612845486,161,0.9568644607158969,0.9571731166944429,0.9562792287587094,0.9570975346135773,0.9557981407699843,0.9566424963105223,0.0005258869915428521
0.021777248382568358,0.0014104168055552745,0.0011427879333496093,0.00019437355373160526,0.6,0.05,3,50,1.0,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",0.9026788089669736,0.9373141066336863,0.9387202613737985,0.9401299458147016,0.9534331048181819,0.9344552455214684,0.016902465702289038,160,0.9608241379560368,0.9588230161180481,0.9587729311566305,0.9582700915623763,0.9603239055912683,0.9594028164768721,0.0009883875361883147
0.06818642616271972,0.01797215119474242,0.0011904239654541016,6.763208533129112e-05,0.6,0.05,3,100,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.6}",0.9362317204565423,0.973538670218182,0.9678083401523139,0.9671580293304768,0.9797227844504595,0.9648919089215948,0.015031757219674785,132,0.9855081405887476,0.9847119441025253,0.9847655852651735,0.9838834343003855,0.9850009518892568,0.9847740112292177,0.0005267824163650282
0.040033388137817386,0.009881465140795118,0.0011055469512939453,0.00023713179476419363,0.6,0.05,3,100,0.8,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.941669086014117,0.9774059045508221,0.9711473512820625,0.9681736582594196,0.9806487043382806,0.9678089408889404,0.013795153152847208,124,0.9872652001427282,0.9867828675318313,0.9861655770969021,0.9865584048100142,0.9869126503776701,0.9867369399918292,0.0003661618861913465
0.037952423095703125,0.005938126453984496,0.001053190231323242,0.00013343899163859735,0.6,0.05,3,100,1.0,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",0.9407840512315981,0.9715790649779955,0.9723081913010854,0.9684723040989106,0.9782270094457342,0.9662741242110648,0.013130115330327874,127,0.9876205251537415,0.9867249455876481,0.9867059591232066,0.9860700343044891,0.9874271893415613,0.9869097307021294,0.000557449662496243
0.08221735954284667,0.008569010759390018,0.0012415409088134765,0.00014253248921828365,0.6,0.05,3,200,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.6}",0.952913364686093,0.9843492804170656,0.9790457247852665,0.9783588426911172,0.984661223987159,0.9758656873133404,0.011768350720265835,77,0.993421623100007,0.9929055672889369,0.9922836069043358,0.991685141244227,0.9930767971279542,0.9926745471330921,0.0006172610706169418
0.08614020347595215,0.007773953012855376,0.001170969009399414,0.00014663859844288015,0.6,0.05,3,200,0.8,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",0.9551164154824081,0.9853962226029453,0.9804557688018363,0.9790692800438491,0.9840973139910569,0.9768270001844191,0.011098056626771304,70,0.9941092307031297,0.9933865305523965,0.9931653272333868,0.9932274884387376,0.9940104243048492,0.9935798002465,0.00039974950936382604
0.08038415908813476,0.0339180923715358,0.0012769699096679688,0.00032410537808854104,0.6,0.05,3,200,1.0,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",0.9544429551389204,0.9810804342333987,0.9803462211130142,0.9804755396094722,0.9823222548335121,0.9757334809856635,0.010668203524085066,79,0.9941832693602819,0.9928816473668737,0.9928854099382866,0.9926966809978139,0.9936661137542192,0.9932626242834951,0.0005688790708461769
0.025972890853881835,0.0020673379858210965,0.0008765697479248047,3.9464605751280896e-05,0.6,0.05,5,50,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.6}",0.9148550913529482,0.952045532790933,0.9396745169534142,0.9565902850941506,0.9548356977449327,0.9436002247872757,0.015543452800386796,155,0.9726722270910554,0.9708818948272563,0.9724942525909297,0.9717168844859526,0.9724941491701318,0.9720518816330651,0.0006718948340766513
