target,rmse,std,rmse/std,r2,mase,da
SP.DYN.LE00.IN,6.706388623016901,8.841457243757194,0.7586910250898756,0.42424403207533123,1.8198405270833178,0.7679012345679013
SP.URB.TOTL.IN.ZS,18.630765785069496,19.21450218999915,0.9689440393967947,0.060486554974751014,3.2554514984940903,0.7308641975308643
NV.AGR.TOTL.ZS,9.832914039727894,9.948330254257927,0.9869701087507851,0.025242081109237535,2.7531516130074154,0.562962962962963
EG.USE.PCAP.KG.OE,2154.3924244127406,2138.3961985717187,1.0070750778005864,-0.014356843943613317,4.010162933661265,0.6567901234567901
FS.AST.PRVT.GD.ZS,38.013147837498,46.77477029512699,0.8129671466855118,0.338318944501217,2.538810791329955,0.4962962962962963
NE.IMP.GNFS.ZS,8.718578692524455,9.180806733910227,0.9498447741829775,0.09762029330989026,1.9102819167646399,0.5777777777777777
NY.GDP.MKTP.CD,3182877574799.6455,3001552356209.84,1.0591398968781829,-0.12200187431219378,2.05837862314317,0.6049382716049382
NE.EXP.GNFS.ZS,11.568120279378336,11.734009971442642,0.9840601015758794,0.030567183848698963,2.004910949933076,0.5497942386831276
NY.GDP.MKTP.KD.ZG,4.591253462133585,4.681038500010852,0.9818076643091043,0.03599090206865134,0.8647676056714613,0.5069958847736625
EN.ATM.GHGT.KT.CE,2032779.633447115,1884450.0710822586,1.077953428134966,-0.1621926743532241,3.54543119128222,0.6106995884773663
