country_code,indicator_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
ARG,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3,25.7,32.0,35.5,
ARG,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,40.8,,,,,,42.8,45.3,,,,46.8,45.5,44.9,45.9,48.9,49.5,49.1,50.7,49.8,51.1,53.3,53.8,50.9,48.4,47.7,46.3,46.2,44.9,43.7,43.6,42.6,41.3,40.9,41.6,,42.0,41.1,41.3,42.9,
AUS,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,31.3,,,,32.5,,,,33.2,,,,,,32.6,,,,,,33.5,,33.5,33.1,,,,35.4,,34.7,,,,34.4,,,,,,
BRA,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,57.9,58.4,59.0,58.4,55.6,58.5,59.7,61.4,63.3,60.5,,53.2,60.1,,59.6,59.9,59.8,59.6,59.0,,58.4,58.1,57.6,56.5,56.3,55.6,54.9,54.0,53.7,,52.9,53.5,52.8,52.1,51.9,53.3,53.3,53.9,53.4,
CAN,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,SI.POV.GINI,,,,,,,,,,,,37.3,,,,33.3,,,,,,32.4,,,,,,31.5,,,,31.0,,,31.3,,,31.6,33.2,,33.3,,,,33.7,,,33.8,,,33.6,,33.5,33.8,33.2,33.7,32.7,33.3,,,
CHN,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8,,,,,30.2,,,,,17.2,12.7,10.2,8.5,7.2,5.7,4.5,3.1,1.7,0.6,
CHN,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2,,,,,,35.2,,,38.7,,,42.0,,,40.9,,,43.0,,43.7,42.4,42.2,39.7,39.2,38.6,38.5,,,,
DEU,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,12.5,15.2,15.2,15.5,15.6,15.8,16.1,16.1,16.7,16.7,16.5,16.1,16.0,14.8,,
DEU,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2,,,29.2,28.9,,,28.3,,28.8,30.3,29.9,30.0,30.4,32.1,31.3,31.3,31.1,30.5,30.2,30.5,30.9,31.1,30.9,31.7,31.9,,,,
EUU,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUU,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,13.0,13.2,13.1,12.5,12.9,13.3,14.0,14.1,13.7,13.3,13.6,13.6,13.2,13.4,13.6,,
FRA,SI.POV.GINI,,,,,,,,,,,,,,,,,,,35.2,,,,,,36.9,,,,,32.2,,,,,32.3,,,,,,31.1,,,31.4,30.6,29.8,29.7,32.4,33.0,32.7,33.7,33.3,33.1,32.5,32.3,32.7,31.9,31.6,32.4,,
GBR,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,18.6,,,
GBR,SI.POV.GINI,,,,,,,,,,33.7,,,,,30.0,,,,,28.4,,,,,,,31.9,,,,,35.9,,,36.1,36.3,,,,37.0,38.4,37.3,35.1,35.1,36.0,34.3,34.6,35.7,34.1,34.3,34.4,33.2,32.3,33.2,34.0,33.2,34.8,35.1,,,
IDN,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1,18.4,18.2,17.4,16.7,16.0,17.8,16.6,15.4,14.1,13.3,12.5,12.0,11.4,11.3,11.2,10.9,10.6,9.8,9.4,
IDN,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,32.4,,,30.6,,,31.2,,,32.0,,,34.5,,31.1,31.1,28.6,29.0,31.7,31.9,32.7,33.0,34.3,35.7,35.2,35.1,36.4,39.7,39.7,40.0,39.4,39.7,38.6,38.1,37.8,38.2,
IND,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3,,,,,,,,,,,37.2,,,,,29.8,,21.9,,,,,,,,,
IND,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,32.1,,,,32.6,,,,,,31.7,,,,,,,,,,,34.4,,,,,35.4,,35.7,,,,,,,,,
ITA,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,19.2,19.3,19.5,18.9,18.4,18.7,19.8,19.5,19.3,19.4,19.9,20.6,20.3,20.3,20.1,,
ITA,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,34.5,,32.6,,31.5,,35.5,,35.2,,,36.7,,35.3,,,34.9,34.3,33.8,33.7,32.9,33.8,33.8,34.7,35.1,35.2,34.9,34.7,35.4,35.2,35.9,,,
JPN,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,,32.1,,,32.9,,,,,,,
KOR,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7,,32.3,,32.0,,31.6,,31.2,,31.4,,,,
MEX,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4,,,,45.5,,46.2,,43.6,,41.9,,
MEX,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,48.5,,,,,50.6,,,52.6,,52.8,,53.6,,51.7,,52.6,,50.1,,50.0,50.1,48.9,,49.9,,47.2,,48.7,,48.7,,46.3,,45.4,,
RUS,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,24.6,20.3,17.6,17.8,15.2,13.3,13.4,13.0,12.5,12.7,10.7,10.8,11.2,13.3,13.3,13.2,12.6,,
RUS,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4,,,46.1,38.4,38.1,37.4,37.1,36.9,37.3,40.0,40.3,41.3,41.0,42.3,41.6,39.8,39.5,39.7,40.7,40.9,39.9,37.7,36.8,37.2,37.5,,
SAU,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,18.6,16.3,16.7,17.1,16.9,16.1,16.3,15.0,15.0,14.7,14.3,13.5,13.9,14.4,,
TUR,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5,,,,,,,41.3,,,,,,,,41.4,42.2,41.3,42.6,39.6,38.4,39.0,39.0,38.8,40.0,40.2,40.2,41.2,42.9,41.9,41.4,41.9,41.9,
USA,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,SI.POV.GINI,,,,,,,,,,,,,,,35.3,,,,,34.5,,,,,,,37.4,,,,,38.0,38.4,40.4,40.0,39.9,40.3,40.5,40.0,40.0,40.1,40.6,40.4,40.8,40.3,41.0,41.4,40.8,40.8,40.6,40.0,40.9,40.9,40.7,41.5,41.2,41.1,41.2,41.4,,
ZAF,SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6,,,62.1,,53.2,,,,55.5,,,,,,
