country_code,year,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
ARG,1982,-0.9129905557140078,-1.7636015411848434,-3.6568175164422194,-0.38244556992278916,0.17469027125519773,0.13687875764351898,-1.4482440917973711,-0.41301995253803886,0.8697035178486721,1.1088611728558657,0.1783680673699391,-0.07275343135108579
ARG,1983,-0.807304668168517,-1.8292211127676996,-3.6152716951352866,-0.17526928157376212,-0.257042548812458,-0.20454912955991966,-0.6002174214380094,0.3158223658715406,1.2268032392827024,0.9527793713460937,0.19977968426179685,0.0461931800568159
ARG,1984,-1.071872020206036,-1.8456010923627901,-3.6784061313302994,-0.22745409592439425,0.2611734823778505,0.2761855250241796,-1.1393404329624102,-0.16422488534175742,1.1143456240259941,0.7587658008835245,0.728424729834085,0.3671205995425773
ARG,1985,-1.2516510164066597,-2.111186816306466,-3.8183533442016255,-0.6365336277349761,0.5691396533988337,0.48683384606840713,-2.1319890007844324,-1.0118374258194613,0.7304647695784148,0.6885290483076597,0.04085466317501566,-0.027074518061084452
ARG,1986,-0.9317286747027914,-2.175842303119552,-3.6935713294339045,-0.24429273363413276,-0.2937520993722155,-0.12596105376702493,-0.1789579277220686,0.427372341084682,1.6429994046921217,0.7205261440024952,0.22667698142352144,0.2565833041408514
ARG,1987,-1.1706842724542807,-2.089171469177274,-3.7124999146851136,-0.34340599563313323,-0.046067190321665265,0.12964388814844963,-0.7496706006332946,-0.05119517421118607,1.397202148014675,0.8051265091124878,0.19331486717868732,0.30187993587192136
ARG,1988,-1.232359448727498,-2.0631883739357257,-3.7252073714660368,-0.2926193160421389,0.19928053565446746,0.06533551352107245,-1.3958077174584862,-0.46273535620589246,1.126760294428481,0.7948209766068934,-0.18669442737338438,0.09766786702204527
ARG,1989,-1.6171260267911207,-2.1027959169087813,-3.731330736822261,-1.2807711758604283,0.8445727514746071,1.5328519058604047,-2.464555554656116,-1.672373945188105,0.8980761442731224,1.3895310176912834,0.6406290409253158,0.49600839786220646
ARG,1990,-1.2570477376504678,-2.1582905774413996,-3.795981337153507,-0.2200455031757153,0.27917601076673454,0.08387403752717412,-1.6503396615243617,-0.5659046655593314,1.0261091647655451,0.7424142460947302,-0.3594622913377447,0.03981994939135004
ARG,1991,-1.0655677028954855,-2.1092074302133375,-3.5266405909031353,0.16059925890159976,-0.6121074751727801,-0.5001295573943163,0.3135638805628661,1.0039599246351292,1.8100930707723462,0.6097250513689108,-0.09241022208103855,0.4513345898300696
ARG,1992,-1.246881927402892,-1.9032697997357062,-3.3803053558751,0.24886012623888865,-0.5334264726811918,-0.6266781020731897,0.11882002860909138,0.9627020436767294,1.6164117229930537,0.497533274742372,-0.2813949154489756,0.3393741664367954
ARG,1993,-1.4787560976879417,-1.4547139423687931,-3.1405684968675294,0.3005702596418053,-0.5653683569918331,-0.531074723763075,0.28575950351852475,1.00123732139291,1.536062597809305,0.3303445648593094,-0.3421423638785795,0.20514635370592713
ARG,1994,-1.772443404191428,-1.1939917539411335,-3.086278672654331,0.29429007836860294,-0.39146840198483734,-0.44336538770818207,-0.14977746234809017,0.7456818424579214,1.2249620638226206,0.1916410352956993,-0.2960699031563828,0.2295768018366
ARG,1995,-2.312151907725464,-0.7770487931726864,-3.0898119819637158,0.15183799750642057,0.2936621326989072,-0.04679000386057398,-1.6933830568392323,-0.5292470865633613,0.6296084821453131,-0.016952190735652604,-0.27906472516290903,0.3229129016721818
ARG,1996,-2.2883627159220006,-0.8019090024551112,-2.9180103802023054,0.16504246185468283,-0.27790319962711,-0.23669966816402657,-0.26156545882884374,0.5069141728313873,1.1318546035600667,-0.13085720609847784,0.31454429797109384,0.7522204296297474
ARG,1997,-2.3746011827639855,-0.9503488332545202,-2.7736172260994345,0.0726188095877226,-0.3851284848227763,-0.17179631347912044,0.247407497625437,0.9194005634464664,1.2135233309334454,-0.1204903678495727,0.4907671070363358,0.8265945075505085
ARG,1998,-2.634021751996955,-0.9402666590858445,-2.790603154065944,0.036292581486474663,0.01992104653270421,0.07007429234721084,-0.43705785779564627,0.43086516979349365,0.8537084887049933,-0.09421646137529756,0.391518926831884,0.74433985686673
ARG,1999,-3.026897037721773,-0.819544643006047,-2.761147915860469,0.12134551828290044,0.7676618962196963,0.4106223659521838,-1.6453913150150803,-0.5891182980135778,0.43487150367031907,-0.21020310064531295,0.26189012922278077,0.6299408725566763
ARG,2000,-3.157020063695629,-0.7878670152682133,-2.6413137515090046,0.09977754814934708,0.6862569461222829,0.3008420230534214,-1.0620445733682466,-0.3401285255574976,0.6192165346817279,-0.34061601937992464,0.4103804167734155,0.6920526889271768
ARG,2001,-3.411911410124942,-0.6602774524447299,-2.6450699165998897,0.054395792387120036,1.129774044948601,0.4072137242207634,-1.728443861263927,-0.8875497155934486,0.5606858181193973,-0.5135954584235183,0.49068094622355524,0.7973120634580654
ARG,2002,-4.141400827962856,-1.0312082038191126,-2.8295865576374024,-2.683112360400093,1.8797000356576476,3.5056616140136403,-2.7514841049211487,-2.930161743398405,0.39567898606466156,-0.4284733603442145,3.1503613773347854,1.7885763383441058
ARG,2003,-3.547774918241264,-1.3792685786611976,-2.429937789818615,-2.2255111212910688,0.3534808892254514,2.477684646077114,0.8946115078074913,-0.22069520029445577,1.706674204796735,-0.427857351477554,3.1549694239189936,1.7931669971186543
ARG,2004,-3.661944276985582,-1.4553912666244375,-2.3663433228723507,-2.155192186844488,0.4181484066326056,1.6234989066908123,0.9576791670828305,0.15562116171298002,1.6587726489188626,-0.4122744418572886,2.639686047878041,1.404782822930766
ARG,2005,-3.6606485432860056,-1.202230860396424,-2.1440817551215394,-1.4288631473022382,0.424647715020304,0.37529915847532813,1.0422726264179196,0.6709186354551118,1.4060639184747614,-0.6618615741203858,1.6503869351489981,0.6538980770348658
ARG,2006,-3.85389475032604,-1.153717667528215,-1.90392498460745,-1.0043783415995833,0.6332423799237512,-0.2793221975362659,1.0754103486993123,0.8338376555351636,1.2615946692211912,-0.8150084986150231,1.0250795930637715,0.18199333068052576
ARG,2007,-4.104779361271042,-1.140265227073288,-1.6996731613862308,-0.8491369491564508,0.8204206961259672,-0.9062700399281102,1.2655310576084302,1.1839568315770614,1.2369459399734575,-0.8443245629041966,1.028546658217052,-0.0015567299847964334
ARG,2008,-4.415497374470623,-1.0849535345583445,-1.4893017651399845,-0.7059387977709821,1.368679518743863,-1.0544742442007653,0.5403773517458108,0.6491610157689779,0.8009758639874329,-0.9570636959305686,0.6223735706298678,-0.3220535446790466
ARG,2009,-4.844628229052829,-1.069824524221817,-1.5006399064686322,-0.28634147263573456,2.595826440843205,-0.7325648339403845,-1.1725229627695177,-0.5880374052936392,0.29577389146595123,-1.0684642177950923,0.3609867496924241,-0.6217807228644721
ARG,2010,-4.581208562855607,-1.3084271873630053,-1.0937146355528564,-0.15222063786576218,1.5442118861813388,-1.498578154086273,1.8248085385411983,1.3413971301431618,1.4160660531099871,-1.019312574800052,0.7865384127681209,-0.402590491838416
ARG,2011,-4.898016448770968,-1.3825172897830098,-0.8908096537621067,-0.042909010720011596,2.062418769971169,-1.5650148199101561,1.2309777156560733,0.9030147291886058,0.9956580977883533,-1.1141843151627546,0.4824364707234675,-0.6015924194248791
ARG,2012,-5.159076665388352,-1.4079693708725618,-0.8626930652561552,0.20326090591614063,2.840205899158586,-1.4307414231873419,0.07777820803479998,0.03933281648155989,0.7129573136129576,-1.027546082672592,0.029824101497785856,-0.9719088410870955
ARG,2013,-5.178509088344518,-1.5098514124651323,-0.810992665437668,0.3007005527423451,2.747066321229769,-1.5265708044277249,0.7193353885209747,0.45828849978855773,0.8778479922910343,-1.0735376018385212,0.2862217602408768,-0.8945750273809815
ARG,2014,-5.320772478635852,-1.5058842480910375,-0.9347290339917687,0.267933253658662,3.1539004078446915,-1.2734297450621914,-0.08445071833927877,-0.24598746874511762,0.6103982869940011,-1.1780164580707517,0.03688364099135334,-0.971198791558415
ARG,2015,-5.349365731201078,-1.5809464210041628,-0.8478980787596889,0.695130131955126,3.0098327520217296,-1.4420946391628902,0.7545913476897265,0.43981782553026816,1.0732095577279097,-1.188052359669034,0.3379735910490682,-0.6710685576010006
ARG,2016,-5.601347689419664,-1.6480438095061618,-0.8463332707838087,0.32975133169945453,3.439188367356118,-1.1843312470322325,0.06732924628064815,-0.22139069442868825,0.6889272457581219,-1.2344429978123235,0.18680717959269755,-0.8463163172197914
ARG,2017,-5.609744362115074,-1.9170947690837918,-0.759438349857441,0.2323863252977718,3.186059225783222,-1.44614247455248,0.7427229499589415,0.44183778397205914,1.13795453159127,-1.1005101176985945,0.5028000701175759,-0.4630516366939397
ARG,2018,-5.899233556721843,-1.9949688352569355,-0.8243239933795217,-0.4365560202270646,3.5678390191063887,-0.828114980507937,-0.28238365356687567,-0.3705725294281798,0.7953401812051903,-1.1015967869322685,0.7912609912308755,-0.21742528755244173
ARG,2019,-5.943040727845617,-1.8707114113868972,-0.9608205551331073,-0.6605112695242803,3.5210384001117765,-0.5781367690373657,-0.2653230083628736,-0.3951413111706071,0.8851134142419236,-1.1270783561556008,1.1695355381468098,-0.07779714170403072
ARG,2020,-6.058305745726027,-1.8207970444817638,-1.1580027309929966,-0.635754596132632,4.158974241967179,-0.37343742198484436,-1.6158553642066817,-1.3642171604409499,0.4079459796689916,-1.1133271435191536,0.8068823644006654,-0.3714214661936881
BRA,1960,2.36402953651225,1.3110810509413922,0.37425240387070874,3.1431244334113106,0.2645349737647987,1.0561051208902297,1.2723576358159918,1.1426932546482975,0.1572810795315061,-0.5572730383192146,0.6180773603207977,0.5415400111733116
BRA,1961,2.2885518649059984,1.2322597726593767,0.479365179986717,3.0831290619987572,0.17546233553449067,1.0605712499027917,1.2445692033296085,1.080744499629034,0.3111847985263744,-0.5167206990877943,0.530175464108711,0.5882715045762359
BRA,1962,2.1524463172050234,1.141691698652048,0.21105156037264636,3.3071825525655405,0.6445878178327505,1.2126928365426541,0.3237563594833575,0.5549510365060056,0.02903612966807774,-0.49100298061076575,0.22583862929600196,0.38411510750611877
BRA,1963,1.8316895304527399,1.1938918226524229,0.30176723695164087,2.8926943839581534,0.7558165135348394,1.3608265783849824,-0.3773553339422978,0.08455053813104138,-0.4902698139904833,-0.729308609551621,-0.011684525716436377,0.27314269733337865
BRA,1964,1.9514074243429276,1.0510517870671694,0.21147127737718632,3.164250100694385,0.6703051484063639,1.299338557208211,0.014848347975146498,0.3620624817844438,-0.10786655608902004,-0.6172804707487707,0.11585189665117909,0.32953703291437164
BRA,1965,1.8763645588813025,1.0206561292989214,0.2101310708498066,3.1138834012348062,0.6729294751466653,1.3316188997010077,-0.05843082019897145,0.3076865733632963,-0.15585278333592256,-0.651825131781575,0.10687138707038407,0.2957954355379802
BRA,1966,1.775588930275112,0.9565852669223878,0.21255270188302863,3.125540412262553,0.4957832496761922,1.3377454909942004,0.0702699079163629,0.49441520850940085,0.01738502297070212,-0.6462138188160762,0.03141424622758809,0.39033280112932256
BRA,1967,1.59223866009102,0.8999816692290187,0.06562588682563664,3.3344931807500666,0.16985226249159005,1.2434904207895352,0.14955673082722232,0.5077496320947384,0.04383943027927955,-0.6983380740103893,0.3219256194479408,-0.012807259480425876
BRA,1968,1.6487244846058369,0.8607529616662121,0.1750909352843428,3.3150189824171474,-0.38326458175189126,1.1190639850375512,1.241053569313497,1.3198253642038869,0.540795255240069,-0.6689742776640379,0.5653055341864501,0.26544798945450343
BRA,1969,1.4132156804395712,0.9341567658191329,0.13009256079237702,3.3528149756151553,-0.43870429186553317,1.1643339030077131,0.9237126634816136,1.089727219097117,0.3946171166122282,-0.5656215701471057,0.5596052644280707,-0.024562749198058304
BRA,1970,1.2611825588892034,0.95525572930812,0.14141497356678373,3.304434366610374,-0.4611447656057277,1.2106010184885982,0.7507668865412961,0.9846633013241225,0.31287759584610186,-0.526436384490777,0.47948562202594963,-0.09815647678673124
BRA,1971,1.2068277296264394,1.0156719268057057,0.0006150315043121608,3.245551775469469,-0.6007938324609798,1.1891439754011486,1.3352724044474555,1.1579455561612066,0.47147418416815295,-0.46024691477602464,0.46689450973140034,-0.07465065425788174
BRA,1972,1.0750386310074473,0.967276357743255,0.1270860534583388,3.1739763193044634,-0.7924097981010686,1.3003228402387852,1.3592916608544277,1.2483877052105397,0.5361987743961253,-0.37548705422407874,0.7471659990207552,-0.04522861665360981
BRA,1973,0.9874511424970859,0.997367149524117,0.09608304965355931,3.1308917210170653,-0.9925166725467157,1.2131621629739278,1.7418685217966037,1.4545485760309722,0.6151759728755182,-0.41128903023689856,0.7529992708838894,-0.04274840292190648
BRA,1974,0.698582257536351,1.0184784076582738,0.23663310586273384,2.891394831719554,-0.7519111966610781,1.3929589521739336,0.9004515506739228,0.8714324449452558,0.19664258960859038,-0.3615848433038183,0.4954377147936208,-0.10727912381452942
BRA,1975,0.5314853639394228,1.002608644581792,0.23125727517609013,3.006021307459589,-0.48501800036922116,1.5477393175870862,0.13460588384117675,0.43359275852017115,0.031214879211499163,-0.15375659970709102,0.375620457643927,-0.26745333555587864
BRA,1976,0.6192984650742636,0.8648014360569326,0.32408765893650093,3.216171503390265,-0.8598086130008699,1.4231819565942287,0.7861558016248469,1.0340413224150935,0.42422858962912247,-0.08706069560450538,0.7440126616817977,-0.1523459025730394
BRA,1977,0.44559147244978053,0.8535202262158198,0.09598508272290564,3.1730697129060426,-0.34158620876724655,1.6033036854286133,-0.0021967326251623484,0.31795489047580655,0.038001302956501296,-0.08909483502248874,0.4384431175910814,-0.3428502185931802
BRA,1978,0.2790421251110897,0.7052939348313816,0.14875385456642162,3.1709883035922886,-0.32940133866858584,1.7485980804257104,-0.39294304695623805,0.24470551020214046,0.00909382147969661,-0.09174361001172925,0.4770361554644796,-0.2614763674164214
BRA,1979,0.2435085010034642,0.6436524595794415,0.2708423676905317,3.1379314411866757,-0.6945687799713659,1.6688060038744932,0.16147222831617097,0.7161230160755966,0.23510740702269578,-0.1118080057678746,0.6646322934488395,-0.1030581458254293
BRA,1980,0.18498833851012544,0.49249941902546746,0.38285744933858246,2.9495414576637327,-0.9704116509197288,1.7103373315355768,0.519921738889463,1.032181970921091,0.3152453070683629,-0.30366096086920347,0.9338481661537659,0.08850436873608085
BRA,1981,-0.18877495705965994,0.4907645214414406,0.23041888411600053,2.8548652562657977,0.1061942244530308,2.0924795790442405,-1.753390516623021,-0.6384071901014521,-0.5849555989545273,-0.21591268343484438,0.12898333964120476,-0.32917670714392105
BRA,1982,-0.15490979952517783,0.36487350215382647,0.22670380076904975,3.0224161160396634,-0.26396945715383124,2.0739916811219317,-1.0029820942497152,0.002599375779111167,-0.15136633152254414,-0.11938991827942384,0.4562283905591364,-0.10243921976113855
BRA,1983,-0.41241293055563516,0.36305353507468613,0.15159708047731194,2.5547017912701353,0.046395509524161174,2.675212684075527,-1.675448153759186,-0.650444616562171,-0.47374894969025394,-0.11143397445947205,0.8026238913234125,-0.07804839309967326
BRA,1984,-0.26781414261431435,0.29716568719199227,0.15225903309602876,2.4724967651432235,-0.5482346036275829,2.4996627666088527,-0.1216588333084791,0.3043945407119992,0.17540543002416784,-0.17991518755252442,1.152680837811556,0.2532820760619697
BRA,1985,-0.17368115082326538,0.1361326726617382,0.14564914636064705,2.6095194546021183,-0.7306447974435288,2.299063954658532,0.2837906602747071,0.6861730603923534,0.4223403519580578,-0.2500384450577303,1.2177380387640488,0.19558688573753644
BRA,1986,-0.2904240640825874,0.33764781390592175,0.2696935345761471,2.9797821654703727,-0.8339370569005771,2.162351619046102,0.22582173659761573,0.7615079960924026,0.5093818517234541,0.21449623780182875,0.9780418983894706,0.15151254813447823
BRA,1987,-0.5762978051773708,0.4872431532822196,0.5390995439308285,2.987836066643753,-0.6818884596951271,2.318319881865921,-0.6526058302448335,0.2596870445891583,0.2930638519542227,0.6417683684534771,0.7542272731428064,0.03716863027059393
BRA,1988,-0.8366831123891003,0.7930458607730452,0.471953218495785,3.0449282073458104,-0.475312019324216,2.3296550274944523,-1.1969316726456198,-0.16982101623160434,-0.08119639883311444,0.8930431908913203,0.31092562134101553,-0.23652731099710061
BRA,1989,-0.9191782211917202,1.119284253978142,0.7042759895140832,3.4223042458600004,-0.9034390749301099,1.9793242518099112,-0.6403986948951041,0.3375915924305288,0.16147690820167693,1.4565636356833405,0.05602294854797604,-0.32126902278022057
BRA,1990,-0.8343574400212991,0.3059988695895242,-0.39560531205880994,3.071653252161553,0.07976750380891945,2.0229879458349944,-1.3197066009202738,-0.43567063590593436,-0.5600260410795815,-0.30460831535940264,-0.6900443848048322,-0.24505948936411845
BRA,1991,-0.8119283465707867,0.14809593778566824,-0.18773087223546664,3.109213705575453,-0.3375866127724908,1.6693543363671282,-0.49954024457720214,0.16111039177836983,-0.32485233136952135,-0.21356395299476472,-0.6765933223478683,-0.19943163197266994
BRA,1992,-1.1041340707593474,0.5301196372761349,-0.2883627626328988,2.7173726003764784,-0.14505976547331856,2.199447631503866,-0.8283679941481399,-0.1413451735135774,-0.4683763352539384,0.29618793608960825,-0.3839050017241703,-0.6016856491365169
BRA,1993,-1.387132294525501,1.0954503800533095,0.2317341689389962,2.7954401886114075,-0.7599829005693481,2.2446403124456524,0.04439093801503925,0.34834661416151913,0.0829383192236518,1.4678141816691503,-0.32373716204554626,-0.2569918846522805
BRA,1994,-1.1751468943742354,0.3229950470675583,-0.03141053800851146,2.9111212913387474,-0.6451711446465594,1.9472184753266593,0.1388975392933922,0.6651635807183996,-0.03884724144091024,0.34774531170192136,-0.2874525002891911,-0.00914524458472657
BRA,1995,-1.2902228167441643,0.005905256327041593,-0.13842446765683755,3.1328609145409265,-0.5912734059042818,1.6803656978322117,-0.13243626980704706,0.8555810697188506,-0.17541770880417903,0.013128224034988104,-0.6319429779358594,0.07148554043613861
BRA,1996,-1.488021408250795,-0.07656979079850813,-0.15860768698195513,3.1990596496280026,-0.4075524860359496,1.6828042531943137,-0.5290276818386944,0.5879918514347788,-0.37944428065726876,0.0391312311993769,-0.7332243981156872,0.10984861653330882
BRA,1997,-1.6221313684643812,-0.09835623094475707,-0.09725531296070809,3.1609567590569894,-0.5060954631658641,1.6532682265245051,-0.34893024241389503,0.7518604678475463,-0.3437302139876197,0.04190081826683346,-0.6211529347142323,0.21575423139482608
BRA,1998,-1.8277899120401904,-0.2800665857616614,-0.12331275493877301,3.043439781226138,-0.16204455968186537,1.8630859666280033,-0.9062975542164288,0.3717562773026965,-0.5609519563691384,-0.097602146528652,-0.5594554581398805,0.28574779365748565
BRA,1999,-1.8759677356798583,-0.40267111026429836,-0.37658648228931424,2.421179903675456,-0.238657608198531,2.4443533465429073,-0.7632172077171571,0.18894792967547283,-0.39540517254535806,0.032159671965209836,-0.26916571562023056,0.16796363023296806
BRA,2000,-1.9112622835951525,-0.41792592773775267,-0.1764911571329924,2.4451601084278742,-0.5310535123004891,2.160262162292248,-0.0786650360573508,0.7468053570967079,-0.12296931023042454,0.029350394799101048,-0.22370934327565373,0.25578336511203115
BRA,2001,-2.1506673392631184,-0.4206235708102803,-0.2566350205632951,2.120306338700937,-0.29197327416793023,2.350005303378437,-0.5273292120917872,0.36764127339504515,-0.3187400875784778,-0.038092830840951,-0.1942878523755656,0.13295536043053247
BRA,2002,-2.2106803345975625,-0.5506512885591159,-0.2412140495338873,1.9219939912785655,-0.24820241507709576,2.4763991862901262,-0.1867449025600551,0.5550106410698402,-0.1618166394156301,-0.0263106139142629,0.05909223218366691,0.10271807386765933
BRA,2003,-2.417468877778155,-0.5811195607326229,-0.14179436735656745,1.9064503272313713,0.08313254421112659,2.3125161106148764,-0.5197415715333332,0.4420287549638584,-0.2727989316407405,-0.13922295552572533,-0.025952717295891256,-0.0729794885090122
BRA,2004,-2.4762822689353277,-0.6531108754931266,0.08296099638084208,1.9850973183953258,-0.16252549453299872,1.8313865768775233,0.3130692436375652,1.2341658216946207,-0.07996247411210407,-0.2031585484292466,-0.027816873338717744,-0.18158551057638295
BRA,2005,-2.6989721915531497,-0.530817351823536,0.27198865342599304,2.433550743782419,0.1597970772624046,1.4549189048926292,-0.15347855004159566,1.1671739630838278,-0.2943179436876881,-0.24090810298719983,-0.45813761482903326,-0.42303295219102466
BRA,2006,-2.942453762546426,-0.6262288726681435,0.5008865412890967,2.62268710612213,0.3570187223801022,1.1694616913660298,0.01613201763511003,1.4291163847760362,-0.4238688379101237,-0.2615180210679993,-0.49783540799681336,-0.452756786053025
BRA,2007,-3.2088125251470383,-0.8296802157166521,1.0679686201287133,2.8274124602276625,0.331704166818542,0.9532060797375069,0.3584562803101604,1.6745560993255644,-0.19679203895113603,-0.012990758563735856,-0.5162561788398863,-0.23376985433346908
BRA,2008,-3.6088634683834746,-0.9832048808410635,1.5876924502159182,2.8826884725311985,0.5627337522132915,0.7319100969536563,0.25825195619047453,1.5918735903244023,-0.33848905490489145,0.07840699285090849,-0.6687450047042749,-0.1778950271234235
BRA,2009,-3.8346074333552576,-1.0189983504771953,1.5243817964645547,3.058432345861794,1.312313494116233,0.848945023842992,-0.5882922808966735,0.9839272548748907,-0.6585137802144079,0.11336596352156746,-0.8267370397035247,-0.46471569940037066
BRA,2010,-4.135324378096646,-1.3583838898384837,2.294317624774998,3.2724450100286595,0.7875842273987927,0.33825457927235963,0.6525783151687674,1.9966687707225823,-0.32887222333657923,0.40289471182042863,-0.5641276024696388,0.11136974715561193
BRA,2011,-4.642546163294113,-1.603394128312896,2.995595031103609,3.191130834111559,1.1985907727158787,0.14022018097675085,0.13497199937533408,1.5093390093998706,-0.6455823449476001,0.7188604436049475,-0.9211424492732443,0.12474229790851722
BRA,2012,-4.861039034514462,-1.598931778840091,3.2323023921149145,2.9741847426546215,1.3549764797489157,0.11447335883971937,-0.21876783834272415,1.0552122671363675,-0.5372686375288657,0.8974145788181765,-0.9703977001789899,0.20738004277499605
BRA,2013,-5.0525799605390604,-1.6956152256630272,3.389141715178861,3.0289197834376487,1.4101135987264972,0.049417340466780486,0.0011434456013953644,1.2005345075602636,-0.5322455572407171,0.9236083468584761,-0.8292005209084204,0.24602454125373707
BRA,2014,-5.3949199735405875,-1.7837257053973166,3.4534659186034027,3.1810523764166003,1.830042047985971,0.15021566995147184,-0.46327860973366364,0.9722432653319393,-0.7880923000231345,0.9035941046521105,-0.7693425141260507,0.24743173757694864
