country_code,year,PC1,PC2,PC3,PC4,PC5,PC6
ARG,2002,1.5461034868091277,-0.8552864610327876,-2.676539271311203,0.6630887828175797,-1.295916957539402,-1.0157600627507226
ARG,2003,0.9979036519646525,-0.5220768135344167,0.37919734986778686,-1.7770739296187528,-0.1588384203862807,-1.1364533171909166
ARG,2004,1.0593841857160933,-0.5002977503262389,0.41821907700370664,-1.7749983605823392,-0.14822255472610638,-1.0744827370390604
ARG,2005,1.0945492905510952,-0.5142441656591886,0.4042697492971463,-1.7484852337339936,-0.18143907322633387,-1.065030806002068
ARG,2006,1.1638561649525112,-0.5463406529151581,0.28663413556845796,-1.6371222353281054,-0.191906307610624,-1.025160377453725
ARG,2007,1.1798937041174977,-0.49465188064993737,0.44773805281674783,-1.7453484306214477,-0.1548640976623228,-1.0288624564531337
ARG,2008,1.3592587327221564,-0.6334946669545335,-0.2966616603840801,-1.109700124462503,-0.42709897299383354,-0.9629250445404893
ARG,2009,1.5360029863853464,-1.2535749537396994,-1.7994111232960615,0.10970905263914528,-1.025036109465464,-0.8566293782542115
ARG,2010,1.1273269180791963,-0.8726635012084109,0.6884394181650693,-1.863142191745966,-0.09694412200407901,-0.9824249623308874
ARG,2011,1.2930503454812687,-0.940413399404638,0.07688333879928823,-1.3242281835178842,-0.3467973298078393,-0.939390005641126
ARG,2012,1.4307608178673175,-1.389424582631052,-0.9735175084326868,-0.4530485037182457,-0.7637471245365732,-0.8506796803404763
ARG,2013,1.3429948886160412,-1.392801633824123,-0.43192781298498045,-0.8759235643547787,-0.5808277551764649,-0.8465604126439116
ARG,2014,1.4997517038916124,-1.5605679006721362,-1.1873569193481652,-0.2729600914298293,-0.8501077337806962,-0.7781501133900481
ARG,2015,1.2614203836404407,-1.8363577722221618,-0.3299520743541981,-0.9120206282051617,-0.5594044738570317,-0.7819568276610228
ARG,2016,1.496680506343146,-1.7051953665599857,-1.0913047763650117,-0.3263818049380919,-0.8563310498783927,-0.7499466419741749
ARG,2017,1.371154131310638,-1.65738004591595,-0.3099007805479595,-0.9167274496149216,-0.5932311812922646,-0.7812726729481752
ARG,2018,1.6593311656533412,-1.3934947602011367,-1.1880934162335817,-0.2825226620966804,-0.922880306847754,-0.7527965591854402
ARG,2019,1.6745538832898386,-1.3210462118110682,-1.132982906130282,-0.3805923550487434,-0.8729661201053337,-0.7868600766792884
ARG,2020,1.8631359659322804,-1.6175872379864054,-2.3405094942862554,0.5743286455269226,-1.320796507889657,-0.7058137236585795
AUS,1960,0.5123981405358009,-1.2526937675520664,-0.6040774686600362,-0.6311364387960003,0.03975228460543331,-0.3578806818800827
AUS,1961,0.5665558628708363,-1.2315755468444203,-0.6076848680496071,-0.6336115450393547,0.03945604506970314,-0.3455815855718968
AUS,1962,0.5882237811198853,-1.3408178458625288,-0.7980094926335127,-0.5043199381018386,0.03247089437616359,-0.36287301810219025
AUS,1963,0.4837972018158262,-1.2206099155217585,-0.05075864511159243,-1.108754777132713,0.34550510161187886,-0.3799576006458923
AUS,1964,0.5098453989064068,-1.1041152050692293,0.047330200215100066,-1.2136912510108389,0.4346917322349754,-0.41336005961676614
AUS,1965,0.5743753906140457,-1.1252087155865536,-0.11355349554938182,-1.0758595909093382,0.39649683291340393,-0.36504081088796286
AUS,1966,0.6942840405585903,-1.2296271379494719,-0.6758432368320262,-0.6271059827566214,0.2229948177925977,-0.3239363592988932
AUS,1967,0.5803227914552969,-1.2494157811122453,-0.07272993745093874,-1.1149766377399128,0.5164634344020264,-0.3340264035587376
AUS,1968,0.6429622434713399,-1.2714790274886991,-0.261359608511676,-0.9593713175521902,0.460893666789203,-0.3025071914940575
AUS,1969,0.5688333220808659,-1.3390504147059485,0.044745414312039676,-1.207591988310946,0.5929465471805624,-0.3164979466268933
AUS,1970,0.629448553386999,-1.2950528697083268,0.0474358049475171,-1.213744381508099,0.7078064850810347,-0.27563743780482736
AUS,1971,0.715603678587255,-1.3994702423230256,-0.43388196695209463,-0.827976685988363,0.49407353994041264,-0.263370738158458
AUS,1972,0.7508167626099286,-1.4722854836644206,-0.43094649058468243,-0.8261317393380215,0.49059516933559566,-0.24175562800678216
AUS,1973,0.8682593998545529,-1.5046664687386928,-0.6276382287573615,-0.6652522282846988,0.49262348861072436,-0.1832292826984184
AUS,1974,0.9155468259168609,-1.3915600076204073,-0.38369912898092506,-0.840792221058195,0.533345347138141,-0.15592816069496426
AUS,1975,1.1082148378692713,-1.2863674123812139,-0.8068455067700863,-0.5006179600806288,0.35738046068486823,-0.11431702000925409
AUS,1976,1.0853884810231522,-1.4147988621952425,-0.5917688847765147,-0.6622889108027146,0.4317617561225857,-0.08742402766064693
AUS,1977,1.175857050602648,-1.2926114308369185,-0.4423726334558639,-0.7758650736384788,0.5551443514053751,-0.025533129135242322
AUS,1978,1.2848873408249486,-1.3831486738957681,-0.8399923894333124,-0.44782568572603393,0.35706458942450275,0.00805089380493521
AUS,1979,1.2714616462105486,-1.2386454061897465,-0.3492581748495155,-0.8411783081427362,0.534440442030333,-0.0037034565066131537
AUS,1980,1.396640139227959,-1.1071973877987467,-0.5068369064810903,-0.7224263672207776,0.4837112442006798,0.0005542918354157142
AUS,1981,1.418187516259457,-1.1409367302194788,-0.4359627319641692,-0.7558053313954023,0.4444421438980822,0.020831288131032164
AUS,1982,1.444776933558839,-1.2231007911698455,-0.4189604103302645,-0.7404766216087806,0.4576005768812685,0.08467084371996797
AUS,1983,1.568413827116954,-1.4145268738998196,-1.2477949352218252,-0.07786553253168924,0.029663107082655297,0.0910671207921631
AUS,1984,1.3926000381477612,-1.3316689799478911,-0.18532997134671825,-0.9212328946723374,0.4472595295426808,0.06579829956578
AUS,1985,1.4724557948826213,-1.0621659331043438,-0.08982862846792784,-1.0107000954352012,0.43629737073718,0.049754981752439836
AUS,1986,1.5522614545755784,-1.0517051579165713,-0.2662484585211896,-0.856845044099015,0.3432085402202044,0.08839255835146231
AUS,1987,1.6313384261402397,-1.1320406241353351,-0.48464817226816503,-0.6695983011592814,0.30273296161187024,0.14547292751759655
AUS,1988,1.5560592250170284,-1.0764094899952366,0.03211840079820091,-1.0684086989673554,0.4495948093648029,0.10671670071280892
AUS,1989,1.6837666509492173,-1.1525968353946554,-0.24128669653269733,-0.7987551344801896,0.41914652302081135,0.21726897405250523
AUS,1990,1.7341946621478381,-1.1595987115021862,-0.27249289875004684,-0.7594145723893936,0.4006317379150994,0.2528031542366757
AUS,1991,1.8567962884953164,-1.2504793131722842,-0.8625804504564002,-0.28069002928055653,0.11339891649925896,0.26173496711541194
AUS,1992,1.8655736096086115,-1.183859222804137,-0.7342659049945153,-0.3812088453244239,0.16007495270040312,0.2697586828666204
AUS,1993,1.878497935297774,-0.9688654505488801,-0.17447779855809611,-0.8243105965916988,0.3927496592340128,0.3083348586757246
AUS,1994,1.891996148375093,-0.8972063528691175,-0.17948147519175095,-0.8168370938512675,0.3623226480563051,0.2978553884656774
AUS,1995,1.931044651844164,-0.8078377522427561,-0.19909401939956084,-0.7769891997054793,0.3535184163038753,0.3139504148541134
AUS,1996,1.9907864397768293,-0.7906295393682905,-0.18975937387837824,-0.762865112534662,0.4492324710112735,0.37369990253798213
AUS,1997,2.0307483586484767,-0.8189383700060195,-0.15003004509332654,-0.7661888347353871,0.45624678722082296,0.4136347370441246
AUS,1998,2.0794435663909137,-0.6737429734055609,-0.06529294243397306,-0.8397243798918145,0.49367024236113416,0.4464391594028221
AUS,1999,2.0834763725025227,-0.7194180723192342,0.028310956282995778,-0.8951340403313014,0.5074397360591127,0.49768427814252747
AUS,2000,2.1876515711996998,-0.6274259924950891,-0.13594186576087844,-0.7463025886114477,0.42753525060476066,0.5254429804840455
AUS,2001,2.305079512784226,-0.4667589513365079,-0.44156463940431084,-0.5279627909004065,0.22261924585354795,0.49361240728007827
AUS,2002,2.24502737585073,-0.6185138388150626,-0.09698445752952904,-0.7813846215659037,0.368788848917711,0.5319169749107772
AUS,2003,2.3010885322940258,-0.7175854955378296,-0.21876855242594886,-0.6369990016316331,0.2715740917650261,0.5711249918646083
AUS,2004,2.252893939023323,-0.907943583054786,-0.001535391474233133,-0.7383804045622551,0.3303064651130758,0.5841547429388234
AUS,2005,2.3606905180918396,-0.7964135223653728,-0.11288948989545751,-0.622145651874743,0.24293967140902356,0.5775015506490575
AUS,2006,2.4628590665220558,-0.6701206359234134,-0.178525178044094,-0.5575680599766749,0.2670199240497891,0.5925615999720109
AUS,2007,2.5007671164474234,-0.6345793402668768,0.0038188049434162126,-0.6598184490201816,0.3729398196029782,0.6127958357355986
AUS,2008,2.572357682605563,-0.5903548975261363,0.009364538687029194,-0.5842568164932322,0.38510407943385333,0.6190124377457566
AUS,2009,2.665067258246209,-0.45381701633388416,-0.2881607543192256,-0.42086581779562887,0.2564012868923065,0.5881330552443056
AUS,2010,2.5900347749979256,-0.7830099821468351,-0.19157034978081178,-0.39155630236682576,0.2297706050965129,0.5904303883119076
AUS,2011,2.62805840910636,-0.7154092622921797,-0.08320822665375638,-0.39814294604155237,0.2456944016596738,0.5290314539880169
AUS,2012,2.622096517508354,-0.5991561353512266,0.17639103641506135,-0.5553099085819181,0.24811447954465593,0.4675049627487139
AUS,2013,2.6323046196322237,-0.7514872711654714,-0.0025357431393029915,-0.3897060981123415,0.1153580452704444,0.47657378161209313
AUS,2014,2.651018552915032,-0.67533414913938,-0.025942094453764858,-0.4251654193480673,0.054363408415242245,0.4499101376704978
AUS,2015,2.6741789849609288,-0.7463196459579897,-0.09752668777156644,-0.3998593801053023,0.07175573046008615,0.5168633623746363
AUS,2016,2.6445078447505894,-0.7770518035385393,-0.031247072343737692,-0.5056177492379664,0.09465454272668805,0.5358135655142227
AUS,2017,2.6858034840320766,-0.7420554916462256,-0.08716521926040802,-0.43299750128705194,0.09101132410702278,0.49570665911059647
AUS,2018,2.72708842326912,-0.6428907519713917,0.03233976431686922,-0.4934702166340245,0.11439170795067566,0.4777670281660031
AUS,2019,2.808983019331653,-0.5190708120684047,-0.10401988897275054,-0.4162760521797231,0.07207173730978114,0.46203246324230496
AUS,2020,2.842193903395316,-0.6888000714165915,-0.48711598648528076,-0.13499552210744198,-0.05624916954861765,0.48534971252419973
BRA,1960,-4.312185682196117,-0.7023624612891707,0.4673461991310116,-0.43329202360270147,0.8462492357854089,-0.7496552600563885
BRA,1961,-4.18553781374009,-0.7077978201412636,0.4747810275984171,-0.4720599860535952,0.8086952214373503,-0.752250477321385
BRA,1962,-4.025155682932852,-1.1924177779759673,-0.26526147396541233,0.1258547073769991,0.4752486610221435,-0.6654965444727082
BRA,1963,-3.608352670899759,-0.7335139843295019,-0.9721460459434694,0.6272400511884794,0.18685146287167567,-0.6921685032021383
BRA,1964,-3.699276784500471,-1.1114160951533067,-0.5312841578300233,0.2606100589286757,0.32096582625904435,-0.6912631281120403
BRA,1965,-3.5607593970315654,-1.0820589613319358,-0.597345445999181,0.27338606285487926,0.275723502859183,-0.7126838507410476
BRA,1966,-3.4917146189317783,-1.1145711767035473,-0.4168985701675597,0.10794172187210835,0.2983719091935183,-0.7169853680536695
BRA,1967,-3.4323299180160802,-1.2082884382916679,-0.2844902118549467,-0.018315412022805466,0.3080368922617988,-0.7182776202543015
BRA,1968,-3.4991164758357716,-1.0375166998730538,0.7207175843512007,-0.8612496043112036,0.6517223889618999,-0.78812477207763
BRA,1969,-3.338632868556315,-1.070023651484653,0.46361803862142975,-0.6863913608878626,0.5303874638375573,-0.7908266544551789
BRA,1970,-3.179341278036129,-1.0332392426929882,0.31549550396364223,-0.597377193426142,0.439741632974228,-0.7944711796659266
BRA,1971,-3.143894116573813,-1.001907791270234,0.7119634745444292,-0.9406585068165699,0.54718318832616,-0.8169773199138312
BRA,1972,-3.0290001063313725,-0.919610972363686,0.8260594378430005,-1.0660247595449925,0.5757084048593407,-0.8372916817005526
BRA,1973,-2.9451924147410966,-0.8080278118672356,1.1203413877325468,-1.3335433946566277,0.6821216182436101,-0.8677327194373277
BRA,1974,-2.5920744286511392,-0.643170139096455,0.3497418758035713,-0.7257119299169884,0.33447097489841465,-0.8144759216577399
BRA,1975,-2.4422505446957374,-0.9452111948573669,-0.22087190452387298,-0.2841630879524322,0.113985881050816,-0.7881229563646716
BRA,1976,-2.5342521038157573,-1.0604235539412488,0.5052353185315017,-0.887469079432724,0.3821675168893906,-0.8370475625463978
BRA,1977,-2.3136143861199345,-1.2875652893014118,-0.28019921473072174,-0.2761389714582775,0.07620087056424836,-0.8070159495023534
BRA,1978,-2.178820362528319,-1.382781767303163,-0.4813964817460348,-0.1291096432866553,-0.0196625270887161,-0.7900985204928167
BRA,1979,-2.1394708443417603,-1.2245489957372138,0.06198762988841439,-0.5928179351027675,0.16315642512271417,-0.8271897063715693
BRA,1980,-2.028785251947119,-0.944540234905334,0.4090076035816865,-0.916230974851815,0.2640340872220661,-0.8792087839334589
BRA,1981,-1.5676927827341798,-1.3254091421703122,-1.654917197215309,0.7285002553659995,-0.5510360001689061,-0.7882648567377483
BRA,1982,-1.6825113546024588,-1.4688446577201257,-0.86317479867376,0.07895720755496004,-0.28778759328371645,-0.8210092727430199
BRA,1983,-1.397392310935522,-1.3009092709266914,-1.5136816026202249,0.5140939994220284,-0.5260058618754543,-0.8337806844911391
BRA,1984,-1.55077216243371,-1.1096056395421177,-0.18046295999114037,-0.6082045650090818,-0.004783529705199126,-0.9454271440477958
BRA,1985,-1.573519790420459,-1.219068703151294,0.24842181408904462,-0.9655608218978885,0.14103950234937127,-0.9530855149349715
BRA,1986,-1.5514510367550836,-1.4986344224185117,0.2902189099743179,-0.9792302288606289,0.11161011068288729,-0.9143422719680728
BRA,1987,-1.3234342658264544,-1.5868994020226654,-0.37984412046930754,-0.45756842192255504,-0.15409909515294296,-0.8898021986825407
BRA,1988,-1.11574644700607,-1.638928778318454,-0.9439793991285704,-0.02417686388952092,-0.3789245184882305,-0.8898809383669948
BRA,1989,-1.159435688644359,-1.7298735780142716,-0.38673042177345884,-0.4458778501874225,-0.21633796903842897,-0.9099322269408379
BRA,1990,-0.8644865168852487,-1.8184284812070097,-1.3567788329663952,0.33508040365766373,-0.6526564014159089,-0.8588788347994348
BRA,1991,-0.8754250014525256,-1.6596485903802263,-0.6196901992227919,-0.2333025636912507,-0.4121645413217508,-0.9247459152168654
BRA,1992,-0.6964900312289065,-1.5607145645934775,-0.9688244760041181,-0.06935747658033614,-0.551769653936312,-0.9156688473782783
BRA,1993,-0.7461405357526659,-1.4562462167980281,-0.1645465150915168,-0.7241051727786106,-0.2873177920964849,-0.9585219057962608
BRA,1994,-0.6666937178352271,-1.4790304195447208,-0.030301500655619824,-0.7996209961543564,-0.2721947897670251,-0.95798441881301
BRA,1995,-0.5775354753525733,-1.6647928415644104,-0.11220244979342407,-0.6548844919617173,-0.3539872370710006,-0.9408655801718245
BRA,1996,-0.4447083581680993,-1.820024798922686,-0.42452636981370295,-0.3841321894983821,-0.49349701843727917,-0.9122716485229081
BRA,1997,-0.369590550085666,-1.7590983353611627,-0.23561165458290442,-0.5478183907088032,-0.439825377195732,-0.9247748730984109
BRA,1998,-0.20240194308895232,-1.854023155541097,-0.7043858373702611,-0.19835302228898302,-0.636032282455121,-0.8984816118790957
BRA,1999,-0.05557996962430722,-1.581749472068633,-0.7516737992015292,-0.303220943909914,-0.6577104092673064,-0.9023557110302663
BRA,2000,-0.05860929072505443,-1.418185428616382,-0.13920371673227797,-0.8029183363813708,-0.4607400982496076,-0.9573799161831801
BRA,2001,0.17214059772729048,-1.2164044068512645,-0.6294705173787011,-0.4682139333198006,-0.6690924644219913,-0.9321708253108452
BRA,2002,0.18332358353243292,-1.1734833710180081,-0.3764594655135909,-0.7146893790583811,-0.5704332656987505,-0.9541719944452175
BRA,2003,0.3087969333908051,-1.2028155986361837,-0.652991220124771,-0.48540322717719214,-0.6950725667855024,-0.9431707625032489
BRA,2004,0.2710032641655597,-1.0376245061742766,0.08135198406351149,-1.052186323985837,-0.4251002815752423,-0.9930878235991072
BRA,2005,0.3702008929179176,-1.2742182776908189,-0.24614048086321208,-0.6956551093762954,-0.5856430411686601,-0.9645427459933581
BRA,2006,0.404287985937891,-1.3410152550174421,-0.07175839664973886,-0.750004026118777,-0.5564735547720896,-0.9667365091380283
BRA,2007,0.41404895954734694,-1.359326352528327,0.3214159367125338,-0.9504318131532449,-0.4422033862991604,-0.9804756108949456
BRA,2008,0.5680493433660293,-1.2622446211484324,0.22671058764937027,-0.7621628135993803,-0.5104866575204238,-0.98221695186826
BRA,2009,0.6630574148432227,-1.7087903766174637,-0.5427736584270025,-0.13478866191519828,-0.8535356262882171,-0.9028798189330229
BRA,2010,0.5498274909073833,-1.5333582448758087,0.7388269722279796,-0.9636312096704579,-0.37623436556060397,-0.9999961591970047
BRA,2011,0.7486934380662721,-1.5492383454210727,0.26925538665944293,-0.4370895571986641,-0.5864760648505501,-1.016574135381427
BRA,2012,0.8760936147138644,-1.5214868798430192,-0.07421037862272888,-0.2225485205366393,-0.7186550598092989,-0.9668019035997828
BRA,2013,0.9098624426485192,-1.46386154417151,0.0971784146835021,-0.3601188302931524,-0.6645486568066256,-0.9587650248023345
BRA,2014,1.0067816045267444,-1.5940581040199082,-0.2797590762750896,-0.05949571666369629,-0.8155171518525632,-0.9138590101403347
BRA,2015,1.1639915703688533,-1.5394411616649235,-1.0304621261183262,0.27568299964393844,-1.0762791354940253,-0.8231020309970728
BRA,2016,1.1279801327689536,-1.7085559049301104,-0.9745559092292733,0.22674079429159372,-1.052874371507631,-0.8272605519604889
BRA,2017,1.0457619040279071,-1.6483908605879156,-0.20813381035348508,-0.2972061816744968,-0.7922285623577545,-0.8950648311449918
BRA,2018,1.1483448005239794,-1.3514357963308048,-0.18183448823254542,-0.39645838774309555,-0.7919679159301467,-0.9045497987549097
BRA,2019,1.185094252738105,-1.3912928029760832,-0.23827855074804072,-0.366288418271305,-0.8331212908439708,-0.8870582800362219
BRA,2020,1.4014857296954026,-1.2573302928042362,-1.1865649315362945,0.20241925056201052,-1.151971917365342,-0.8344100399485709
CAN,1960,0.3197492254152972,-0.45875218281024177,-0.36750625268089565,-0.3330688181052158,0.3323541934582232,0.43436372496544073
CAN,1961,0.3761757172053759,-0.476438294384016,-0.37162730111804687,-0.3477928642649148,0.3458619199341401,0.43230023093839476
CAN,1962,0.30769853352964865,-0.4336719982095186,0.26921932160290213,-0.8923069623372462,0.6548725566500647,0.39296849534883393
CAN,1963,0.4362385482218049,-0.5141397647445376,-0.07365890972996968,-0.641646886632039,0.6404307641818536,0.42573178934081457
CAN,1964,0.5288135301955382,-0.4107123901253717,0.10908434547107872,-0.8144151019000021,0.7807187626122299,0.43138761598169495
CAN,1965,0.6280081347527333,-0.4405390447629979,0.04320882155031796,-0.7731103977296615,0.8421379479933545,0.4758231450697082
CAN,1966,0.706753005905862,-0.36182523603285166,0.083226209191325,-0.8331931435813825,0.9094104484389476,0.462278122311246
CAN,1967,0.9112069705629205,-0.40665458673114413,-0.4902238135809993,-0.3826043423500718,0.8033665048326181,0.5361514864795569
CAN,1968,0.973854995486277,-0.28674757484680097,-0.21820206643705764,-0.6141651952735359,1.0220079398732433,0.5680682021629249
CAN,1969,1.0697949889538003,-0.22135858766422875,-0.22661824931774943,-0.6148803882571082,1.0904744968939175,0.60581616494089
CAN,1970,1.1537652111206695,-0.2854811214073499,-0.25286081159813245,-0.6030880333752116,1.2412444411449388,0.6664818793314014
CAN,1971,1.191762605420696,-0.34867970650915253,-0.24925513313746278,-0.6058973759087967,1.196701913551994,0.6689638397226105
CAN,1972,1.2768160316286752,-0.27709656014809897,-0.28330881533729135,-0.5607308147027374,1.3430899214590344,0.7701668463951776
CAN,1973,1.379974914769201,-0.132229298505606,-0.3019923685078324,-0.535804104179659,1.4021538881009301,0.8222095397902556
CAN,1974,1.4748709259360842,0.11808081133201313,-0.320679958747525,-0.5140154455019451,1.3738079963568233,0.8228359516585164
CAN,1975,1.4798875398211657,-0.022564882260995178,-0.3058432567753488,-0.4916338008341299,1.3621187810209323,0.893092322717441
CAN,1976,1.4989025596617107,-0.14221679196863585,-0.2923010059562263,-0.47405103599011916,1.3876443570510217,0.9461199595977631
CAN,1977,1.5892719658149423,-0.06261823895546906,-0.30158436757319096,-0.46306286074198383,1.4097541458654104,0.9856960171647527
CAN,1978,1.7053655763508082,0.12105295602569617,-0.32070764878648833,-0.45131110464833174,1.4309146571975946,1.0109199958476878
CAN,1979,1.86117693854215,0.3215660286467795,-0.34202938988957177,-0.4235971798778724,1.506610012255048,1.0783124494336593
CAN,1980,1.906858841999062,0.3756209877938305,-0.3419880890861693,-0.41911148993262964,1.4808058511022018,1.0661949559867425
CAN,1981,1.8954896612856087,0.297503200485452,-0.3118408935807856,-0.4231098192223967,1.3393526755544107,1.0385879730654624
CAN,1982,1.7600612374851117,-0.07887479558070715,-0.2688599313927004,-0.45816743460163256,1.2084366103264879,0.9687874110237554
CAN,1983,1.7980687018105355,-0.07899856018895458,-0.25818623838955995,-0.4550124404763553,1.1385761589710752,0.963145569184244
CAN,1984,1.9829509190491812,0.2770897017274202,-0.3042892964853461,-0.4295167083266897,1.2249478114771057,0.9973171801054346
CAN,1985,2.037123045728749,0.2974376513204958,-0.3145529134306621,-0.41296579746429235,1.2355452386552461,1.0303596392103382
CAN,1986,2.0834221199265124,0.3112006938449954,-0.32103364038854276,-0.3978461694189323,1.2272499486792174,1.056053784686364
CAN,1987,2.0872433205168313,0.1573114899142532,-0.30961552378961515,-0.370492997427874,1.2698713300234998,1.106718752475623
CAN,1988,2.157705266603836,0.17931565715833192,-0.3102941441183719,-0.3307627794846026,1.327803584053616,1.1591010678475313
CAN,1989,2.1732042626401795,0.09020538563677201,-0.29897389114046735,-0.3033328779870829,1.334565854577828,1.195710639581895
CAN,1990,2.162557199264535,0.0815616946356608,-0.27527029084341376,-0.3141768560833972,1.1837244390392525,1.136091526832759
CAN,1991,2.1586054755184216,0.03141327539976039,-0.266551973371147,-0.3091645683545864,1.1190513450925852,1.129176566799656
CAN,1992,2.2675445028825503,0.24533386026086046,-0.301120855632103,-0.3067223940209845,1.1339734208868133,1.1263265973445118
CAN,1993,2.422904900783728,0.5867187374170104,-0.35170232967620346,-0.2979848440821296,1.1829686133605073,1.1261932508458747
