country_code,year,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
ARG,1993,0.0763634809157312,-0.3936514845255407,-2.3416308077664287,1.3394942218761192,0.22794153177986656,-0.8583194406684795,0.7956695906887095,0.15244283119983368
ARG,1994,0.2271919304748838,-0.4611881645231333,-2.306021712463808,0.866794989957311,0.09495096530951055,-0.8518277409442293,0.7618122941833069,0.09505443467606041
ARG,1995,0.4864364522969943,-0.5879410636971122,-2.4943757019277415,-0.84120958623271,-0.327552062964059,-0.9476767169527712,0.7366682446953008,-0.16695795140894024
ARG,1996,0.33436099630566835,-0.5659663000890987,-2.162012059295017,0.8057606437007879,0.08120750754257647,-0.8885685364511581,0.7385475225368852,0.11069087978585213
ARG,1997,0.3632631110020869,-0.5977782928536439,-1.983954897990194,1.3144919397416281,0.18324486257489833,-0.8431863941558319,0.7352592370679293,0.1859446363399773
ARG,1998,0.5161242463030208,-0.6157747876205155,-2.1074999105058607,0.4803777170608938,-0.049833715010355994,-0.8519304302399315,0.7026568440324664,0.06348312339143321
ARG,1999,0.721374754769639,-0.6129002576794075,-2.440211846397852,-0.9211982514201857,-0.3995321421228859,-0.900065860477062,0.696356518860409,-0.20339237775487792
ARG,2000,0.6883751654071977,-0.6371415477254397,-2.3147842858947514,-0.4069322200442688,-0.2673490570835383,-0.9097327492482306,0.6988750845146804,-0.11306972059999991
ARG,2001,0.759917010360532,-0.6712427174023988,-2.4920447143037983,-1.099381909387576,-0.4448598310402202,-1.010509954322014,0.7194906806843538,-0.2439991264437216
ARG,2002,1.0043845385936288,-1.4024086808976388,-1.699513021673647,-2.47271152249619,-0.7330760337296979,-1.2461984387440244,0.6147299830082025,-0.2515759589948164
ARG,2003,0.5134731968484194,-1.222155205254476,-1.1777592753223907,1.408496958374746,0.25962865038781424,-1.1628349599374963,0.6226643177523447,0.41491305229123204
ARG,2004,0.6318782767247425,-1.2479537636089653,-1.1583111800318227,1.445571007802082,0.292768403941358,-1.1507693952953795,0.6219254170793647,0.3814558911580113
ARG,2005,0.6830404407209892,-1.2383957885251615,-1.168575127790612,1.420063870605889,0.2603056647135485,-1.1444845446379501,0.627111328439329,0.36605120079948517
ARG,2006,0.7861918660701357,-1.230460266680884,-1.2006909479495302,1.2653222430348623,0.2568976334034622,-1.1127624483891319,0.6220286066653512,0.3163806669109834
ARG,2007,0.7907052348009915,-1.2155792474722775,-1.1327958328634695,1.450598903752223,0.26576493017469327,-1.1067687979761287,0.6021876433028042,0.38988458558020467
ARG,2008,0.9472863661228212,-1.2341116432213954,-1.3033618307555592,0.4714063117576803,0.030771749877298353,-1.162944955992083,0.5750074353240522,0.2705568316778818
ARG,2009,1.1659009009363868,-1.131609562414767,-1.9658311258486145,-1.4331321402047699,-0.44350630501877264,-1.2287391600103652,0.6206271035978079,-0.1575167160111459
ARG,2010,0.7583272582139381,-0.9891327301061783,-1.4269883109718462,1.70640047984368,0.30738062653167103,-1.122548267714263,0.5939153329942655,0.4687817466429135
ARG,2011,0.9138256600561558,-1.0070428009735481,-1.5186983008900043,0.8922386324381846,0.07710479767639146,-1.1472737337591252,0.5824614553535619,0.36456897581030295
ARG,2012,1.0787339055600866,-0.9055500584690458,-1.9843240292948903,-0.45382361035163665,-0.2670180480721931,-1.1821459005357677,0.5961197335835655,0.08360140452849124
ARG,2013,0.9988075682240117,-0.8270795941091574,-1.9391841239100405,0.2258967251414216,-0.12563512575585822,-1.1570806113016772,0.5692088760821205,0.2226681147479989
ARG,2014,1.101934581178501,-0.8465105465298529,-2.1451861984141303,-0.7453767754107287,-0.35732238749137163,-1.2395123446503635,0.5112597714644354,0.12296339774663965
ARG,2015,0.9549025012187164,-0.5985264504746342,-2.3095628902743544,0.3313666180460497,-0.08975134408936596,-1.1768836691615292,0.5665241998594386,0.21959795543224203
ARG,2016,1.1164739111013045,-0.7640820511084911,-2.2599216119384233,-0.637533317965528,-0.36006378626991814,-1.2551657592741081,0.5053588513129426,0.13346989750493793
ARG,2017,1.0577901972330974,-0.6776292274696237,-2.149360423797689,0.34465439630352107,-0.1394238872813719,-1.1749577550736714,0.5478699380864128,0.24736893220387163
ARG,2018,1.3035281372796912,-0.9473891463150587,-2.0100938935525865,-0.732788833251877,-0.41872189285779937,-1.2251956267820254,0.5078107612420549,0.06935507619472521
ARG,2019,1.2903154256817624,-0.9876402799890689,-1.9530369647132992,-0.6322806494038943,-0.3726397360710273,-1.23727071898594,0.49737162510272165,0.08742099401163798
ARG,2020,1.4245556656424767,-0.9827414217731116,-2.3031560989826194,-2.1683160805671484,-0.7671707648014209,-1.3115504349367515,0.4448751707631241,-0.1217931695145097
AUS,1960,0.32434396304957713,-0.7115710287602736,-1.7407771368022897,-0.008501077047766805,0.40121598427832,-0.608010241354938,0.2766222117257531,0.034936549783730286
AUS,1961,0.36571960852537966,-0.7420016781917966,-1.7293457646632528,-0.014276733143959046,0.4045151027363557,-0.6360498143354515,0.25707974754116475,0.06704182892740232
AUS,1962,0.38986396387847977,-0.7089177708903767,-1.8405317938425763,-0.2381100778281435,0.4083799946742618,-0.6223275229418427,0.27719721164632777,0.005099644121320357
AUS,1963,0.3056710062227004,-0.6756526799760689,-1.677746262913587,0.717664685611379,0.6661459769412268,-0.5580233554694651,0.2602403250116426,0.18464731459940545
AUS,1964,0.33370382719355157,-0.7253081738511266,-1.5736750092810396,0.8607895017243961,0.7462458657383201,-0.5303836287135331,0.2722005837739463,0.19968050759943212
AUS,1965,0.39534421041276474,-0.7254484346697214,-1.5998148586803462,0.648494810169196,0.6943900934283341,-0.5088675349765021,0.22846565918578265,0.2088291981435367
AUS,1966,0.5048915343449928,-0.7335771416683742,-1.7310239649619932,-0.06641530825400006,0.5366774904404673,-0.5082803625522924,0.2059309601253557,0.10998106523169791
AUS,1967,0.4126524537936336,-0.6435685907072183,-1.6981280993696881,0.7067714854408262,0.7862358833115576,-0.44654399714772663,0.19601768842902842,0.24390579429173534
AUS,1968,0.4718515659696876,-0.6489042906654842,-1.7288163938811245,0.46269210734223065,0.7266315509980191,-0.4359800671665029,0.16979209681955382,0.22781582061865674
AUS,1969,0.4130209496025966,-0.572120900491228,-1.7616622367160355,0.8570246228826919,0.8379399840325708,-0.405094230165248,0.17692119141670407,0.2847448054722746
AUS,1970,0.4607137580400626,-0.6050097791686295,-1.7245182352819126,0.857802677049761,0.9446786930197796,-0.3974473550992933,0.1273235759298592,0.33390558140138205
AUS,1971,0.5355840445346272,-0.6138131821622009,-1.854000492679792,0.24474458398179536,0.7599857607082553,-0.43240088338209054,0.13468629242340496,0.22711557139648714
AUS,1972,0.5752452806578402,-0.5601228007572635,-1.9086561551182233,0.24379523563460884,0.7559730160965168,-0.43738732700845867,0.1126904205875809,0.22278455191521848
AUS,1973,0.6974704018395308,-0.547361664158425,-1.9438439297231933,-0.008233980225603007,0.7287120090095082,-0.37255488368004686,0.05743867097427784,0.20893764495059813
AUS,1974,0.7400489717204055,-0.573855656390276,-1.823187605928535,0.2822616836642962,0.753453278072536,-0.3923653695685691,0.015785356869307696,0.29416566362230506
AUS,1975,0.907058937859993,-0.6842039392887063,-1.7657569390939387,-0.2653206123173141,0.6020007305553653,-0.4441759663884645,-0.026166291037530508,0.23130617691488153
AUS,1976,0.8939631740765729,-0.5812482064540185,-1.8524983339885357,-0.000181155480119157,0.6648792799874006,-0.4447538025685754,-0.0530145338834447,0.27591827503364974
AUS,1977,0.9747979407877347,-0.6272596857935072,-1.7324210106574878,0.1784756536766579,0.7626947933662949,-0.43016706925787845,-0.13179345409430393,0.3663379323767108
AUS,1978,1.0713109050890413,-0.6406495131696983,-1.845538258713249,-0.3355205106714889,0.5780214976980126,-0.4581818466114173,-0.1458290200036828,0.2969438506375818
AUS,1979,1.0677687232000312,-0.6440651782008037,-1.6777889613945185,0.2862907921698419,0.7271330093784419,-0.4401172480160244,-0.16362491821660338,0.40383280832049523
AUS,1980,1.1752912872694496,-0.7378549339114322,-1.5788074935376135,0.0843689262475683,0.692723833514759,-0.476760966775508,-0.17969588861656005,0.3816824229915511
AUS,1981,1.1939002907903102,-0.7254176873217372,-1.605718081543784,0.15723211125763142,0.6384971133498119,-0.48686884553788,-0.19318624883623328,0.4268441674037016
AUS,1982,1.2164982253700967,-0.66890179137176,-1.6640108679997547,0.15389116143221207,0.6491998968217946,-0.5078712946497083,-0.24897489911962892,0.46217309909538645
AUS,1983,1.3270214263459046,-0.6811658858185056,-1.900941170095505,-0.8968807066932238,0.2702875498955027,-0.5629772559181969,-0.21470044529748517,0.2499931987071266
AUS,1984,1.187216708246059,-0.5751941421299409,-1.7382646102255266,0.45270246192425606,0.6174940132622496,-0.4825709747936509,-0.22549882808327373,0.46933063284021964
AUS,1985,1.2931039093465775,-0.6399114122037991,-1.4808596221987658,0.586857092266007,0.5690955038373001,-0.39599737832387155,-0.23886395676893107,0.4553443553453306
AUS,1986,1.3781414879735117,-0.6481491236379555,-1.4792283055995095,0.3553666466658112,0.45549823575495313,-0.35759505610828185,-0.27010742087253653,0.43175662831391953
AUS,1987,1.4596461462596102,-0.6186981915541333,-1.5583712666861016,0.06971594492254947,0.3981320414648008,-0.3189447304814631,-0.31418201461584927,0.40647645832571344
AUS,1988,1.416958492628083,-0.5454943089361718,-1.4559663196066959,0.7219388635491247,0.5019173891395181,-0.25609772399022607,-0.2933991441373521,0.4809378969814128
AUS,1989,1.5933009522792037,-0.4184531066851049,-1.4949669400932029,0.3495319487576745,0.37980567490717676,-0.04783610128606922,-0.38818511098054315,0.4494716358354511
AUS,1990,1.6469730990215719,-0.3943135234634647,-1.4914852564573973,0.29769268003330285,0.3558767073238493,-0.04467753305434801,-0.4233870161512084,0.4472044015576116
AUS,1991,1.7850545619626927,-0.44007575448573566,-1.6236953132789624,-0.45119170828578115,0.13531479118247716,-0.10308143096453729,-0.3766731661444479,0.24952416506098823
AUS,1992,1.8068939869202516,-0.44529417176336733,-1.5517527302385525,-0.28752128355093776,0.16503828582229368,-0.06982366172029283,-0.38853664424376355,0.26503588787958104
AUS,1993,1.8226210226941317,-0.47395928147544475,-1.3163196967961108,0.41594681332396544,0.33821114054025175,-0.016449846263054083,-0.46458011956018597,0.4294714125060673
AUS,1994,1.8482402201689934,-0.48106614899134503,-1.2458185075545338,0.41067059933982636,0.288097777380311,0.02952372326109649,-0.460195756591931,0.41003048398740805
AUS,1995,1.90911303080693,-0.49752428467861265,-1.157167290068077,0.37371904456268207,0.25936777321434,0.0847741963774621,-0.4673698721797557,0.3969683834705124
AUS,1996,1.9596211483355663,-0.4783748167993707,-1.126884748182423,0.36604797930814226,0.3172379256970163,0.1328512764963729,-0.5382121201214131,0.4561465483291924
AUS,1997,2.0208326468733055,-0.42293646761869896,-1.1320993571603888,0.4000928127558413,0.29459063018126214,0.1871618948843625,-0.5687920915081504,0.4621676471000373
AUS,1998,2.090861904586573,-0.4536555024911639,-0.9899955341612404,0.5147286457007689,0.3023319438796444,0.25616070195358015,-0.6105517111004313,0.4718649778912375
AUS,1999,2.1209131728830513,-0.3658729753578306,-1.0013854384882277,0.6242817462811583,0.2747004602446621,0.33145179101850536,-0.6596227068333843,0.4910467597124482
AUS,2000,2.2285188221199914,-0.3959904598640459,-0.9199935874863097,0.4025612501480105,0.17932569011846816,0.3619784420467204,-0.6899561140413338,0.4608985924227673
AUS,2001,2.3218185863698366,-0.5121523716680281,-0.8089605390971851,0.02635187304618473,0.002012753967061708,0.30902663562323424,-0.6783433073388079,0.36957581276726603
AUS,2002,2.2712456725199837,-0.3635500730285278,-0.899035504402863,0.448966413564193,0.0919860712480942,0.3688178122614581,-0.7273852641015569,0.4834370106556078
AUS,2003,2.3928228175005235,-0.29468675097566027,-0.9825933182527857,0.2805965592699635,-0.052148566146761305,0.5039668151313174,-0.7125207806354811,0.42640576240853956
AUS,2004,2.3679352520404824,-0.1041644158111688,-1.0952777765058532,0.5085635091580946,-0.030251368236617924,0.5431273126004412,-0.7165071390638681,0.4835913628310309
AUS,2005,2.496149596131704,-0.14135876800355204,-0.9965562153001808,0.35400755952983554,-0.15358725935628656,0.6179172346882096,-0.7056113701750625,0.4576553031909317
AUS,2006,2.6196918733211993,-0.15995589850426223,-0.8720053706218699,0.2649956555780847,-0.16100774975481258,0.7011828902670905,-0.7288326908534997,0.4422161976123634
AUS,2007,2.7077860047706577,-0.09565919900376055,-0.8016928048989478,0.4768407471133826,-0.11472770512631579,0.8335089407678297,-0.7380726588890284,0.4728595744236646
AUS,2008,2.7728365041083256,-0.0918280650252378,-0.7434120376359057,0.42540703666981416,-0.13442937753871603,0.851016038796095,-0.7390101486071289,0.5368268065973784
AUS,2009,2.857212929937109,-0.2172960638723185,-0.6669013546560421,0.09843989647114126,-0.2295934544890048,0.8317216300610752,-0.7249255161946491,0.4243882357818066
AUS,2010,2.8098654809959567,0.00435178029689138,-0.9160609177144723,0.154716619408826,-0.2874165663422976,0.8606346535738192,-0.6834512089437443,0.45687244769126867
AUS,2011,2.832178679840729,0.01216664098400349,-0.8238385965825434,0.22717382125418567,-0.24137331361118883,0.7628809963621364,-0.6276065503022119,0.48435784891240746
AUS,2012,2.824052226430469,-0.014601581216403786,-0.6975266014626508,0.5198450256015316,-0.24068741076273767,0.7206190366480432,-0.5719072735988926,0.5422196001069224
AUS,2013,2.844787893488648,0.04345712188312325,-0.8438825357313977,0.28376670114266905,-0.3967411724933174,0.7622096620756244,-0.5565644111675545,0.5106922377261383
AUS,2014,2.880861941849156,0.010725604950256602,-0.786980812065334,0.29689889595430613,-0.4613546808748849,0.8012971111414797,-0.5445149242968695,0.45087559076886874
AUS,2015,2.9342106858401857,0.09031480042773354,-0.8416511666662612,0.23609139184766326,-0.503579478778401,0.944743255496712,-0.6179112253508309,0.4391519151292704
AUS,2016,2.9355503826495415,0.1372388733927448,-0.8653566801115934,0.366621212229843,-0.5239928030501257,1.0588363021612777,-0.6469068742905569,0.4252261213114311
AUS,2017,2.954068137036709,0.12134861615826995,-0.829745537919753,0.2684123844928009,-0.5058423210322841,0.9974695941923085,-0.6180921061719823,0.42473637769200295
AUS,2018,2.9965852511637374,0.08244828816403536,-0.7312359269794716,0.394310038381584,-0.48463628478863363,0.9802487573389794,-0.5985526809382636,0.4621616509544824
AUS,2019,3.0616060834879604,-0.043354942170438684,-0.6543684235053723,0.238347040574731,-0.48361738450793434,0.9113088047158264,-0.5855057708386643,0.4197188785011844
AUS,2020,3.1264128435674032,0.03222683392874572,-0.8240189010023864,-0.21999876286369305,-0.6212483628422732,0.9983287086795797,-0.5864667325684838,0.2920387653376217
BRA,1960,-4.4511063981897045,0.5166371799733662,-0.5649170548274786,0.7252035799634121,0.9312974651826887,0.27422237772122127,0.8313548398813577,0.14305915356207757
BRA,1961,-4.321186202466622,0.4784718533910427,-0.5874444119788885,0.7546465535574397,0.9194941860725052,0.22213754318280257,0.8318815712892302,0.11868868544592479
BRA,1962,-4.14046509984519,0.5776429883880435,-1.0813674131452011,-0.18560662038582107,0.6786222756777293,0.11040420590031018,0.8376304405027101,-0.09284699059479638
BRA,1963,-3.7690846199790937,0.19991366211679978,-0.7695437536189879,-1.0531942491382178,0.4551795326419951,0.010167221080400033,0.8360382373562024,-0.24115315086987618
BRA,1964,-3.8746306924268006,0.4230973374515883,-1.0681735470350704,-0.4904650982259947,0.5743843727830686,-0.04294386079346522,0.8130896575533642,-0.11968201172725658
BRA,1965,-3.7782381551516404,0.38076283360553564,-1.058771102065151,-0.5597477623294139,0.5277101382366477,-0.09552286773508167,0.7867749204092067,-0.0912184664308806
BRA,1966,-3.603892611966616,0.3492720093726078,-1.1024256542530007,-0.29305925557920887,0.6131835979863792,-0.09379619677994502,0.8751796402415489,-0.21135885995637554
BRA,1967,-3.52787798098147,0.4021545345452409,-1.1800380042653782,-0.10935535882938734,0.6136288112063168,-0.08704708936943131,0.8719439218814015,-0.19506106319436722
BRA,1968,-3.5273946702294205,0.4148546970180906,-0.9693656084210223,1.206127994807437,0.9173822933477251,-0.014434716822671537,0.9175346058305265,-0.053874255768440404
BRA,1969,-3.3110698657401465,0.44131289364000964,-1.011465100163507,0.9146134102770294,0.7679851976799932,0.10888087269173334,0.9313560931534296,-0.17539844615001782
BRA,1970,-3.1237034691394903,0.4038202400629018,-0.9976590463532038,0.7520151669701863,0.675470228477972,0.1459364336828032,0.9384253710924293,-0.24474090466873255
BRA,1971,-3.0911588739200226,0.38041874214183496,-0.9729636803899662,1.2802208748596307,0.6651538795394212,0.28642320294304124,0.9279413151276946,-0.07278710006915
BRA,1972,-2.959391316799809,0.41240612700113066,-0.8727914796439917,1.4443756179947902,0.6906335062505758,0.2986703645353871,0.9053715351769854,-0.08866739831484663
BRA,1973,-2.887780389944869,0.35398187892709054,-0.7740789563062442,1.8378213591104529,0.744322033463494,0.3416117887080772,0.8948728301575684,0.02363183640100312
BRA,1974,-2.5480566379168037,0.2054520913408023,-0.6827272744377902,0.8568768132784074,0.4186139369959903,0.32124623217755055,0.8381821585949,-0.11761050101192946
BRA,1975,-2.3591750976937456,0.3505908445768275,-0.9670431872275754,0.1489392552897677,0.22423823325818767,0.3520154536630547,0.8406483685053714,-0.3164035136075672
BRA,1976,-2.4533831450903634,0.5365261785691979,-0.9920604649929712,1.0764101044155845,0.4797848286499543,0.30791193586263016,0.825512350694632,-0.17442666989995564
BRA,1977,-2.3207697840809844,0.485704997209677,-1.279844892695958,0.07569589191408534,0.1654990124032677,0.24815425990685702,0.7848467702245162,-0.20877215381043235
BRA,1978,-2.1220583057280304,0.47892417457139314,-1.3850565964182957,-0.16317387504554182,0.18753631164288498,0.1383220161566855,0.83613502827885,-0.3991233825774799
BRA,1979,-2.066378554044284,0.45795581321239875,-1.2098683139908506,0.5438758283487917,0.3645594760026796,0.12317078052966333,0.8354136997170626,-0.31159982399716407
BRA,1980,-2.000704333957147,0.29391394859255127,-0.963840115311407,0.9966540090542004,0.5186079127508886,-0.04187174847139263,0.8306031780060273,-0.22679233434654322
BRA,1981,-1.5903961445768395,0.18764014205112375,-1.4745414224551032,-1.6258616785150277,-0.19138832020809285,-0.15406254891427384,0.8258791311537447,-0.6516579408031189
BRA,1982,-1.6268475484849705,0.3398401946063127,-1.5437070220960918,-0.595314836961917,0.07561341435615485,-0.13473691797070872,0.8772058989980931,-0.5950894359692105
BRA,1983,-1.422251801534319,0.1801259927086261,-1.4581485952241,-1.38322113950661,-0.16087807575694163,-0.17610239114699566,0.8105709557276477,-0.6697465879298815
BRA,1984,-1.5857216582888156,0.1522688052632387,-1.2325500956097013,0.347670475176538,0.2703863516971189,-0.1268511241251145,0.8416282331840843,-0.33759195249239055
BRA,1985,-1.6169828361797585,0.23529068803516776,-1.2996057620388695,0.8938317468908331,0.4290468425556898,-0.20476170455823317,0.8261579491582364,-0.23922109612066064
BRA,1986,-1.4789868687108623,0.540174520154364,-1.484698758154092,0.9596860591343469,0.29668348838762604,0.0679415168009578,0.808424048434732,-0.31954006023127524
BRA,1987,-1.1467066644210238,0.6826518458931525,-1.554228810352776,0.13976474594126767,0.0009328270066795843,0.28347726153264274,0.805004533769681,-0.6091400030901047
BRA,1988,-0.8839143211394457,0.7200071587686989,-1.629467924025029,-0.542569064580025,-0.3352067496992247,0.5620760275213462,0.8109568939397249,-0.7481008134708661
BRA,1989,-0.748010288626021,1.05698065283955,-1.5948796626723443,0.19342045447101192,-0.3771020738228486,1.0477570937094092,0.8304264482785102,-0.7597107842615393
BRA,1990,-0.8939479618971581,0.014824720278129722,-2.0771675811014054,-1.136116864582213,-0.3205945173368443,-0.2640018214606651,0.9258270259205793,-0.5008508873457267
BRA,1991,-0.8776794743348347,0.04964042666868097,-1.870898404512555,-0.21343978979393344,-0.13275087252553172,-0.21665780753610261,0.9526382333279151,-0.3501212518084311
BRA,1992,-0.5288282928909647,0.21425902521683687,-1.754368871881605,-0.5288659442282146,-0.48931027486965223,0.39159686444662417,0.9061158525790808,-0.5941464596258554
BRA,1993,-0.3158699551811109,0.6310117820554184,-1.4930998275959209,0.5692100306911997,-0.5811432539458283,1.2247795092340472,0.9030769467925626,-0.6126511496712407
BRA,1994,-0.6310353743339897,0.16856134395899214,-1.6385793093262,0.6033004410750278,-0.18184631889314495,0.06926822782541282,0.8476371633510729,-0.21176336413716573
BRA,1995,-0.5471661196448283,0.039987349772657034,-1.8604840546809571,0.43506996424078787,-0.03911269316133112,-0.3386395298723001,0.9624309581121561,-0.2867944111141956
BRA,1996,-0.43328231902923525,0.05302689627850391,-2.0233807058416566,0.01638891322426197,-0.13889993319078645,-0.4306656195862222,0.9547647966285969,-0.3332099441153518
BRA,1997,-0.3592861996465272,0.03666272884048732,-1.9592849126125311,0.2604465896714695,-0.0884304193503285,-0.45141618178743376,0.9453824051910609,-0.28812997774400534
BRA,1998,-0.26886252033385205,-0.07469969180737011,-2.1110037942621465,-0.34008387755723535,-0.1778456870602784,-0.6976800326477433,0.9227875250498796,-0.33803659319616497
BRA,1999,-0.13444838957920077,-0.27206354508222497,-1.9178168023800894,-0.3062701204980679,-0.17968091875288048,-0.7092690116639935,0.8750741437727992,-0.38012446512694326
BRA,2000,-0.12845581735513556,-0.2796350456840691,-1.7298220234710477,0.47629284284879636,-0.019861819002302803,-0.6907500161729924,0.8854817075373214,-0.24690253295864764
BRA,2001,0.0617183424836278,-0.47859211346710273,-1.612861857242077,-0.11927353247093508,-0.17820406903712271,-0.7802348275412746,0.8399941795426407,-0.3426855995835147
BRA,2002,0.055593218502375925,-0.4697658775684445,-1.5601629956839627,0.22555325591485167,-0.09303639855725637,-0.7912683124565464,0.8149902046144375,-0.2881246931090335
BRA,2003,0.13399188634465145,-0.49820928657075336,-1.606761076842663,-0.14528468970893313,-0.19628845368009482,-0.8794659402227875,0.7874232165637732,-0.3007991009306177
BRA,2004,0.13440099518395265,-0.470677921744563,-1.3953258756010238,0.7767963052085965,0.03953657999981903,-0.8381883492555855,0.8144613485634515,-0.18104825165424343
BRA,2005,0.27053805107829787,-0.35941863793361595,-1.6020661139399937,0.30294259690409264,-0.10641838470482819,-0.8372863772637391,0.8537528026640777,-0.2772662305544897
BRA,2006,0.33167940357740067,-0.26063520469032003,-1.62019574807288,0.46936298695618944,-0.11370149114238771,-0.7964237787094957,0.8739326342918554,-0.2295060748756636
