country_code,year,SP.URB.TOTL.IN.ZS,SP.RUR.TOTL.ZS,SP.DYN.LE00.MA.IN,SP.DYN.LE00.IN,NY.GDP.MKTP.CD,NE.IMP.GNFS.ZS,NE.EXP.GNFS.ZS,NY.GDP.MKTP.KD.ZG,SH.DYN.MORT,EG.USE.PCAP.KG.OE,EN.ATM.GHGT.KT.CE,NV.AGR.TOTL.ZS,FS.AST.PRVT.GD.ZS,SE.TER.ENRR,GC.TAX.TOTL.GD.ZS
CHN,1987,24.259,75.741,67.306,68.831,272972974764.574,12.3755305590728,12.4821345187692,11.6574277931357,53.8,694.422359979152,3349248.6134,26.3208996403948,78.0370949013971,3.11257004737854,
CHN,1988,24.974,75.026,67.384,68.954,312353631207.819,15.6824497735417,14.3823208189665,11.222594982521,53.9,720.341495783521,3680670.8474,25.2376865324238,73.9836236530485,3.08206009864807,
CHN,1989,25.701,74.299,67.425,69.054,347768051311.741,13.2613658201336,11.8443293840918,4.20633435547815,54.0,724.116105126715,3800686.2095,24.611551959103,77.1332899211029,2.99196004867554,
CHN,1990,26.442,73.558,67.446,69.145,360857912565.966,10.6584219385709,13.6147101696208,3.92025136776569,53.8,766.995329395649,3222270.0,26.5843081183771,86.200461355157,2.97255992889404,
CHN,1991,27.312,72.688,67.468,69.242,383373318083.624,11.4618459582464,14.4878781448342,9.26278608406234,53.2,736.851801386885,3371940.0,24.034067384598,88.3623934536212,2.89145994186401,
CHN,1992,28.2,71.8,67.511,69.355,426915712715.856,14.4874967782585,15.6582196753392,14.2245295931824,52.3,752.628662540666,3503100.0,21.3288613741081,86.3728816885016,2.80566000938416,
CHN,1993,29.103,70.897,67.592,69.496,444731282435.515,19.3537833179487,16.7022945502994,13.8837293021031,50.9,788.128723566749,3726350.0,19.3074684038403,96.9026344210731,2.88968992233276,
CHN,1994,30.024,69.976,67.724,69.67,564324670008.238,17.2330664178356,18.5367485694403,13.0368066319673,49.2,816.162889997357,3877370.0,19.4742827285474,85.882585771154,3.61140990257263,
CHN,1995,30.961,69.039,67.916,69.885,734547898224.101,16.3230779493743,17.9510180781134,10.9539543428699,47.4,866.834374260803,4266840.0,19.5965196106392,84.206050702349,4.39014005661011,
CHN,1996,31.916,68.084,68.173,70.14,863746717507.397,15.8914499150533,17.9232955527011,9.92255675231162,45.5,881.653737423514,4302870.0,19.3254855475406,89.4555815789448,4.91531991958618,
CHN,1997,32.883,67.117,68.483,70.428,961603952954.233,15.0398528990386,19.4931644597645,9.23677989162672,43.5,871.756323801394,4311650.0,17.8952767359135,96.7258194376823,5.35011005401611,
CHN,1998,33.867,66.133,68.831,70.737,1029043097558.91,14.0823746871133,18.3423215821603,7.84595178761953,41.4,869.358607334522,4451040.0,17.1590347605501,105.193223282686,5.86393022537231,
CHN,1999,34.865,65.135,69.207,71.063,1093997267277.1,15.3618705728806,18.1626961582585,7.66165150053656,39.2,878.52453551629,4401290.0,16.0647884669624,110.383524583833,6.39427995681763,
CHN,2000,35.877,64.123,69.595,71.397,1211346869600.41,18.5170939712716,20.8934448167644,8.49009340575191,36.8,898.987313140273,4597430.0,14.6762416552585,111.122970939299,7.59041023254395,
CHN,2001,37.093,62.907,69.981,71.732,1339395718862.89,18.2152135310323,20.3121457444929,8.3357334781433,34.2,928.811433738255,4791440.0,13.9834613522186,110.044590706126,9.78911018371582,
CHN,2002,38.425,61.575,70.351,72.061,1470550015077.93,20.1026579601554,22.6447456738957,9.13363078993316,31.5,984.810714620431,5100860.0,13.3014877126424,117.49869856029,12.6284799575806,
CHN,2003,39.776,60.224,70.697,72.381,1660287965663.89,24.8232314660127,26.9807565345137,10.038030481108,28.8,1118.43177274138,5717660.0,12.3489989652141,125.671432607624,15.4526796340942,
CHN,2004,41.144,58.856,71.013,72.689,1955347004965.69,28.4441866419381,31.0613375828803,10.1136213780461,26.3,1268.13290434581,6467060.0,12.916648166837,118.6361030068,17.6912593841553,
CHN,2005,42.522,57.478,71.297,72.985,2285965892364.2,28.3780352997871,33.8298575659931,11.3945918097286,24.0,1393.69132405731,7194480.0,11.6414956029627,111.842924826452,19.0869998931885,8.56924385783334
CHN,2006,43.868,56.132,71.551,73.271,2752131773358.92,28.4438583516643,36.0350255523532,12.7209556651735,21.9,1515.1736777471,7879330.0,10.6257605278405,109.158387197031,20.2191905975342,9.05725398272786
CHN,2007,45.199,54.801,71.788,73.553,3550342737009.53,26.7585649477618,35.4347985287157,14.2308609330803,20.1,1630.17102857988,8497040.0,10.2461657566004,105.787508532942,20.52121925354,9.77140606467415
CHN,2008,46.539,53.461,72.017,73.835,4594307032667.98,25.0100013259338,32.6027140173081,9.65067891955702,18.5,1672.90411994066,8786120.0,10.1690478477936,102.00356622006,20.6841201782227,10.1014265266002
CHN,2009,47.88,52.12,72.244,74.119,5101703073088.97,20.435014439653,24.7498559389238,9.39872563237978,17.1,1778.43351862146,9377660.0,9.63618551442703,124.408008908592,22.4430599212646,10.3094417362922
CHN,2010,49.226,50.774,72.476,74.409,6087163874510.73,23.5317449422952,27.1853327204051,10.6358710646812,15.8,1954.72255616896,10203820.0,9.32517694053669,126.579494210428,24.1984901428223,10.212048608843
CHN,2011,50.511,49.489,72.72,74.708,7551500124197.17,24.1727152412604,26.5681893451605,9.55083217886229,14.6,2086.48690379651,11074550.0,9.17765379535199,123.095927186754,25.6478500366211,10.3127948892952
CHN,2012,51.765,48.235,72.976,75.013,8532229986993.65,22.7750001428637,25.4925222245396,7.86373644866194,13.5,2155.16478775741,11399830.0,9.11371387030751,128.922639036534,28.7256698608398,10.2567686829398
CHN,2013,53.013,46.987,73.242,75.321,9570406235659.64,22.1451211404583,24.599254436897,7.766150097539,12.5,2213.75932679132,11854530.0,8.94289396230057,134.319251401012,32.4336700439453,9.90773258312895
CHN,2014,54.259,45.741,73.517,75.629,10475682920597.7,21.3951550469261,23.5100609074235,7.42576365645755,11.6,2236.72990756962,11865310.0,8.64349139629661,140.236886965913,42.4307289123535,9.67861882699669
CHN,2015,55.5,44.5,73.793,75.928,11061553079871.5,18.110089452417,21.3540798828848,7.04132887865481,10.7,,11859290.0,8.38701488219603,152.594499832597,46.0404281616211,9.37692044713406
CHN,2016,56.736,43.264,74.061,76.21,11233276536744.7,17.3100349631628,19.5843800536482,6.84876220503246,9.9,,11857180.0,8.0572875346436,156.229943475554,48.0190200805664,9.12291556057604
CHN,2017,57.96,42.04,74.315,76.47,12310409370894.2,17.9401362522062,19.6922769882201,6.94720079327288,9.2,,12058050.0,7.46356501656873,154.895051691759,49.0732612609863,9.41931765253305
CHN,2018,59.152,40.848,74.549,76.704,13894817549380.3,18.3441400365904,19.1121035364139,6.74977383247717,8.5,,12355240.0,7.04302025319625,157.812078588381,50.6044387817383,9.05268573156305
CHN,2019,60.308,39.692,74.761,76.912,14279937467431.0,17.341020737643,18.4963930786875,5.94971423273162,7.9,,,7.14369124773749,165.390370006162,53.7649116516113,
CHN,2020,61.428,38.572,,,14722730697890.1,16.0099766083437,18.4969112496804,2.29999999995441,,,,7.65306654755744,182.432625902652,,
DEU,1960,71.384,28.616,66.751,69.3100243902439,,,,,,1952.58863227169,,,,,
DEU,1961,71.697,28.303,66.908,69.508,,,,,,1994.32463287995,,,,,
DEU,1962,71.762,28.238,67.053,69.6915365853659,,,,,,2124.84853926032,,,,,
DEU,1963,71.826,28.174,67.184,69.8596097560976,,,,,,2281.28992832207,,,,,
DEU,1964,71.891,28.109,67.302,70.0137073170732,,,,,,2341.14631341369,,,,,
DEU,1965,71.955,28.045,67.405,70.1518292682927,,,,,,2378.33973189429,,,,,
DEU,1966,72.019,27.981,67.488,70.2714146341463,,,,,,2387.68487506532,,,,,
DEU,1967,72.083,27.917,67.554,70.374,,,,,,2388.41234673301,,,,,
DEU,1968,72.147,27.853,67.609,70.4650975609756,,,,,27.2,2561.52258496013,,,,,
DEU,1969,72.211,27.789,67.658,70.5506829268293,,,,,26.4,2772.01092927064,,,,,
DEU,1970,72.274,27.726,67.711,70.6397804878049,215838448137.658,16.58220097125,15.1285077353397,,25.7,3860.86493635627,1286569.85,,,,
DEU,1971,72.332,27.668,67.778,70.7428780487805,249985055484.303,16.2835759768832,14.5601844932681,3.13269973811248,24.9,3895.26472554782,1283784.3,,,,
DEU,1972,72.389,27.611,67.867,70.867,299801542047.476,16.1796326963143,14.5530810099336,4.30034133420232,24.0,4017.3373851604,1300781.18,,,,10.7841034508719
DEU,1973,72.446,27.554,67.984,71.0166829268293,398374021953.897,16.3479491251614,15.3552677535058,4.77748689217385,23.1,4240.06186174623,1364682.32,,,,10.9193948100922
DEU,1974,72.503,27.497,68.132,71.1954146341463,445303484241.554,18.7159347490204,18.2369862071597,0.890068740587211,22.0,4158.27162572196,1336033.72,,,,10.4752255739926
DEU,1975,72.56,27.44,68.311,71.4017317073171,490636517211.225,18.7962054480222,17.1106423508499,-0.866738894227723,20.8,3984.9742392469,1273609.66,,,,10.0448778040634
DEU,1976,72.617,27.383,68.52,71.6341463414634,519754453161.411,20.298431512641,18.0717090415493,4.94925837665457,19.5,4314.581637401,1336497.06,,,,10.1703342967468
DEU,1977,72.674,27.326,68.751,71.8836829268293,600498238019.035,20.1240033196387,17.9799572032858,3.34721812001672,18.3,4336.08740419981,1315704.67,,,,10.4908657941436
DEU,1978,72.73,27.27,68.995,72.1432926829268,740469983446.933,19.5438494586045,17.6367433618928,3.00849285673846,17.1,4483.88084693122,1357268.4,,,,10.493259791897
DEU,1979,72.787,27.213,69.25,72.4085365853659,881345176608.686,21.3999501264404,17.8246232378036,4.15036334066737,16.0,4685.29672767255,1411701.43,,,,10.3798790027283
DEU,1980,72.844,27.156,69.514,72.6779024390244,950290856466.538,23.2328468286043,18.6212239628237,1.40882863572145,15.0,4562.29597278663,1354782.98,,,,10.2825668963097
DEU,1981,72.989,27.011,69.786,72.9503902439024,800472055387.278,24.048287452538,20.1348351934178,0.529240556536067,14.1,4399.49982340429,1317791.85,,,,10.0567369611207
DEU,1982,73.107,26.893,70.067,73.227,776576439106.956,23.5178552265518,20.8700085547004,-0.394840774795966,13.2,4257.86440735867,1267150.22,,,,9.7944266111617
DEU,1983,73.103,26.897,70.353,73.5051951219512,770684323247.798,23.2841662878681,20.2914063698654,1.57241016952116,12.5,4268.04891217242,1268455.75,,,,9.75040311009836
DEU,1984,72.943,27.057,70.64,73.7829268292683,725111123634.115,24.5170873290351,21.7255685827612,2.82294780997955,11.8,4447.31663526041,1291691.56,,,,10.1908582564913
DEU,1985,72.711,27.289,70.92,74.0546341463415,732534887058.198,24.9763464287139,22.9390037422356,2.32793526226367,11.1,4598.13849473629,1301253.1,,,,10.196980845149
DEU,1986,72.617,27.383,71.183,74.3137317073171,1046259374943.71,21.6574911445998,21.2871403196647,2.28733922127036,10.6,4589.15365580296,1302264.97,,,,9.93788342229686
DEU,1987,72.836,27.164,71.427,74.5596829268293,1298176105549.51,21.0064372887918,20.6830327710107,1.40215162742055,10.0,4616.39706207303,1306982.38,,,,10.0846343911649
DEU,1988,72.999,27.001,71.652,74.7924878048781,1401233225303.49,21.4364352191687,21.0900886756704,3.70723565949591,9.5,4629.17766609112,1294253.92,,,,9.8164739733434
DEU,1989,72.976,27.024,71.859,75.0131463414634,1398967436804.33,22.9162981574802,22.299619911744,3.89655169214447,9.0,4514.70470646174,1278982.32,,,,10.2507219376736
DEU,1990,73.118,26.882,72.058,75.227756097561,1771671206875.68,23.0277510180834,22.8358365592459,5.25500608278011,8.5,4421.36453086788,1160210.0,,,,9.83228368183835
DEU,1991,73.269,26.731,72.1,75.319512195122,1868945197407.19,24.1524782444192,23.6649009963425,5.10826152190214,8.0,4302.89117530285,1130620.0,1.10152604363728,,33.6599197387695,11.6297137091689
DEU,1992,73.36,26.64,72.6,75.819512195122,2131571696931.75,22.6961446717507,22.1946934890662,1.923076559054,7.6,4190.98422047326,1082930.0,1.00542871579145,,35.4325790405273,11.75387471652
DEU,1993,73.497,26.503,72.7,75.8707317073171,2071323790370.28,20.2632946672835,20.3134405930698,-0.976849818160517,7.2,4122.69573982757,1075230.0,0.96156811678632,,39.4206008911133,11.4604572531684
DEU,1994,73.71,26.29,73.1,76.2707317073171,2205074123177.05,20.9471728020551,21.1107102839496,2.39189207051331,6.8,4088.79812984419,1062350.0,0.975540433439917,,42.5005989074707,11.6778442786478
DEU,1995,73.922,26.078,73.3,76.4219512195122,2585792275146.72,21.5873979341395,21.9942362808177,1.54414649556445,6.5,4119.68894801371,1055730.0,0.995455529106254,,45.3274192810059,11.4761349301439
DEU,1996,74.133,25.867,73.6,76.6731707317073,2497244606186.64,22.1455932715028,22.8600276884323,0.80582289149001,6.2,4246.55319132624,1083880.0,1.04216760869792,,46.9425315856934,10.901851794023
DEU,1997,74.342,25.658,74.0,77.0731707317073,2211989623279.95,24.282385335135,25.3602733090279,1.79216082094591,5.9,4203.35736659763,1045890.0,1.03138464676338,,47.7920799255371,10.7293679728731
DEU,1998,74.551,25.449,74.5,77.4756097560976,2238990774702.68,25.1780661431082,26.4069062062529,2.01393278519326,5.7,4177.29412931179,1019610.0,0.975317957526236,,,10.8349797956732
DEU,1999,74.758,25.242,74.8,77.7268292682927,2194204133816.32,26.4066172043428,26.9592324276031,1.88726115399444,5.5,4079.93334441166,985180.0,0.958397265329112,,,11.5085361353351
DEU,2000,74.965,25.035,75.0,77.9268292682927,1943145384190.16,30.678349430323,30.8477115722895,2.91250296366708,5.4,4094.0603595302,975830.0,0.994789221891906,,,11.7050007349141
DEU,2001,75.17,24.83,75.5,78.3292682926829,1944107382550.34,30.2181317720272,31.8447071170151,1.68146848097079,5.2,4209.79608663882,991320.0,1.08343229583805,112.417323246367,,10.961685400499
DEU,2002,75.374,24.626,75.4,78.2292682926829,2068624129493.69,28.3423107018725,32.5925791130602,-0.197973834771361,5.1,4108.40129887204,972930.0,0.900496788164431,111.430727544891,,10.8353047149382
DEU,2003,75.577,24.423,75.6,78.3804878048781,2496128668171.56,29.0376067680426,32.8117129460067,-0.700116686114356,5.0,4084.50334562012,971900.0,0.832259435604571,109.940539978386,,10.9985214123903
DEU,2004,75.779,24.221,75.9,78.6804878048781,2809187981127.39,30.5128352456553,35.713363859767,1.17508813160987,4.9,4114.38992751247,952110.0,0.951063416014002,106.441445821473,,10.4262945741916
DEU,2005,75.98,24.02,76.2,78.9317073170732,2845802760850.64,32.8591405884692,38.0595723481521,0.731707163554191,4.7,4086.50340728713,927710.0,0.726955700932129,105.449261682202,,10.6568166026456
DEU,2006,76.179,23.821,76.4,79.1317073170732,2992196713084.93,36.0168212387006,41.4329079108458,3.816441912988,4.6,4204.65468948158,934200.0,0.737585322085632,102.070370805172,,10.8516276183608
DEU,2007,76.378,23.622,76.9,79.5341463414634,3421229126745.14,36.5516592986738,43.3227580964574,2.97645513131597,4.5,3985.81195485319,905130.0,0.77886019483507,97.1286031485667,,11.3340401272229
DEU,2008,76.575,23.425,77.2,79.7365853658537,3730027830672.33,37.7256144732553,43.7991902579629,0.95987913356484,4.4,4036.83078099396,907800.0,0.83833040773771,97.0048183970878,,11.4723010889499
DEU,2009,76.771,23.229,77.3,79.8365853658537,3397791053070.3,33.1088059597748,38.1199069398503,-5.69383633640285,4.3,3790.50115157318,850640.0,0.695334317361279,98.7698151472158,,11.6149370535587
DEU,2010,76.966,23.034,77.5,79.9878048780488,3396354075663.73,37.3031508345032,42.565473405085,4.17988249873657,4.2,3997.07942080976,881300.0,0.803696771174544,88.491304008735,,11.1902979254406
DEU,2011,77.16,22.84,77.9,80.4365853658537,3744408602683.94,40.148984986412,45.0571362806101,3.92519270463411,4.1,3869.81622904859,852550.0,0.910022423855418,84.8982758876728,,11.4813852299559
DEU,2012,77.17,22.83,78.1,80.5390243902439,3527344944139.83,40.2069347359679,46.3071201430804,0.418497594217598,4.0,3876.94810409338,866670.0,0.847918814268698,83.8070746108818,,11.6229861108582
DEU,2013,77.18,22.82,78.1,80.490243902439,3732743446218.92,39.6601988368577,45.4186778593914,0.437591303144671,4.0,3939.52956270835,883920.0,0.942643214114216,82.0983513258755,61.3868408203125,11.611503370267
DEU,2014,77.19,22.81,78.7,81.090243902439,3883920155292.26,39.0008300796262,45.6192633128717,2.20954343134872,3.9,3779.46192078536,843660.0,0.904547674923055,79.3077887430272,65.50390625,11.4825632039024
DEU,2015,77.2,22.8,78.3,80.6414634146341,3356235704119.75,39.3254862566007,46.920738356608,1.49193152760772,3.9,3817.54941455461,847460.0,0.684691591379231,78.1213939686337,67.7468719482422,11.4787289586211
DEU,2016,77.224,22.776,78.6,80.990243902439,3467498002104.33,38.6963831131131,46.0732628543356,2.22999986782015,3.9,,850170.0,0.69843112985447,77.4545257341917,69.5805892944336,11.2961202523973
DEU,2017,77.261,22.739,78.7,80.9926829268293,3673506280844.4,40.2075242495076,47.2041744123981,2.60197600462604,3.9,,832650.0,0.826170449037689,77.7681556876676,70.2466506958008,11.4429760787273
DEU,2018,77.312,22.688,78.6,80.8926829268293,3961831911429.22,41.2238373738608,47.3725498374752,1.26799523225071,3.9,,806090.0,0.664668499974675,78.3907210382522,70.342643737793,11.4876311296892
DEU,2019,77.376,22.624,78.6,80.9414634146342,3861123558039.21,41.096214899755,46.8929125411345,0.555450887945668,3.8,,,0.721821950972007,80.176686333918,,11.4853365419463
DEU,2020,77.453,22.547,,,3806060140124.52,37.9967769331649,43.8173235340898,-4.89654544989574,,,,0.662889416396827,86.6222319587784,,
EUU,1960,58.6776410523112,41.3223589476888,66.4703178376081,69.0208666711269,,,,,,1487.66476985918,,,,,
EUU,1961,59.2174031312661,40.7825968687339,66.8017715164372,69.4122119297805,,,,,,1541.09612051515,,,,,
EUU,1962,59.7538028575072,40.2461971424928,66.6595937857721,69.3183617049612,,,,,,1653.83877908938,,,,,
EUU,1963,60.3397699737313,39.6602300262687,66.9036858876875,69.6128515558842,,,,,,1764.47884507164,,,,,
EUU,1964,60.9246477464526,39.0753522535474,67.2814698559184,70.0308426943675,,,,,,1840.89653417596,,,,,
EUU,1965,61.5123928098625,38.4876071901375,67.3772958216333,70.1571547543519,,,,,,1885.71037376475,,,,,
EUU,1966,62.0838409347927,37.9161590652073,67.6117658244605,70.4281534043982,503611698005.542,,,,,1940.34091108312,,,,,
EUU,1967,62.6222485267128,37.3777514732872,67.6026408031512,70.4736028609287,547329116750.293,,,,,2010.27127969889,,,,,
EUU,1968,63.1262052649789,36.8737947350211,67.6581869053421,70.5841337700098,586268289872.031,,,,,2157.42074616732,,,,,
EUU,1969,63.578370818479,36.421629181521,67.5527501116544,70.5334585637463,653515378763.457,,,,,2330.84575304653,,,,,
EUU,1970,64.0239750187768,35.9760249812232,67.8655038557398,70.8582595093845,725966464484.565,20.1211388314792,19.3459637390063,,,2760.72448907197,4595428.71056,,,17.3373699188232,
EUU,1971,64.4690230693377,35.5309769306623,67.865252794457,70.9388988454688,820848207295.058,19.7567570625829,19.4003033781707,3.65995270698232,,2787.66101953174,4633749.24994,,,17.3126792907715,
EUU,1972,64.8794251420018,35.1205748579982,68.2490057381037,71.3130698458461,990473769502.228,19.6869295735771,19.6092638082785,4.78510857323799,,2905.67774872642,4796545.01171,,,18.0554504394531,
EUU,1973,65.2713746357272,34.7286253642728,68.326048016235,71.4222083745895,1282084193722.19,21.0510721462115,20.5048872673379,6.03318350638477,,3072.158997015,5035955.06772,,,19.0027599334717,14.62500473642
EUU,1974,65.6512115134308,34.3487884865692,68.6028278933584,71.7263353694604,1451830507595.64,25.1745952287279,23.2560014133385,3.09914983305156,,3032.45115047225,5014162.35017,,,19.7249908447266,14.6999596576473
EUU,1975,65.9881869217274,34.0118130782726,68.6147395770508,71.8078433730015,1690947243964.58,22.7187000409097,21.7424120347065,-0.648403581592461,,2968.83639847394,4922983.11326,,,20.7593307495117,14.2315203953903
EUU,1976,66.2959968343298,33.7040031656702,68.8022435460307,72.0344417126102,1770135374463.65,24.4185523425743,22.5126376120898,4.89765969721161,,3165.98428934014,5184058.94701,,,21.9675807952881,14.9928489608826
EUU,1977,66.6227246756731,33.3772753243269,69.0036779982705,72.2955228282209,2004989223979.15,24.1850985135383,22.8327684416326,2.8769400886067,,3169.03708449413,5193346.71638,,,22.5335502624512,15.1768091115179
EUU,1978,66.958439733565,33.041560266435,69.1178257052497,72.4337042669379,2442808491464.95,23.0794266539848,22.7228355810221,3.05660927303013,,3291.44679673963,5348747.65163,,,23.0962200164795,15.2976910145727
EUU,1979,67.2822762392344,32.7177237607656,69.3466966645473,72.6980522758288,2952967037851.14,25.055752275197,23.723804841398,3.84491853161275,,3407.49436355405,5508796.8997,,,22.9347991943359,15.3409165488278
EUU,1980,67.5903725952431,32.4096274047569,69.3682259579169,72.7512685042031,3303320317528.69,27.1033594472025,24.1053132385808,2.07093489668422,,3348.72837952223,5406309.43825,,,23.1837100982666,15.719400603138
EUU,1981,67.8622591821529,32.1377408178471,69.7007347366502,73.0896318295975,2880098041640.39,28.0302879465088,25.7440114559451,0.502355946004101,,3235.87256997636,5240913.3054,,,23.2789001464844,15.5890093792954
EUU,1982,68.0592119293594,31.9407880706406,69.9831476110786,73.3665906978055,2777476760501.85,27.7972405085652,25.8582756540364,0.816194455396641,,3169.30175038869,5125474.15424,,,23.5955600738525,15.7488153071239
EUU,1983,68.22258482955,31.77741517045,70.0102880937857,73.4111651127604,2702168573595.59,27.2486468923825,26.2674911535525,1.44131252537758,,3181.30705220859,5113291.17274,,,24.0511493682861,16.1900068068902
EUU,1984,68.3564443645799,31.6435556354201,70.2344594363055,73.6693117377523,2603493877486.03,28.3554819405062,28.0019416958615,2.48529638155601,,3257.04873460932,5150577.34919,,,24.5247802734375,16.3223848880434
EUU,1985,68.4799826169241,31.5200173830759,70.3460113472785,73.7741909037354,2677762681469.49,28.5746392363233,28.2279970727549,2.35056662930484,,3360.40402989127,5165147.77275,,,25.1012802124023,16.5774232810594
EUU,1986,68.6307376964056,31.3692623035944,70.6301685342236,74.0380496340888,3744194533013.71,24.8168628990519,25.321051611732,2.5866171609056,,3405.30457185933,5188641.0706,,,25.5962600708008,17.1276741421892
EUU,1987,68.8400563340095,31.1599436659904,70.8337395287104,74.2664010110143,4631440977855.92,24.8294185479153,24.7278531883287,2.52816374424737,,3473.16401275393,5187987.33322,,,25.9731006622314,17.3334888328168
EUU,1988,69.045058495436,30.954941504564,71.03630757952,74.4684855280488,5084507532565.94,25.4671057088893,25.2554744911057,4.16830425124233,,3487.82131236839,5217133.67534,,,26.6605892181396,17.4783621952019
EUU,1989,69.1992511409423,30.8007488590577,71.1586192814678,74.6294277813831,5193908218847.69,27.0082326473091,26.4355435943512,3.92401201614308,,3496.54069622614,5220880.28814,,,27.7500305175781,17.6209691316605
EUU,1990,69.3689440805344,30.6310559194656,71.2346348630949,74.7306625049943,6498779370971.59,26.5416348082052,25.9859013394024,3.37066821988184,12.2525464624979,3422.36958990094,4555240.0,,,28.8981800079346,17.7910538285202
EUU,1991,69.5591457173031,30.4408542826969,71.2827340369026,74.8169001469363,6736355488676.72,26.494032636759,26.2003748327989,1.84129136810365,11.6782461046948,3401.45471805076,4478170.0,2.76202351572089,,30.6850299835205,18.5574073124328
EUU,1992,69.7159908312528,30.2840091687472,71.5837137704812,75.1318432116334,7406674670074.83,26.2449668086303,26.1053734117597,1.16405892758293,11.1388154920109,3301.50312595243,4334100.0,2.62643224532414,,32.4975509643555,18.5324348986058
EUU,1993,69.8457595682077,30.1542404317923,71.7543361533938,75.2612216584668,6761528507186.29,24.8533441448816,26.0336186242487,-0.573912441362936,10.5526070367455,3280.34247512621,4260980.0,2.51470255225369,,35.2263603210449,18.361056856906
EUU,1994,69.986102256644,30.013897743356,72.010008568054,75.5291036158313,7162340127732.37,26.0471643494393,27.439842352972,2.64906610224764,9.957003616271,3252.50675526776,4244400.0,2.53417931349597,,38.3880882263184,18.3793647378934
EUU,1995,70.1268793123816,29.8731206876184,72.1611734818746,75.6768684347217,8296580858229.3,27.4819311030723,29.0439319686378,2.66738996817932,9.37298185848017,3359.9035386291,4294780.0,2.94104772190361,,40.4051399230957,19.424636501891
EUU,1996,70.2668311229442,29.7331688770558,72.4748214138876,75.9279686713697,8432154504294.31,27.8366921049501,29.4125172082135,1.89217130756212,8.82399782394267,3466.91242126514,4402290.0,2.90629953154427,,42.4623985290527,19.5479211638074
EUU,1997,70.4015206786952,29.5984793213048,72.8460497574137,76.2455191472496,7733659047681.07,29.7410087050637,31.595943193387,2.6645667961099,8.32479702485845,3436.97523500879,4324350.0,2.82562557726572,,44.7443504333496,19.9040734760138
EUU,1998,70.5331306711975,29.4668693288025,73.1558094959114,76.5145171639727,7969522029548.67,30.5504421481902,32.0777538380104,3.01877492364856,7.88185527723489,3449.73697137422,4283800.0,2.63155161392761,,46.018970489502,20.2556059362813
EUU,1999,70.669728283444,29.330271716556,73.4223020328691,76.7485819427703,7923359820054.08,31.2339776117058,32.2980270583275,2.95859462195483,7.4749582786772,3409.78076057636,4210420.0,2.45161017601704,,48.0099906921387,20.6116168788251
EUU,2000,70.825711562657,29.174288437343,73.8053461669825,77.0784477991605,7259910985967.59,35.3062024730524,35.851577285001,3.90890069501526,7.12940936899932,3428.66112942267,4209000.0,2.35715218779351,,49.5474510192871,20.389355867044
EUU,2001,71.0122218629448,28.9877781370552,74.2001748600025,77.4254833773953,7387776438160.3,34.5746408698463,35.7876867765708,2.18443172802077,6.82036847117511,3515.39167548827,4254870.0,2.37134223860129,86.0878721132392,51.8067092895508,19.8843460107138
EUU,2002,71.2403831622261,28.7596168377739,74.3397824700027,77.5327215413442,8049787741385.65,32.9983767894966,35.0783457383954,1.12317014112575,6.57959960308916,3512.78617620988,4235730.0,2.18020597729152,85.8350912591504,54.1503715515137,19.512696131626
EUU,2003,71.4627478838985,28.5372521161015,74.4683337895455,77.5906619590104,9912138102011.71,32.700152391084,34.3881585424861,0.929380867117942,6.35520461460159,3576.49118256818,4323490.0,2.09570010620253,86.8948113061798,56.361400604248,19.3493542649576
EUU,2004,71.6811057521961,28.3188942478039,74.9795997892065,78.1157575976712,11399581931162.5,34.1336370469575,36.0360734965031,2.59534264968548,6.12291691514939,3607.6867540421,4320120.0,2.09174810798088,88.1716033992222,58.157299041748,19.1153848908867
EUU,2005,71.8999308930476,28.1000691069524,75.1623100147368,78.272641141779,11905849931800.6,35.9414669487218,37.4274774780682,1.93483834496035,5.88245849396465,3605.8689383384,4288290.0,1.80037313221024,92.6901537762324,59.8053894042969,19.3642390052341
EUU,2006,72.1166485441279,27.8833514558721,75.55966958579,78.6689232474368,12703537558145.6,38.387065961477,39.5651655541432,3.49262891024343,5.62899049354977,3618.55789080246,4283280.0,1.68502782457749,96.375484843157,60.9906883239746,19.7076882029061
EUU,2007,72.3363987139009,27.6636012860991,75.8380213818099,78.9020360375354,14711232490704.2,39.3042586308928,40.5924891522587,3.15233368938709,5.40006530053727,3554.91392461747,4247200.0,1.69750569487176,99.622108233596,61.6124305725098,19.9358096886515
EUU,2008,72.5550308575921,27.4449691424079,76.1273657996345,79.125498846821,16237535014345.5,40.0422684592462,40.9743538520856,0.645831791734167,5.17736981343161,3533.83642479756,4155670.0,1.63565954418923,101.643741167236,62.4002494812012,19.7493378522504
EUU,2009,72.7634110956976,27.2365889043024,76.3726896018406,79.3572283106471,14709825573177.6,34.4863642907401,36.1639412418249,-4.32573931696186,5.00989509327255,3321.34073670571,3881360.0,1.50573796699758,104.728350378422,63.5696792602539,19.1751596175867
EUU,2010,72.9723261514084,27.0276738485916,76.6661929203913,79.6294260462919,14541445664320.9,38.4566081807058,40.0160328315429,2.21061429802943,4.85605679215366,3448.0235998075,3960810.0,1.63597324623303,102.142634411088,65.0287017822266,19.3688332460794
