country_code,year,SP.URB.TOTL.IN.ZS,SP.RUR.TOTL.ZS,SP.DYN.LE00.MA.IN,SP.DYN.LE00.IN,NY.GDP.MKTP.CD,NE.IMP.GNFS.ZS,NE.EXP.GNFS.ZS,NY.GDP.MKTP.KD.ZG,SH.DYN.MORT,EG.USE.PCAP.KG.OE,EN.ATM.GHGT.KT.CE,NV.AGR.TOTL.ZS,FS.AST.PRVT.GD.ZS,SE.TER.ENRR,GC.TAX.TOTL.GD.ZS
BRA,1963,49.078,50.922,53.517,55.627,23021477292.2093,9.11100002127562,9.03645424482606,0.874672592408302,155.5,,,15.1256508327325,14.8757283862686,,
BRA,1964,50.059,49.941,53.937,56.121,21211892259.9904,5.67760000564019,6.38540927082227,3.4855823042772,151.7,,,15.8382553714566,13.365302483375,,
BRA,1965,51.037,48.963,54.358,56.61,21790035117.19,5.55592484290456,7.73576138413985,3.05348789366924,148.2,,,16.6744203718272,13.4922698555616,,
BRA,1966,52.016,47.984,54.777,57.091,27062716577.9111,5.99166922704867,6.82473507896306,4.15036023303348,145.0,,,13.3153290920432,12.4335770889794,,
BRA,1967,52.993,47.007,55.195,57.563,30591834053.9653,5.7689710655619,5.7689710655619,4.91526567501124,141.9,,,13.0130974006677,14.439152432407,,
BRA,1968,53.97,46.03,55.609,58.025,33875881876.3672,6.61038441129829,6.00052600864501,11.4272823832672,138.9,,,11.8264656488062,16.6777183619386,,
BRA,1969,54.94,45.06,56.018,58.475,37458898243.8609,6.55371309699865,6.6204037968306,9.73582688991277,135.8,,,11.0760635261432,26.5183196511119,,
BRA,1970,55.909,44.091,56.421,58.911,42327600098.2412,7.44975914768755,7.02943634908589,8.76994747172606,132.5,,1260982.146,10.3736196442959,30.8921070818864,,
BRA,1971,56.894,43.106,56.817,59.332,49204456700.4516,8.13797343242644,6.41330674313925,11.2950868433502,129.1,715.840613650833,968552.518,11.0141806134572,37.2984045172191,,
BRA,1972,57.879,42.121,57.206,59.739,58539008786.3684,8.844075564518,7.259175691336,12.0528022500388,125.7,749.007844910886,1138194.337,11.0689555998505,41.7628508564857,,
BRA,1973,58.855,41.145,57.587,60.132,79279057730.829,9.50158099803278,8.27167782462644,13.9786916510762,122.3,801.676699035592,1022867.644,11.4458587669917,44.0851271915445,,
BRA,1974,59.826,40.174,57.959,60.513,105136007528.76,13.8837280806904,8.01311941176138,9.04212031316946,118.9,833.197010610442,1098489.802,11.2290046802688,48.2116493441187,,
BRA,1975,60.789,39.211,58.32,60.884,123709376567.89,11.5055803106496,7.53857281945099,5.20907590114365,115.6,849.574461264528,1214606.743,10.682677451792,54.9314684831142,,
